	mu	AUC	MaxOD	Summary
E10	0.2517423362495306	40729.076	1.9973133333333333	Negative control with alanine supplementation without caffeine.
E11	0.22066205896663144	39864.64	1.8204933333333333	Low arginine supplementation without caffeine treatment.
E12	0.0	37.16400000000011	0.0	Media control
F1	0.18904747397957042	19611.828	0.9543133333333333	Low arginine supplementation with caffeine treatment.
F2	0.26161070945851167	39948.68	1.8723333333333332	High arginine supplementation without caffeine treatment.
F3	0.1842277807992457	16084.148	0.81258	Negative control with alanine supplementation and caffeine treatment.
F4	0.0	405.3720000000002	0.0	Media control
F5	0.2264133926605592	49615.78	2.0843999999999996	Low arginine supplementation without caffeine treatment.
F6	0.18385151858528084	13584.38	0.66408	Caffeine treatment without arginine supplementation.
F7	0.24754387082890966	35128.772000000004	1.73136	Baseline condition with no supplementation or treatment.
F8	0.18437999853065892	14071.828	0.6959866666666666	Low arginine supplementation with caffeine treatment.
F9	0.0	76.19600000000007	0.0	Media control
F10	0.18462198572922833	15848.252000000002	0.7888333333333334	High arginine supplementation with caffeine treatment.
F11	0.23788983532923735	51750.659999999996	2.1696666666666666	Baseline condition with no supplementation or treatment.
F12	0.23539725388143692	44909.448000000004	1.9976800000000001	Negative control with alanine supplementation without caffeine.
G2	0.25202331467014344	45491.948	2.0360733333333334	Baseline condition with no supplementation or treatment.
G3	0.1905308870467933	14404.7	0.7332533333333332	Low arginine supplementation with caffeine treatment.
G4	0.189601696029701	14855.752	0.75606	Negative control with alanine supplementation and caffeine treatment.
G5	0.23989474185001913	48368.68	2.0864	High arginine supplementation without caffeine treatment.
G6	0.23714734033720705	39634.588	1.8755000000000002	Low arginine supplementation without caffeine treatment.
G7	0.18767825056548934	13989.256	0.7128066666666667	High arginine supplementation with caffeine treatment.
G8	0.19863913847442496	15881.34	0.8378666666666668	Negative control with alanine supplementation and caffeine treatment.
G9	0.18867676854260104	16401.871999999996	0.8392733333333332	Negative control with alanine supplementation and caffeine treatment.
G10	0.0	688.648	0.0	Media control
G11	0.2304228690562883	32731.004000000004	1.6954733333333334	Negative control with alanine supplementation without caffeine.
G12	0.19039579804269988	15097.548	0.7739800000000001	Caffeine treatment without arginine supplementation.
H1	0.23425594866370486	37640.48	1.7774533333333333	Baseline condition with no supplementation or treatment.
H2	0.2441361377191185	43476.596000000005	1.9428333333333334	Low arginine supplementation without caffeine treatment.
H3	0.20395513195656326	10042.088000000002	0.5315533333333333	High arginine supplementation with caffeine treatment.
H4	0.2519093410304351	34662.588	1.7249733333333332	Low arginine supplementation without caffeine treatment.
H5	0.18586955052229231	18334.947999999997	0.9260933333333332	Low arginine supplementation with caffeine treatment.
H6	0.0	677.0	0.0	Media control
H7	0.17750790997856467	15579.168	0.7610666666666666	Negative control with alanine supplementation and caffeine treatment.
H8	0.24861157832235448	41925.012	1.9525466666666667	Negative control with alanine supplementation without caffeine.
H9	0.18431382319729006	17921.696	0.8964133333333333	Caffeine treatment without arginine supplementation.
H10	0.23470006089192808	33504.32	1.6858933333333332	Low arginine supplementation without caffeine treatment.
H11	0.0	11.816000000000031	0.0	Media control
H12	0.23944296818112185	42091.907999999996	1.8991599999999997	High arginine supplementation without caffeine treatment.
