2'-Deoxyguanosine-5'-Diphosphate [[M+H]]/Adenosine 5'-diphosphate (ADP) [[M+H]]	2'-Deoxyguanosine-5'-Monophosphate [[M+H]]	2'-Deoxyuridine [[M+Na]]	5'-Deoxy-5'-Methylthioadenosine [[M+H]]	ATP [[M+H]]	Acetyl coenzyme A (Acetyl-CoA) [[M+H]]	Ademetionine [[M+H]]	Adenine [[M+H]]	Adenosine phosphate [[M+H]]	Adenosine-3'-5'-Diphosphate [[M+H]]	Alpha-D-Glucose [[M+Na]]	Aminoadipate [[M+Na]]	Argininosuccinic acid [[M+H]]	Biotin [[M+H]]	Choline [[M+H]]	Cytidine [[M+H]]	D-(+)-Melibiose [[M+Na]]/Isomaltose [[M+Na]]	D-(+)-Turanose [[M+Na]]	D-Fructose [[M+Na]]/D-Galactose [[M+Na]]/Galactose [[M+Na]]	D-Glucose [[M+Na]]	D-Mannose [[M+Na]]	Glucosamine [[M+H]]	Glutamic Acid [[M-H2O+H]]	Glutathione [[M+H]]	Histidine [[M+H]]	Imidazoleacetic acid [[M+H]]	Inositol [[M+Na]]	L-Arginine [[M+H]]	L-Citrulline [[M+H]]	L-Glutamine [[M+H]]	L-Threonine [[M+NH4]]	L-Tryptophan [[M-H2O+H]]	L-Valine [[M+H]]	Maltose [[M+Na]]	N-(5-Amino-5-Carboxypentyl)Glutamic Acid [[M+H]]	N1-Acetylspermine [[M+Na]]	N2-Acetyl-L-ornithine [[M+H]]	Nicotinamide [[M+H]]	Palatinose [[M+Na]]	Pidolic Acid [[M+H]]	Sucrose [[M+Na]]	Thymine [[M+H]]	Trehalose [[M+Na]]	Xanthurenic acid [[M+H]]	d-Desthiobiotin [[M+H]]	gamma-Glutamylcysteine [[M+H]]	Experimental group	Well	Unnamed: 0	Summary_x	Treatment	Supplement	mu	AUC	MaxOD	Summary_y
5293.02003920327	3782.7296077182777	524.8527031401749	39.549340268019456	1228.5013820753545	2208.171498297753	1622.3468955777148	4280.392139424189	27065.755801336894	4971.681649525613	370.1456633597837	2409.2139779935187	3009.869583314064	482.0075845164871	1588.5651674321148	5883.788309456812	514.141423484253	514.141423484253	89.55060405730424	340.74316792257633	54.174923041999406	1647.0652332452269	2986.799134824386	22903.18773812785	1167.529482495491	184.5635879174241	360.26104262068685	57091.94451065284	844.5432036399988	304.0355533103996	55.20428745744383	20.5986147229268	1114.7970288047984	514.141423484253	783.5713040601355	30.50238783123392	565.2259879971114	704.4726235240965	514.141423484253	2834.369385874728	514.141423484253	187.03542168417533	514.141423484253	134.30296799348272	1773.128755349539	694.5852884570917	Growth with physiological level of arginine supplementation.	H10	79	Growth with physiological level of arginine supplementation.	None	PosLow	0.2472987147319172	61152.969351963926	2.2137214296426158	Growth with physiological level of arginine supplementation.
9955.24446494465	4150.69188191882	426.4206642066421	26.65129151291513	2014.640221402214	356.3376383763838	2183.4317343173434	9254.90774907749	30023.17343173432	9115.728782287824	166.81734317343174	2662.167896678967	2665.129151291513	1104.5479704797049	2440.073800738008	5994.566420664207	1139.0959409594095	1139.0959409594095	55.27675276752768	166.81734317343174	47.44424661516609	1960.3505535055351	4458.662361623617	28789.317343173432	1324.6678966789668	1023.6070110701108	166.81734317343174	32544.18819188192	2338.4040590405907	22.702952029520297	273.42250922509226	47.38007380073801	1070.0	1139.0959409594095	1197.3339483394834	26.65129151291513	871.5959409594096	1766.8819188191885	1139.0959409594095	4741.955719557196	1139.0959409594095	998.929889298893	1139.0959409594095	522.1678966789668	2285.1014760147605	709.7140221402215	Growth with physiological level of arginine supplementation.	H4	31	Growth with physiological level of arginine supplementation.	None	PosLow	0.233885054587976	56848.48589319844	2.107314546061751	Growth with physiological level of arginine supplementation.
1912.1491735059533	921.2278349323778	304.9533001965091	159.90590683158018	359.43451624089704	145.04739336492892	546.2272569645128	1350.002080684314	6909.208761992833	1785.8518090394175	495.2837822217085	11.320772165067623	3082.787770199977	26.886833892035604	5.660386082533812	79.08133869142205	12.382094555542713	174.43916983254388	192.4531268061496	495.2837822217085	67.21708473008901	643.8689168882211	1555.8986244364814	6121.0	149.2926829268293	183.96254768234888	495.2837822217085	74675.35094208762	481.132817015374	30.42457519361924	167.68893769506417	10814.875158941164	1277.1246098716913	91.5507478796334	1029.4827187608369	11.320772165067623	1577.1250722459831	1100.2375447925097	151.52060790841338	1367.6907871922322	146.10202811521634	178.3021615998151	151.8826624091891	99.0479117083902	99.0567564443417	133.01907293954457	Growth with supraphysiological level of arginine and lithium chloride treatment.	A6	40	Growth with supraphysiological level of arginine and lithium chloride treatment.	Yes	PosHigh	0.1135480292915289	8531.76919557861	0.2368317624861606	Growth with supraphysiological level of arginine and lithium chloride treatment.
5916.186195599151	7691.679956228823	627.9790307057443	343.049493071761	985.9129026091312	474.1737827789424	4433.418551991456	4268.2728249548445	50000.88117509789	5321.519822278475	337.37925351685584	3204.394128465768	7794.453048161478	868.2554318448497	1237.529782858047	6530.698407361995	1928.5902286121109	1928.5902286121109	206.25496380967448	337.37925351685584	93.55895265593482	1530.2558998800248	2493.487844269536	33783.99604806919	1422.521348336827	17.719498609078563	337.37925351685584	16974.5708875529	2766.3681228493456	70.87799443631425	43.94435655051484	2.83511977745257	1158.855209033738	1928.5902286121109	1493.3993427731414	27.64241783016256	149.55256826062308	2049.7915990982083	1928.5902286121109	2693.3637885799417	1891.0248915608645	36.14777716252027	1928.5902286121109	1.417559888726285	199.16716436604307	675.4672869780749	Growth with alanine supplementation as a negative control.	D6	43	Growth with alanine supplementation as a negative control.	None	NegHigh	0.20558547085529	57211.69377339531	2.0736900281187287	Growth with alanine supplementation as a negative control.
502.3866113129216	5144.674623767514	424.30306175402177	126.70160871821484	489.1271406331084	601.0960041515308	1764.9828749351325	2429.4296834457705	25499.435391800725	344.7462376751427	371.26517903476906	334.433316035288	5857.739491437467	10.312921639854697	11.786196159833938	13.9961079398028	358.00570835495586	358.00570835495586	181.2127659574468	371.26517903476906	63.35080435910741	2839.0	157.64037363777894	22236.132330046705	649.7140633108459	400.7306694343539	371.26517903476906	17923.85781006746	248.98339387649196	32.41203943954333	135.54125583809028	68941.88116242865	953.2086144265696	358.00570835495586	2560.551115723923	34.97595878096102	738.1105345096004	1558.7244421380385	358.00570835495586	260.7695900363259	358.00570835495586	377.158277114686	358.00570835495586	1.4732745199792423	2346.926310326933	583.4167099117799	Growth with alanine supplementation and lithium chloride treatment as a negative control.	C12	90	Growth with alanine supplementation and lithium chloride treatment as a negative control.	Yes	NegHigh	0.1052280357776051	6692.2664211554375	0.2138264758395163	Growth with alanine supplementation and lithium chloride treatment as a negative control.
10282.860606654433	8010.712338472323	1372.3219662567788	330.92067667331185	2192.2409131848794	710.4806129101551	4790.967067007842	5065.431460259199	45337.86982065671	9241.459317070963	24.3196297817657	2465.8367482297435	5370.295390737761	239.72206499169044	2082.802579166934	5457.151211386924	1597.2785417381117	1597.2785417381117	75.03273990049476	24.3196297817657	63.93757502893879	2319.050411332658	2864.5049650094024	30451.650719596622	705.2692636712053	449.91315096266544	24.3196297817657	39043.42849821185	1487.8402077201658	748.6971739957869	63.40474907388914	30.399537227207123	1124.7828774066636	1597.2785417381117	885.9293706214647	2.1713955162290803	627.0990250869584	2043.7174598748104	1597.2785417381117	3140.706474673741	1585.1187268472286	451.6502673756487	1597.2785417381117	27.793862607732223	1045.744080615925	1392.2988050060862	Baseline growth without any supplementation or treatment.	A8	56	Baseline growth without any supplementation or treatment.	None	None	0.2395270284746221	60902.14199132942	2.1977477909979246	Baseline growth without any supplementation or treatment.
2100.173112127908	764.633257455374	1363.4247527371256	88.98893597973785	478.4461457398309	541.554072938643	152.6331262482896	6077.440151866993	5339.224166262285	2100.173112127908	454.96412631701713	430.0144806802775	1188.777233279948	230.41731558636027	11.741009711406893	13.942449032295686	56.39257569744886	202.63975346548216	462.3022573866464	454.96412631701713	447.62599524738783	981.8419371164016	5036.893166193558	14558.852042144548	11.007196604443962	115.94247090014308	284.7194855016172	13841.182823534802	694.1871991869326	3.669065534814654	39.625907775998265	49175.75155001385	1137.4103157925429	101.803811473717	289.12236414339475	16.14388835318448	27.88489806459137	1065.4966313101756	100.49896866283346	5101.468719606295	105.25264117567215	115.94247090014308	97.62266078090752	99.98826804174742	3576.6050833373247	403.597208829612	Growth with alanine supplementation and lithium chloride treatment as a negative control.	D1	3	Growth with alanine supplementation and lithium chloride treatment as a negative control.	Yes	NegHigh	0.10356613602981	5908.782012605581	0.179479950076023	Growth with alanine supplementation and lithium chloride treatment as a negative control.
4742.685929013254	8653.430887976501	490.6584524110388	317.42386139065087	1479.2366873956476	736.5168854740748	3211.5825975995263	3804.937005166364	43514.03966540857	6381.6718799845885	155.17184441047627	2912.8307280553845	7435.602086431978	677.3783708761275	1700.188590912669	4679.408623311196	2463.665590858809	2463.665590858809	92.98712857581432	149.45314536452813	55.22577859340665	3147.267959017107	396.2611602981328	38096.05003127991	1418.0340474543127	81.94929754856672	159.9555126625561	15306.883982615833	2521.7562321590594	288.3785407405259	33.194652171571335	2.0746657607232084	1096.4608545422154	2437.7322688497698	854.7622934179618	42.53064809482577	681.5277023975739	1432.5567077793753	2463.665590858809	1567.4099822263838	2439.806934610493	114.10661683977644	2463.665590858809	814.3063110838592	1592.3059713550622	561.1970882756278	Growth with alanine supplementation as a negative control.	B4	25	Growth with alanine supplementation as a negative control.	None	NegHigh	0.2376897362482258	51692.05111281468	2.001994812733709	Growth with alanine supplementation as a negative control.
1549.828073682707	1012.2905897472511	301.02099100385544	23.221619306011707	840.2785948879051	386.834822527425	84.28587748107954	6023.0	6338.642010566899	1487.9037555333427	1554.128373554191	136.74953591318007	1161.941025274882	103.20719691560758	6.880479794373839	104.7988251765796	29.73931729420515	250.38723546685867	510.8756247322576	1547.247893759817	282.9597315436241	1321.0521205197772	2202.6135941739253	10305.238612023417	850.5993145794658	96.32671712123376	1526.6064543766956	9208.662144795087	646.7651006711409	60.204198200771096	32.68227902327574	64893.24518063686	1247.3291269245244	92.49896325258102	442.0708267885192	51.2609213158227	181.47265457661	911.6635727545336	168.36060233279468	2072.744538055119	167.9491999956137	122.12851635013564	170.9496254294824	66.31092971336653	1356.314579465943	559.8990432671711	Growth with alanine supplementation and lithium chloride treatment as a negative control.	H7	55	Growth with alanine supplementation and lithium chloride treatment as a negative control.	Yes	NegHigh	0.1064304051781681	7692.135635664525	0.2539394581402744	Growth with alanine supplementation and lithium chloride treatment as a negative control.
10752.796542553191	10184.590425531916	677.3962765957447	72.32978723404254	3975.356382978723	1826.3271276595744	3078.1888297872338	10756.273936170212	59213.05851063829	9368.09840425532	68.15691489361701	6455.433510638298	13513.15159574468	1215.6968085106382	2103.127659574468	2916.8377659574467	2781.914893617021	2781.914893617021	29.21010638297872	68.15691489361701	43.17055936840419	2720.7127659574467	3143.5638297872338	54624.28989361702	34.773936170212764	8.345744680851062	68.15691489361701	246903.29255319148	4345.351063829787	392.25	261.5	68.15691489361701	922.2047872340424	2781.914893617021	1119.7207446808509	68.15691489361701	5186.880319148936	1471.6329787234042	2781.914893617021	3777.840425531914	2729.058510638298	4.868351063829786	2781.914893617021	1046.0	1798.5079787234042	830.4015957446808	Growth with supraphysiological level of arginine supplementation.	B1	1	Growth with supraphysiological level of arginine supplementation.	None	PosHigh	0.2383006072696974	48391.30933396208	1.9587259027336372	Growth with supraphysiological level of arginine supplementation.
1810.2734375	1872.6640625	808.2421875	3.30859375	252.3984375	82.2421875	192.84375	2232.828125	13639.9140625	1606.0859375	831.875	7.5625	2268.75	19.8515625	7.5625	152.70384621838068	16.54296875	159.27312246491783	387.578125	831.875	236.328125	1267.6640625	1134.375	16921.09375	376.234375	121.0	823.3671875	62590.0859375	137.0703125	2.36328125	90.75	45459.1328125	1335.7265625	57.846181216680414	606.890625	27.4140625	1166.515625	190.953125	106.68474140921874	985.9609375	94.10773056568092	121.0	104.34280229688466	98.69903082235491	249.5625	704.2578125	Growth with alanine supplementation and lithium chloride treatment as a negative control.	G8	62	Growth with alanine supplementation and lithium chloride treatment as a negative control.	Yes	NegHigh	0.1289739359816635	6818.6857459175935	0.2227318043295429	Growth with alanine supplementation and lithium chloride treatment as a negative control.
422.2150259067358	984.481865284974	667.3056994818653	104.98325294058728	29.8639896373057	3.089378238341969	202.35940066897368	3857.603626943005	3426.1204663212434	422.2150259067358	997.869170984456	88.3446355012209	336.7422279792746	28.83419689119171	8.238341968911916	77.23265576502057	36.44680691453401	229.83334640024657	798.089378238342	997.869170984456	588.0116580310881	687.901554404145	2847.376943005181	4984.19689119171	702.3186528497409	107.09844559585493	840.3108808290156	18759.73445595855	291.43134715025906	194.63082901554404	76.20466321243524	26639.7085492228	1224.4235751295337	84.96379268810577	795.0	2.574481865284974	203.89896373057	162.70725388601036	141.04195462976503	2771.172279792746	133.88967662587	71.05569948186529	148.02574729542332	48.980303812492494	1682.681347150259	598.3095854922279	Growth with lithium chloride treatment without arginine supplementation.	A1	0	Growth with lithium chloride treatment without arginine supplementation.	Yes	None	0.276424546750213	11842.05131880942	0.3117711326933658	Growth with lithium chloride treatment without arginine supplementation.
1432.0608108108108	912.3851351351352	547.7263513513514	129.13052763037015	1.476351351351351	445.4581031792488	51.67229729729729	4465.9628378378375	3541.766891891892	1285.9020270270269	538.8682432432432	11.81081081081081	1929.591216216216	29.527027027027025	11.81081081081081	14.025337837837837	25.83614864864865	219.2410927114064	538.8682432432432	538.8682432432432	538.8682432432432	252.45608108108107	3795.699324324324	4688.891891891892	965.5337837837836	79.72297297297297	274.6013513513513	36821.67905405405	419.28378378378375	141.7297297297297	290.8412162162162	39403.81756756757	1203.2263513513512	79.61428077041683	221.45270270270268	292.31756756756755	943.3885135135134	1000.966216216216	176.29254717088887	3916.760135135135	157.22166766771574	104.82094594594594	173.76105446774883	1.476351351351351	1748.0	286.41216216216213	Growth with lithium chloride treatment without arginine supplementation.	G12	94	Growth with lithium chloride treatment without arginine supplementation.	Yes	None	0.1136345128241205	7170.290344145148	0.2343666427535606	Growth with lithium chloride treatment without arginine supplementation.
8130.918604651163	6086.581395348838	848.4069767441861	98.48837209302326	2528.337209302326	365.1104651162791	2775.261627906977	9070.779069767445	35002.063953488374	7198.796511627907	159.0746939993494	2208.25	3658.843023255814	59.093023255813954	1857.9127906976744	4393.28488372093	976.4418604651164	976.4418604651164	70.35660047635281	151.28832033466026	51.40975667410143	1561.0406976744189	612.0348837209302	22870.406976744187	970.813953488372	121.0	179.06020192417506	28124.761627906977	1079.1511627906978	709.8197674418604	66.12790697674419	106.93023255813954	719.6686046511628	976.4418604651164	875.843023255814	1.7587209302325582	847.0	352.44767441860466	972.9244186046512	2845.610465116279	944.0813953488372	125.22093023255816	949.0058139534884	120.29651162790698	1463.9593023255816	837.1511627906978	Baseline growth without any supplementation or treatment.	D4	27	Baseline growth without any supplementation or treatment.	None	None	0.2373282307907342	52536.34159069643	1.971830327271031	Baseline growth without any supplementation or treatment.
2331.0	2220.8571428571427	679.7142857142857	148.4056165767485	375.4285714285714	431.1428571428571	1542.0	1761.428571428571	14486.571428571428	2321.142857142857	30.0	75.42857142857143	3377.142857142857	94.26122291281408	72.85714285714285	273.5341548771964	91.94766740257496	216.7823962377749	30.0	30.0	30.0	564.8571428571428	1614.857142857143	10955.142857142857	24.85714285714285	354.0	19.71428571428571	48019.71428571428	470.57142857142856	87.42857142857142	98.57142857142856	5515.714285714285	731.1428571428571	154.41124614479335	508.2857142857143	13.869569707534248	1620.0	1158.0	212.49646937424552	1842.0	178.6677349495614	354.0	185.07670773815823	117.09495660908247	1817.142857142857	322.2857142857143	Growth with supraphysiological level of arginine and lithium chloride treatment.	B2	9	Growth with supraphysiological level of arginine and lithium chloride treatment.	Yes	PosHigh	0.0704878196427947	6777.014165785071	0.1869451130564828	Growth with supraphysiological level of arginine and lithium chloride treatment.
