2'-Deoxyguanosine-5'-Diphosphate [[M+H]]/Adenosine 5'-diphosphate (ADP) [[M+H]]	2'-Deoxyguanosine-5'-Monophosphate [[M+H]]	2'-Deoxyinosine [[M+H]]	3-Methylhistidine [[M+Na]]	5'-Deoxyadenosine [[M+H]]	5-Hydroxyindoleacetate [[M+H]]	ATP [[M+H]]	Acetyl coenzyme A (Acetyl-CoA) [[M+H]]	Ademetionine [[M+H]]	Adenine [[M+H]]	Adenosine [[M+H]]	Adenosine phosphate [[M+H]]	Adenosine-3'-5'-Diphosphate [[M+H]]	Alpha-D-Glucose [[M+Na]]	Aminoadipate [[M+Na]]	Argininosuccinic acid [[M+H]]	Asparagine [[M+NH4]]	Biotin [[M+H]]	Choline [[M+H]]	Cytidine [[M+H]]	Cytosine [[M+H]]	D-(+)-Melibiose [[M+K]]/Trehalose [[M+K]]	D-(+)-Turanose [[M+Na]]	D-Fructose [[M+Na]]/D-Mannose [[M+Na]]	D-Galactose [[M+Na]]/Galactose [[M+Na]]	D-Glucose [[M+Na]]	Glucosamine 6-Phosphate [[M+H]]	Glucosamine [[M+H]]	Glutamic Acid [[M-H2O+H]]	Glutathione [[M+H]]	Guanosine-5'-Diphosphate [[M+H]]	Histidine [[M+H]]	Imidazoleacetic acid [[M+H]]	Indole-3-Ethanol [[M+H]]	Inositol [[M+Na]]	Isomaltose [[M+Na]]	L-Arginine [[M+H]]	L-Citrulline [[M+H]]	L-Glutamine [[M+H]]	L-Lysine [[M+H]]	L-Phenylalanine [[M+H]]	L-Threonine [[M+Na]]	L-Tryptophan [[M+NH4]]	L-Tyrosine [[M+Na]]	L-Valine [[M+H]]	Maltose [[M+K]]	Methionine [[M+H]]	N-(5-Amino-5-Carboxypentyl)Glutamic Acid [[M+H]]	N2-Acetyl-L-ornithine [[M+H]]	Palatinose [[M+K]]	Pidolic Acid [[M+H]]	Sucrose [[M+K]]	Thymine [[M+H]]	d-Desthiobiotin [[M+K]]	gamma-Glutamylcysteine [[M+H]]	Experimental group	Well	Unnamed: 0	Summary_x	Treatment	Supplement	mu	AUC	MaxOD	Summary_y
6508.90899122807	6822.077850877193	1519.517543859649	264.9890350877193	233.48684210526315	12.044956140350877	126.00877192982456	677.297149122807	1344.4024122807016	5717.648026315789	495.6962719298245	52359.42434210526	5940.016447368421	161.2171052631579	5000.5098684210525	3526.392543859649	2353.399122807017	2483.114035087719	2231.09649122807	18418.591008771928	61.15131578947368	29016.29934210526	57731.47478070175	15.751096491228068	31.502192982456137	161.2171052631579	325.21381578947364	158.4375	4332.478070175438	35585.433114035084	647.6480263157894	1283.251096491228	844.9999999999999	2043.936403508772	161.2171052631579	52793.04276315789	27368.919956140347	1965.1809210526317	257.5767543859649	3.7061403508771926	68.56359649122807	554.9945175438596	562.406798245614	188.08662280701756	1498.2072368421052	21178.73903508772	471.6063596491228	2050.422149122807	846.8530701754386	30207.82346491228	4396.40899122807	29888.16885964912	858.8980263157894	141.75986842105263	39.84100877192982	Baseline growth without any supplementation or hyperosmotic stress.	A8	56	Baseline growth without any supplementation or hyperosmotic stress.	None	None	0.2445942856115917	45477.88891737472	2.0028024652771266	Baseline growth without any supplementation or hyperosmotic stress.
4735.451813471503	10573.57305699482	4174.072538860104	124.99896373056995	124.99896373056995	4.464248704663213	945.3046632124352	361.6041450777202	5712.00621761658	5498.838341968912	632.8072538860104	54170.30984455959	4222.063212435233	140.62383419689118	6011.110880829016	122.76683937823834	3260.017616580311	1574.7637305699482	2277.8829015544043	13464.17409326425	114.95440414507772	76494.90155440415	223507.0756476684	110.49015544041453	126.11502590673577	140.62383419689118	43.52642487046632	1893.957512953368	604.9056994818653	49497.35751295337	87.05284974093264	4.464248704663213	824.7699481865285	1962.037305699482	108.2580310880829	205605.43834196893	4352.642487046633	2190.8300518134715	43.52642487046632	421.8715025906736	2.2321243523316063	4.464248704663213	53.57098445595855	126.11502590673577	1077.0	57373.40829015544	1694.1823834196891	18701.85388601036	2.790155440414508	81412.27150259068	642.8518134715026	81674.54611398964	844.859067357513	937.4922279792746	468.7461139896373	Growth with physiological lysine supplementation without hyperosmotic stress.	E11	84	Growth with physiological lysine supplementation without hyperosmotic stress.	None	PosLow	0.2250270554213045	57318.9979885744	2.2215596511125604	Growth with physiological lysine supplementation without hyperosmotic stress.
1746.6218146333883	2574.681260892995	769.6977488214932	150.55626295629207	2.1145542550041023	3.3832868080065635	180.16816850310715	26.220472762050868	488.0391220549468	4247.716587452241	38.06197659007384	21044.043945800822	1547.8537146630028	841.5925934916327	661.4325709652832	98.11531743219034	2124.704115428122	29.60375957005743	112.49428636621823	2139.0830843621497	75.27813147814604	1034682.6923764813	3512672.9995834567	510.8763080089911	656.3576407532734	812.8346556235769	6.766573616013127	1218.8290725843644	6628.70467858686	21909.319546948504	149.593289363446	1002.2987168719444	1765.2298920774244	1156.238266636243	662.2783926672848	3219272.6759497235	3985.511859831732	5556.202760448779	14.378968934027895	3.3832868080065635	5.920751914011486	313.310019899622	450.8229671668746	19.45389914603774	916.0249032677772	748851.6271539608	1832.895628237556	1076.7310266480888	52.440945524101735	1108589.7468756826	5951.201495283545	1111021.4842689373	1758.4633184614113	116.72339487622644	136.1772940222642	Growth under hyperosmotic stress without any supplementation.	E7	52	Growth under hyperosmotic stress without any supplementation.	Yes	None	0.1985259744222036	7955.000780583457	0.4605299564183643	Growth under hyperosmotic stress without any supplementation.
4566.129993229519	5425.8341232227485	2010.351387948544	128.33581584292483	230.42112389979687	2.916723087339201	547.614759647935	83.85578876100203	1100.3337846987135	6176.890318212592	90.41841570751522	45726.19702098849	4249.665538253215	92.60595802301962	3886.533513879485	2501.090047393365	2456.610020311442	816.6824644549763	2336.2951929587	13026.08530805687	32.81313473256601	6577.939742721733	72890.3683141503	201.98307379823967	258.1299932295193	45.20920785375761	30.625592417061608	22.60460392687881	3984.243737305349	30920.910629654703	361.6736628300609	1609.301963439404	679.5964793500339	1479.5077860528097	43.02166553825321	67127.65267433987	26653.744752877454	7097.845633039945	8.750169262017602	14.583615436696004	1.4583615436696005	667.929587000677	826.1618144888287	155.31550440081244	1077.0	5139.995260663507	1526.9045362220716	632.9289099526065	325.2146242383209	6768.255924170616	3443.191604603927	6828.777928232904	778.7650643195666	481.9884901828029	388.6533513879485	Baseline growth without any supplementation or hyperosmotic stress.	E6	44	Baseline growth without any supplementation or hyperosmotic stress.	None	None	0.2379388839713302	44627.59596970686	1.9277379245132955	Baseline growth without any supplementation or hyperosmotic stress.
2863.029411764706	4493.035294117647	1304.3705882352942	111.59411764705882	7.31764705882353	159.15882352941176	177.4529411764706	117.08235294117648	834.2117647058824	6654.485294117648	128.9735294117647	33116.01176470589	2731.3117647058825	666.8205882352942	139.95000000000002	1945.579411764706	1989.485294117647	898.2411764705882	464.6705882352941	4546.088235294118	2.286764705882353	1419275.9411764706	4016711.352941177	1108.6235294117648	1177.226470588235	622.0	7.31764705882353	2942.608823529412	4736.34705882353	35646.08823529412	249.71470588235292	491.1970588235294	1630.9205882352942	1876.9764705882355	321.06176470588235	3695001.061764706	4975.085294117647	2639.8411764705884	61.28529411764706	3.658823529411765	4.573529411764706	195.7470588235294	778.414705882353	278.9852941176471	715.3000000000001	1052665.4823529413	1843.1323529411768	217.7	2.286764705882353	1507094.1088235294	5322.673529411765	1508550.3205882353	1617.2	302.7676470588235	90.55588235294118	Growth with valine supplementation under hyperosmotic stress.	G8	62	Growth with valine supplementation under hyperosmotic stress.	Yes	NegHigh	0.2296457848328275	7710.722195966193	0.4917696638886917	Growth with valine supplementation under hyperosmotic stress.
2243.6029684777127	2722.155402197336	1002.6812896982576	100.47529452554856	56.97052782376464	19.680727793664147	238.2403890811976	1074.1534064226169	964.3556618895432	4536.925670328893	38.3256278087144	18095.91129238488	2078.9063516781025	1398.3675011287685	457.8358781473449	704.3628894574537	2570.924546519706	112.90522786891538	20.71655557227805	2855.7771856385293	129.4784723267378	1153064.8382529812	3347053.7277906453	220.63131684476124	304.53336691248734	1398.3675011287685	21.752383350891957	1384.9017400067876	12497.262148976732	27764.32777796704	216.8327367313533	822.4472562194386	1970.1444349236424	2089.2646294642414	1398.3675011287685	3078160.0872569266	14395.934467176015	1749.5131180788812	2.5895694465347563	4.14331111445561	163.6607890209966	364.61137807209366	71.47211672435927	21.752383350891957	1205.7035343065825	860410.3443056381	2054.0464849913687	365.6472058507076	130.5143001053517	1218001.917522065	11505.97496484323	1219521.476873292	1862.4183459477968	191.628139043572	962.2840063323156	Growth with physiological lysine supplementation under hyperosmotic stress.	D8	59	Growth with physiological lysine supplementation under hyperosmotic stress.	Yes	PosLow	0.2130913094977615	5561.302515729346	0.3235989342490331	Growth with physiological lysine supplementation under hyperosmotic stress.
3178.888089610523	2097.607645668482	1756.284725790429	161.74630904668928	3.183982461549001	85.33072996951323	378.336191214486	26.74545267701161	3125.3971842565	3125.3971842565	328.58699003185694	17376.90268214983	3054.075977117802	122.26492652348163	5.731168430788203	138.82163532353647	3591.5322166272736	2.547185969239201	89.15150892337203	292.9263864625081	81.70885251071653	754458.6537868667	3934634.34590484	179.57661083136367	197.40691261603808	122.26492652348163	22.45306668891444	1729.5392731134175	103.16103175418765	30641.37361696297	108.25540369266604	70.04761415407803	858.4016716336107	4726.303565923337	77.68917206179563	3620249.191244476	6843.015106361114	16335.103620730995	3.183982461549001	1381.8483883122665	2.547185969239201	5.094371938478402	644.4380502175179	334.9549549549549	1344.914191758298	553000.4418867537	2291.193779330661	4409.178912753057	24.198266707772408	803525.0971123214	1333.4518548967217	807288.5643818723	915.7133559414928	119.71774055424244	5.731168430788203	Growth with supraphysiological lysine supplementation under hyperosmotic stress.	A7	48	Growth with supraphysiological lysine supplementation under hyperosmotic stress.	Yes	PosHigh	0.2308591940111296	7108.771894910719	0.4609658731152282	Growth with supraphysiological lysine supplementation under hyperosmotic stress.
2769.133424958908	2190.730485149797	1011.2267905728968	90.00857656028107	125.22932390995628	72.00686124822485	3.52207473496752	166.71153745512927	962.7004275577888	2492.0635458081297	86.87784346253217	15507.303716424773	2718.2590121204885	1178.7210113024637	83.74711036478325	330.2923418125097	1894.0935241380887	67.3107616016015	44.61294664292192	1640.504143220427	41.48221354517302	897586.6579075326	3006231.669284177	790.510107181599	922.7835805614902	1178.7210113024637	6.261466195497814	759.9854594785471	6393.739668877705	16549.05515470072	209.5611377591917	842.1672032944559	1076.1895023511868	1755.5585845626997	1027.6631393360788	2774115.204000701	3857.063176426653	3985.4232334343583	1.9567081860930668	39.91684699629856	1.5653665488744537	143.2310392220125	677.0210323882011	113.48907479339788	953.308228264542	663745.9413704713	886.7801499373778	175.32105347393878	39.13416372186133	953494.506883858	7213.209057213481	954659.1395962208	849.9940360388282	270.0257296808432	54.78782921060587	Growth under hyperosmotic stress without any supplementation.	H5	39	Growth under hyperosmotic stress without any supplementation.	Yes	None	0.2343780187999831	6519.7126537255535	0.4215605016456613	Growth under hyperosmotic stress without any supplementation.
2602.2442565034885	2880.9931327933537	673.9371565995475	139.3744381449326	377.5459463672858	21.17080073087584	3.96952513703922	136.72808805357312	531.0342516661357	3080.3515063424347	419.0054311319177	23232.30745204487	2486.686969180791	831.8360453839965	486.0463001130245	1158.2192233183323	2139.1329905155794	3.5284667884793066	91.74013650046196	5696.70962999984	265.51712583306784	1184164.0396140206	3528574.406716355	915.63713161038	920.4887734445392	696.872190724663	7.056933576958613	1019.7269018705196	3025.6602711210053	24681.625185412748	149.89129383639442	61.748168798387866	1614.2735557292826	2240.5764106843594	577.7864366134864	3238257.4520604606	2172.653425006133	5703.766563576799	2.205291742799566	3.5284667884793066	24.699267519355143	404.0094472808806	564.5546861566891	448.115282136872	682.7583235707458	939783.3119606412	920.929831793099	83.80108622638353	2.205291742799566	1256326.4781386051	3172.9737595400165	1257905.4670264495	995.0276343511644	198.47625685196095	142.02078823629208	Growth with valine supplementation under hyperosmotic stress.	F3	21	Growth with valine supplementation under hyperosmotic stress.	Yes	NegHigh	0.2121051178001505	11870.243315112157	0.711743129038683	Growth with valine supplementation under hyperosmotic stress.
5560.25035956664	5101.701317567811	1198.5428552843648	170.9262147570486	197.69779056236945	54.91605293399152	653.501029914499	957.5986730364772	2705.302057660757	5219.084380714218	621.9242994774539	43154.40729685388	5020.700139490175	84.43343138601195	4591.668475943366	4932.148004134113	1210.212516532838	1079.1004401529333	1985.901764225468	10515.7376861977	60.40765822739066	29103.44870303048	33850.255028512365	206.6216491641431	218.29131041261627	48.737996978917465	183.9687773288716	1356.4265074695904	2927.7120720434227	25022.499519373232	785.2995569560786	845.0207645217944	837.4698072433706	1854.1032371838885	84.12542604277492	31110.630437767868	28845.34325424072	1652.9731933131443	23.339322496946394	21.966421173596604	15.78836521852256	21.27997051192171	444.8200287653312	675.4674510880956	546.4147266932156	21005.390247251755	1022.811485895592	447.5658314120308	510.0328416244462	30767.40510693042	2758.158758609724	30870.372706181653	850.5123698151936	280.7583206250316	373.4291599511423	Growth with physiological lysine supplementation without hyperosmotic stress.	H10	79	Growth with physiological lysine supplementation without hyperosmotic stress.	None	PosLow	0.2520463186748741	48589.34162370543	2.023989257267944	Growth with physiological lysine supplementation without hyperosmotic stress.
3590.908905228758	3198.487336601307	3079.0	798.6785130718954	291.80065359477123	374.812908496732	642.7160947712418	1202.4199346405228	7483.680555555556	3194.7140522875816	85.52777777777777	25762.72753267974	3499.0923202614376	1177.264705882353	2266.486111111111	11790.255718954248	2143.225490196078	296.83169934640523	670.3868464052288	7687.437908496732	7.54656862745098	47.79493464052288	482.9803921568627	410.0302287581699	719.4395424836601	1184.811274509804	22.639705882352946	1905.5085784313728	2092.9150326797385	36309.05718954248	128.29166666666666	345.8843954248366	2002.3562091503268	2944.419526143791	1126.954248366013	418.8345588235294	8351.535947712418	4302.801879084967	35.217320261437905	133.32271241830065	27.670751633986928	5.031045751633987	406.25694444444446	13.206495098039214	1718.1021241830065	50.310457516339866	713.1507352941177	9654.57679738562	3.1444035947712417	50.310457516339866	1974.68545751634	50.310457516339866	1728.1642156862745	187.406454248366	70.43464052287581	Growth with supraphysiological lysine supplementation without hyperosmotic stress.	H12	95	Growth with supraphysiological lysine supplementation without hyperosmotic stress.	None	PosHigh	0.2100624334285105	22580.088953953265	1.284716111419915	Growth with supraphysiological lysine supplementation without hyperosmotic stress.
