Sample_ID	Well	Plate_ID	Group	Control	Flag	OD_Baseline	OD_Min	OD_Max	OD_Emp_AUC	Fold_Change	OD_Offset	MSE	dx_auc_lin	dx_auc_log	dx_k_lin	dx_k_log	dx_t_k	dx_gr	dx_dr	dx_td	dx_t_gr	dx_t_dr	dx_death_lin	dx_death_log	dx_lagC	dx_lagP	dx_t0	dx_tf	K_Error > 20%
5	A6	20241010_hplc_growth_experiment	1	0	0	0.15813333333333335	0.13853333333333331	1.8108333333333333	5.1640999999999995		0.15813333333333335	0.00028409946304391176	-0.35507848688605903	-0.5137069483755939	0.37888190924710496	0.3212729600805351	3.6666666666666665	0.7471796849285024	0.4039131343186386	0.9276847250287226	2.0	3.6666666666666665	0.0	0.0	2.739232780526123	1.8333333333333333	1.3333333333333333	3.8333333333333335	FALSE
5	A6	20241010_hplc_growth_experiment	1	0	0	0.15813333333333335	0.13853333333333331	1.8108333333333333	5.1640999999999995		0.15813333333333335	0.00028409946304391176	0.8133351762314813	0.660866187478454	0.7285536442032725	0.5472850150170097	5.833333333333333	0.41229966176688737	0.365135053488238	1.6811732941751671	4.333333333333333	5.833333333333333	0.0	0.0	3.884462222491522	3.8333333333333335	3.8333333333333335	6.0	FALSE
7	A8	20241010_hplc_growth_experiment	1	0	0	0.14793333333333336	0.14403333333333332	1.7758333333333334	5.140599999999999		0.14793333333333336	0.0005093041483612153	8.152588574204074	3.784691518869836	4.898848596804211	1.7747571787828007	3.5	3.5687372187991624	0.4715393211034121	0.19422757632829604	0.8333333333333334	3.5	0.0	0.0	0.5343764615648574	0.0	0.0	3.6666666666666665	FALSE
7	A8	20241010_hplc_growth_experiment	1	0	0	0.14793333333333336	0.14403333333333332	1.7758333333333334	5.140599999999999		0.14793333333333336	0.0005093041483612153	1.009896203052222	0.797685501493474	0.8488046360409656	0.6145392875695272	5.833333333333333	0.39686260371061777	0.28128035557827785	1.7465671345173424	4.166666666666667	5.833333333333333	0.0	0.0	3.720037490612297	3.6666666666666665	3.6666666666666665	6.0	FALSE
8	A9	20241010_hplc_growth_experiment	1	0	0	0.14623333333333333	0.12883333333333333	1.8047333333333333	5.054183333333333		0.14623333333333333	0.00023295766862134853	1.208339423627196	0.575390192159248	3.543320357813889	1.5136581010892003	1.0	3.924351683792601	-0.11758571541536159	0.17662718237578262	0.6666666666666666	1.0	0.0	0.0	0.479186792949019	0.0	0.0	1.1666666666666667	FALSE
8	A9	20241010_hplc_growth_experiment	1	0	0	0.14623333333333333	0.12883333333333333	1.8047333333333333	5.054183333333333		0.14623333333333333	0.00023295766862134853	-0.33442079700046223	-0.41640013830861106	0.18806509174734032	0.1723260104725941	3.0	0.605487643205196	0.4996227536102726	1.1447751053856636	2.5	3.0	0.0	0.0	2.6752261012697995	1.6666666666666667	1.1666666666666667	3.1666666666666665	FALSE
8	A9	20241010_hplc_growth_experiment	1	0	0	0.14623333333333333	0.12883333333333333	1.8047333333333333	5.054183333333333		0.14623333333333333	0.00023295766862134853	2.072011461128338	1.4560834452090463	1.4406325461256375	0.8922572459235973	5.833333333333333	0.536157184232067	0.3173653530343627	1.2928059176391222	3.5	5.833333333333333	0.0	0.0	3.1931209532073597	3.1666666666666665	3.1666666666666665	6.0	FALSE
9	A10	20241010_hplc_growth_experiment	1	0	0	0.12733333333333333	0.12733333333333333	1.862933333333333	5.111633333333334		0.12733333333333333	0.0008651647983985235	1.3410744302157684	0.8026732992454431	2.176905154100204	1.1559075009230149	1.0	1.6380706868873751	0.1207293725532298	0.42314851618341814	0.16666666666666666	1.0	0.0	0.0	0.008068453153013216	0.0	0.0	1.1666666666666667	FALSE
9	A10	20241010_hplc_growth_experiment	1	0	0	0.12733333333333333	0.12733333333333333	1.862933333333333	5.111633333333334		0.12733333333333333	0.0008651647983985235	0.4960074700456079	0.3729904774973964	0.9350328163465076	0.6601242856901373	3.0	0.7438830207135607	0.46442403344305905	0.9317959427210105	2.3333333333333335	3.0	0.0	0.0	2.0053264751413447	1.1666666666666667	1.1666666666666667	3.1666666666666665	FALSE
9	A10	20241010_hplc_growth_experiment	1	0	0	0.12733333333333333	0.12733333333333333	1.862933333333333	5.111633333333334		0.12733333333333333	0.0008651647983985235	0.5059449880953236	0.4137601276246069	0.688529374511571	0.5238579575009106	4.5	0.43816537866631106	0.27000777048955077	1.5819305091373228	3.6666666666666665	4.5	0.0	0.0	3.1813732619318484	3.1666666666666665	3.1666666666666665	4.666666666666667	FALSE
9	A10	20241010_hplc_growth_experiment	1	0	0	0.12733333333333333	0.12733333333333333	1.862933333333333	5.111633333333334		0.12733333333333333	0.0008651647983985235	0.21877385872325406	0.19636824878582054	0.3298897319838092	0.28509603051373045	5.833333333333333	0.28116461901435624	0.10808771866839102	2.4652717080471396	5.333333333333333	5.833333333333333	0.0	0.0	4.723861160087339	4.666666666666667	4.666666666666667	6.0	FALSE
10	A11	20241010_hplc_growth_experiment	1	0	0	0.14016666666666666	0.14016666666666666	1.9108666666666667	5.155083333333334		0.14016666666666666	0.0017029530469108997	2.069251963743441	0.9514461568771604	5.415282896935027	1.8586830963836456	1.3333333333333333	3.4578657582537264	0.4840130494451711	0.20045520243388365	1.0	1.3333333333333333	0.0	0.0	0.7129510599211744	0.0	0.0	1.5	FALSE
10	A11	20241010_hplc_growth_experiment	1	0	0	0.14016666666666666	0.14016666666666666	1.9108666666666667	5.155083333333334		0.14016666666666666	0.0017029530469108997	1.0819459727075245	0.46626412908148807	1.3676059724599399	0.8618793064110535	5.833333333333333	0.8070273104042733	0.3324738710012932	0.8588893729169081	2.1666666666666665	5.833333333333333	0.0	0.0	2.9837492153330567	2.0	1.5	6.0	FALSE
11	A12	20241010_hplc_growth_experiment	1	0	0	-0.001333333333333353	-0.02116666666666667	0.021766666666666684	-0.06091666666666663		0.022699999999999974	3.329969144703728e-05	-1.8731022608479417	-2.7624647181080797	0.0	0.0	0.0	0.8477603376196857	-1.4136725968836286	0.817621619933461	2.6666666666666665	0.16666666666666666	0.0	0.0	3.7045874729453763	0.0	0.0	3.6666666666666665	TRUE
11	A12	20241010_hplc_growth_experiment	1	0	0	-0.001333333333333353	-0.02116666666666667	0.021766666666666684	-0.06091666666666663		0.022699999999999974	3.329969144703728e-05	2.616716874252256	1.136371080393387	3.3967047722443873	1.4808553449479807	5.5	2.2433344628880554	-0.6311403100218161	0.3089807570056191	4.833333333333333	5.833333333333333	0.34031671837218713	0.0805624092039594	4.626705499709408	4.0	3.6666666666666665	6.0	TRUE
13	B2	20241010_hplc_growth_experiment	1	0	0	0.11279999999999997	0.11279999999999997	1.7022000000000002	5.1018222222222205		0.11279999999999997	6.60239178674019e-05	7.300674631533781	2.8997643577731673	8.91060082899206	2.293604975060272	1.1666666666666667	4.67114340990009	-4.140316962588387	0.14838918862796613	1.0	1.5	5.438390102375124	0.7957221189811252	0.6438403929672472	0.0	0.0	2.6666666666666665	FALSE
13	B2	20241010_hplc_growth_experiment	1	0	0	0.11279999999999997	0.11279999999999997	1.7022000000000002	5.1018222222222205		0.11279999999999997	6.60239178674019e-05	3.4878053434568206	2.2048943772279603	1.9993756254965795	1.0984041421726574	5.833333333333333	0.7086706179556793	0.15272911272762868	0.9780949894035188	3.0	5.833333333333333	0.0	0.0	2.7485557518711716	2.6666666666666665	2.6666666666666665	6.0	FALSE
14	B3	20241010_hplc_growth_experiment	1	0	0	0.12969999999999998	0.12969999999999998	1.7356	5.3543055555555545		0.12969999999999998	0.00041747094415496913	3.674923470957447	1.2871335233692616	8.85534932365115	2.2880143863134785	1.3333333333333333	4.26532540908537	-0.9664530849088955	0.16250745583994716	1.0	1.3333333333333333	0.0	0.0	0.6545737441909358	0.0	0.0	1.5	FALSE
14	B3	20241010_hplc_growth_experiment	1	0	0	0.12969999999999998	0.12969999999999998	1.7356	5.3543055555555545		0.12969999999999998	0.00041747094415496913	-0.6261287367371181	-0.8360394874593702	0.0	0.0	1.5	1.1094803004565519	-3.7919171569234686	0.624749425721858	2.0	1.5	0.0	0.0	2.7283768448563923	2.0	1.5	3.5	FALSE
14	B3	20241010_hplc_growth_experiment	1	0	0	0.12969999999999998	0.12969999999999998	1.7356	5.3543055555555545		0.12969999999999998	0.00041747094415496913	1.2758001227839275	0.9790723302457497	0.9730198098990048	0.679565267486274	5.833333333333333	0.5218873530092661	0.25488521111122303	1.3281547762427546	4.0	5.833333333333333	0.0	0.0	3.6058762658934262	3.5	3.5	6.0	FALSE
15	B4	20241010_hplc_growth_experiment	1	0	0	0.14066666666666666	-0.06136666666666666	1.4467	3.689605555555555		0.22306666666666664	0.05797075477189094	6.021015492225924	3.176287109626167	3.5465116539367587	1.5143602694570786	1.3333333333333333	2.3986830254057283	-1.7269839195501535	0.28896989440391024	0.8333333333333334	1.6666666666666667	0.48766288863096907	0.11346089139625648	0.5421832064744618	0.0	0.0	3.6666666666666665	FALSE
15	B4	20241010_hplc_growth_experiment	1	0	0	0.14066666666666666	-0.06136666666666666	1.4467	3.689605555555555		0.22306666666666664	0.05797075477189094	-0.5396246637763035	-1.9298196283728006	0.6826293125470073	0.5203576369664338	4.5	1.9583747037756414	-5.469507730984104	0.3539400193556395	5.833333333333333	5.0	1.5893776900695493	2.8928114583539424	7.044773522390894	3.6666666666666665	3.6666666666666665	6.0	FALSE
16	B5	20241010_hplc_growth_experiment	1	0	0	0.15793333333333334	0.13383333333333333	1.7355333333333334	5.228199999999998		0.15793333333333334	0.0003702428635977142	2.514283219678899	0.9462970371236418	7.072147799307061	2.0884195930059617	1.3333333333333333	4.059143917543148	-0.1435710535010956	0.17076191301427965	1.0	1.3333333333333333	0.0	0.0	0.7225776432834683	0.16666666666666666	0.0	1.5	FALSE
16	B5	20241010_hplc_growth_experiment	1	0	0	0.15793333333333334	0.13383333333333333	1.7355333333333334	5.228199999999998		0.15793333333333334	0.0003702428635977142	-0.7919465753192317	-1.0867892985848053	0.0	0.0	1.5	0.9708661453142241	-3.4572122376009085	0.7139472149743216	2.0	1.5	0.0	0.0	2.9902747177533993	2.0	1.5	3.6666666666666665	FALSE
16	B5	20241010_hplc_growth_experiment	1	0	0	0.15793333333333334	0.13383333333333333	1.7355333333333334	5.228199999999998		0.15793333333333334	0.0003702428635977142	1.0694707449474448	0.8384317705840567	0.8840321811782921	0.6334142573131134	5.833333333333333	0.4465012149793467	0.2950035318282598	1.5523970759900563	4.0	5.833333333333333	0.0	0.0	3.7136627971426854	3.6666666666666665	3.6666666666666665	6.0	FALSE
17	B6	20241010_hplc_growth_experiment	1	0	0	0.14563333333333334	0.12983333333333333	1.7038333333333333	5.432099999999999		0.14563333333333334	0.004038059507175073	4.980744603745771	1.6146443121957352	9.757682626478545	2.3756201622519626	1.6666666666666667	3.656054384044387	-1.334521947077389	0.1895888593957879	1.1666666666666667	1.6666666666666667	0.0	0.0	0.8202239227338752	0.0	0.0	1.8333333333333333	FALSE
17	B6	20241010_hplc_growth_experiment	1	0	0	0.14563333333333334	0.12983333333333333	1.7038333333333333	5.432099999999999		0.14563333333333334	0.004038059507175073	-0.042211847010175524	-0.3854858670013956	0.6276122337657022	0.4871140535620391	5.833333333333333	1.3294981462306812	0.2605461323115721	0.5213600203393419	2.5	5.833333333333333	0.0	0.0	3.0542114071082587	2.3333333333333335	1.8333333333333333	6.0	FALSE
18	B7	20241010_hplc_growth_experiment	1	0	0	-0.003266666666666654	-0.014233333333333318	0.012433333333333324	-0.03353333333333332		0.02126666666666667	1.03299396592231e-05	-0.4788432532001378	-0.548879751176503	0.04160481374159786	0.04076261394919781	0.16666666666666666	0.5569144154854387	-0.9097471453597525	1.2446206477807873	1.1666666666666667	0.5	0.29030092621612924	0.32670767917127275	1.7389297424860473	0.0	0.0	2.6666666666666665	TRUE
18	B7	20241010_hplc_growth_experiment	1	0	0	-0.003266666666666654	-0.014233333333333318	0.012433333333333324	-0.03353333333333332		0.02126666666666667	1.03299396592231e-05	0.1918656923493542	0.15850736490406458	0.21724643323516601	0.19659128589372754	4.833333333333333	0.6504609761816593	-0.665653893013984	1.0656245431184248	3.3333333333333335	5.333333333333333	0.3446822931508856	0.3329104005106506	3.379886461763244	2.8333333333333335	2.6666666666666665	6.0	TRUE
19	B8	20241010_hplc_growth_experiment	1	0	0	0.16113333333333335	0.15053333333333332	1.7125333333333332	5.237683333333333		0.16113333333333335	0.00033594786370902234	2.756342293511585	1.0817608859710197	6.365735590613496	1.9968389214531983	1.3333333333333333	4.134342757221285	-1.1746413172739174	0.16765595434709757	1.0	1.3333333333333333	0.0	0.0	0.6776960749123646	0.16666666666666666	0.0	1.5	FALSE
19	B8	20241010_hplc_growth_experiment	1	0	0	0.16113333333333335	0.15053333333333332	1.7125333333333332	5.237683333333333		0.16113333333333335	0.00033594786370902234	-0.5280540787436636	-0.7106406678860524	0.24248483693643874	0.21711327524129498	3.8333333333333335	0.6728955063576042	0.3975752990698354	1.0300963136341388	2.3333333333333335	3.8333333333333335	0.0	0.0	3.1498101233870477	2.0	1.5	4.0	FALSE
19	B8	20241010_hplc_growth_experiment	1	0	0	0.16113333333333335	0.15053333333333332	1.7125333333333332	5.237683333333333		0.16113333333333335	0.00033594786370902234	0.5757475297252997	0.48740951612680306	0.5761686057208182	0.45499696903877185	5.833333333333333	0.36962172352611317	0.2694631188416424	1.875287994297163	4.333333333333333	5.833333333333333	0.0	0.0	4.057153996690673	4.0	4.0	6.0	FALSE
21	B10	20241010_hplc_growth_experiment	1	0	0	0.13826666666666668	-0.022133333333333352	1.4432666666666667	4.037366666666666		0.20623333333333338	0.05962739495853487	2.323712845152194	1.2359198041184523	3.0190972731302708	1.3910573184909814	1.3333333333333333	1.6034168484805331	-0.5089051821370806	0.4322938113172513	0.6666666666666666	1.5	0.15409324558278437	0.039094594395868265	0.2688078359851687	0.0	0.0	1.6666666666666667	FALSE
21	B10	20241010_hplc_growth_experiment	1	0	0	0.13826666666666668	-0.022133333333333352	1.4432666666666667	4.037366666666666		0.20623333333333338	0.05962739495853487	-0.025307573371137815	-0.6508825793919186	0.9260402760376729	0.6554662249110104	4.333333333333333	0.7812599646326329	-2.5832123604169492	0.8872170749026921	4.0	5.0	1.6420672122445858	1.9143421160290781	3.371945782824859	1.6666666666666667	1.6666666666666667	6.0	FALSE
22	B11	20241010_hplc_growth_experiment	1	0	0	0.14646666666666666	-0.02403333333333335	1.3483666666666667	3.507483333333334		0.20020000000000004	0.05222714061446956	1.619870613600256	0.9049082647403555	2.6623496019313584	1.2981049091809405	1.3333333333333333	1.7962229137512113	-0.26302276763459054	0.38589151449604026	0.8333333333333334	1.3333333333333333	0.0	0.0	0.3642153924775209	0.0	0.0	1.5	FALSE
22	B11	20241010_hplc_growth_experiment	1	0	0	0.14646666666666666	-0.02403333333333335	1.3483666666666667	3.507483333333334		0.20020000000000004	0.05222714061446956	-0.2475294510750719	-0.29790497612505384	0.14291872957634144	0.1335852795518948	3.1666666666666665	0.7246508829486967	0.283054185696808	0.956525682739033	2.5	3.1666666666666665	0.0	0.0	2.821432346516679	1.5	1.5	3.3333333333333335	FALSE
22	B11	20241010_hplc_growth_experiment	1	0	0	0.14646666666666666	-0.02403333333333335	1.3483666666666667	3.507483333333334		0.20020000000000004	0.05222714061446956	-0.2245887411607393	-1.0137109642544557	0.7606790157985319	0.5656995390776511	4.333333333333333	1.1204043083871926	-3.36645953699552	0.6186580820612173	5.833333333333333	5.0	1.560101733591942	2.172255198164522	7.267240403361908	3.3333333333333335	3.3333333333333335	6.0	FALSE
25	C2	20241010_hplc_growth_experiment	1	0	0	0.17373333333333335	0.14196666666666666	1.7711	5.477149999999999		0.17373333333333335	0.00013884997524115213	2.800938544361707	1.0328251523960497	6.172988632975669	1.9703223924470525	1.5	4.0293049713143585	-1.7277034693801772	0.17202648732092393	1.1666666666666667	1.5	0.0	0.0	0.8122579627896616	0.3333333333333333	0.0	1.6666666666666667	FALSE
25	C2	20241010_hplc_growth_experiment	1	0	0	0.17373333333333335	0.14196666666666666	1.7711	5.477149999999999		0.17373333333333335	0.00013884997524115213	-0.39703528342134436	-0.5122519286877716	0.14768955983378906	0.13775084306451335	3.5	0.766464050909614	0.46343238965260036	0.9043440194453234	2.6666666666666665	3.5	0.0	0.0	3.077380210165632	2.0	1.6666666666666667	3.6666666666666665	FALSE
25	C2	20241010_hplc_growth_experiment	1	0	0	0.17373333333333335	0.14196666666666666	1.7711	5.477149999999999		0.17373333333333335	0.00013884997524115213	0.9951097428218317	0.7930445020690037	0.7849507409240666	0.5793908187298513	5.833333333333333	0.4489818518288565	0.19853118762180577	1.5438200402455464	4.166666666666667	5.833333333333333	0.0	0.0	3.7135286129251837	3.6666666666666665	3.6666666666666665	6.0	FALSE
26	C3	20241010_hplc_growth_experiment	1	0	0	0.1554333333333333	-0.03153333333333334	1.4815	3.8204333333333333		0.21303333333333327	0.053802571721683054	6.19890470636453	3.2310405391039385	3.673032097465115	1.5418081324011228	1.3333333333333333	2.505340060058194	-1.7903284324318869	0.2766679029368352	0.8333333333333334	1.6666666666666667	0.4550952254156613	0.10246201677956779	0.5443842413021149	0.0	0.0	3.6666666666666665	FALSE
26	C3	20241010_hplc_growth_experiment	1	0	0	0.1554333333333333	-0.03153333333333334	1.4815	3.8204333333333333		0.21303333333333327	0.053802571721683054	-0.5495336146953214	-2.0878628827179897	0.6847003136436698	0.5215876925818268	4.5	1.9202318992660647	-5.773490783819146	0.3609705582043889	5.833333333333333	5.0	1.6160564692427855	3.2004115097812655	7.228385575837645	3.6666666666666665	3.6666666666666665	6.0	FALSE
27	C4	20241010_hplc_growth_experiment	1	0	0	0.1670333333333333	0.16356666666666667	1.8013666666666666	5.546427777777778		0.1670333333333333	0.00016408441214872297	2.8957462779679313	1.1825259446824716	5.985436019253117	1.9438274129873843	1.5	3.570633614114581	-1.6361989274691422	0.19412442033255958	1.1666666666666667	1.5	0.0	0.0	0.773075638367824	0.0	0.0	1.6666666666666667	FALSE
27	C4	20241010_hplc_growth_experiment	1	0	0	0.1670333333333333	0.16356666666666667	1.8013666666666666	5.546427777777778		0.1670333333333333	0.00016408441214872297	-0.3315080827101903	-0.40840588682923973	0.01295223550150948	0.01286907262625947	3.0	0.976454129937151	0.45025969541667193	0.7098614868929475	2.1666666666666665	3.0	0.0	0.0	2.6460948446974744	2.0	1.6666666666666667	3.1666666666666665	FALSE
27	C4	20241010_hplc_growth_experiment	1	0	0	0.1670333333333333	0.16356666666666667	1.8013666666666666	5.546427777777778		0.1670333333333333	0.00016408441214872297	1.828489330618508	1.3272800986870212	1.2347454543408345	0.8041273309042549	5.833333333333333	0.47238852016303734	0.24683579981174553	1.4673243547932042	3.6666666666666665	5.833333333333333	0.0	0.0	3.22516580606302	3.1666666666666665	3.1666666666666665	6.0	FALSE
28	C5	20241010_hplc_growth_experiment	1	0	0	0.1904333333333333	0.15336666666666668	1.7158	5.348949999999999		0.1904333333333333	0.0002584532333745728	-0.05555242078504431	-0.060440620666752515	0.0	0.0	0.0	1.1610668805246076	-1.6318683081812053	0.5969916050372214	0.5	0.0	0.0	0.0	0.5092300720950399	0.3333333333333333	0.0	0.6666666666666666	FALSE
28	C5	20241010_hplc_growth_experiment	1	0	0	0.1904333333333333	0.15336666666666668	1.7158	5.348949999999999		0.1904333333333333	0.0002584532333745728	1.8939319206744578	0.8557741013415827	4.440179061780776	1.6938119760946642	1.5	3.6727665579845947	-1.4252702992664483	0.18872617402079184	1.1666666666666667	1.5	0.0	0.0	0.8723890494045007	0.6666666666666666	0.6666666666666666	1.6666666666666667	FALSE
28	C5	20241010_hplc_growth_experiment	1	0	0	0.1904333333333333	0.15336666666666668	1.7158	5.348949999999999		0.1904333333333333	0.0002584532333745728	-0.41561306932359937	-0.5276706283277202	0.0	0.0	1.6666666666666667	0.9442964996703963	-3.6343626639251716	0.7340355288851395	2.1666666666666665	1.6666666666666667	0.0	0.0	2.768726105705575	2.0	1.6666666666666667	3.0	FALSE
28	C5	20241010_hplc_growth_experiment	1	0	0	0.1904333333333333	0.15336666666666668	1.7158	5.348949999999999		0.1904333333333333	0.0002584532333745728	0.28617058306194454	0.24406910271124294	0.528998214016219	0.4246127588731359	4.0	0.4771112441813042	0.4187182501055404	1.45279992666982	3.3333333333333335	4.0	0.0	0.0	3.049454898768524	3.0	3.0	4.166666666666667	FALSE
28	C5	20241010_hplc_growth_experiment	1	0	0	0.1904333333333333	0.15336666666666668	1.7158	5.348949999999999		0.1904333333333333	0.0002584532333745728	0.4506420426950801	0.38993512914291195	0.4773764849292135	0.39026786946302994	5.833333333333333	0.3217357756798649	0.24967131646872634	2.154398835800107	4.166666666666667	5.833333333333333	0.0	0.0	4.166666666666667	4.166666666666667	4.166666666666667	6.0	FALSE
31	C8	20241010_hplc_growth_experiment	1	0	0	0.14103333333333334	-0.023700000000000013	1.467833333333333	3.715016666666666		0.1892666666666667	0.038214699634823414	2.2359496112281296	0.9839856828134684	5.038254791456135	1.7981150283830973	1.3333333333333333	3.319206138461634	-0.7089927564742743	0.20882920543199557	1.0	1.3333333333333333	0.0	0.0	0.6320420114892151	0.0	0.0	1.5	FALSE
31	C8	20241010_hplc_growth_experiment	1	0	0	0.14103333333333334	-0.023700000000000013	1.467833333333333	3.715016666666666		0.1892666666666667	0.038214699634823414	-0.4557114804447544	-0.6181182809196515	0.2961503238603034	0.2593985818366398	4.0	0.5889091030675436	0.3256273008669444	1.1770019803556107	2.1666666666666665	4.0	0.0	0.0	3.198831517982641	1.8333333333333333	1.5	4.166666666666667	FALSE
31	C8	20241010_hplc_growth_experiment	1	0	0	0.14103333333333334	-0.023700000000000013	1.467833333333333	3.715016666666666		0.1892666666666667	0.038214699634823414	0.16951211666728644	0.1425958397912382	0.562393131528538	0.44621870446758294	4.666666666666667	1.6638574664460826	-4.133669346034091	0.4165904799769138	4.5	4.833333333333333	0.2982121977937642	0.21179427520949923	4.397002606690753	4.166666666666667	4.166666666666667	5.0	FALSE
31	C8	20241010_hplc_growth_experiment	1	0	0	0.14103333333333334	-0.023700000000000013	1.467833333333333	3.715016666666666		0.1892666666666667	0.038214699634823414	-0.6758246846174547	-1.4637628100480957	0.0	0.0	5.0	3.8252929186675986	-9.522852796631783	0.18120107277990566	5.5	5.0	0.0	0.0	6.050565247396345	5.333333333333333	5.0	6.0	FALSE
32	C9	20241010_hplc_growth_experiment	1	0	0	0.15333333333333332	0.15333333333333332	1.7638	5.477766666666666		0.15333333333333332	0.0005385866980569106	3.7944614225741873	1.4600206429444949	7.05662258246719	2.086494434265724	1.3333333333333333	3.3169828722108154	-1.7386625610636024	0.20896917688874075	1.0	1.5	0.6015651768283359	0.07760178579176724	0.6408727169360964	0.0	0.0	1.6666666666666667	FALSE
32	C9	20241010_hplc_growth_experiment	1	0	0	0.15333333333333332	0.15333333333333332	1.7638	5.477766666666666		0.15333333333333332	0.0005385866980569106	1.490838853633845	0.8654629355652259	1.2470932094028524	0.8096374740530645	5.833333333333333	0.9675041644905121	0.3141648272711294	0.7164281105962543	2.3333333333333335	5.833333333333333	0.0	0.0	2.8006026069747687	2.1666666666666665	1.6666666666666667	6.0	FALSE
