Sample_ID	Well	Plate_ID	Group	Control	Flag	OD_Baseline	OD_Min	OD_Max	OD_Emp_AUC	Fold_Change	OD_Offset	auc_lin	auc_log	k_lin	k_log	death_lin	death_log	gr	dr	td	lagC	lagP	t_k	t_gr	t_dr	diauxie	MSE	K_Error > 20%
12	B1	20241010_hplc_growth_experiment	1	0	0	-0.010600000000000012	-0.01273333333333332	0.008200000000000013	0.011188888888888885		0.006899999999999977	0.037862850960478436	6.073988594654722	0.01115004745357356	1.2316164143793975	0.005790084188674053	0.28087730161944924	0.9551043579789963	-0.26710818276978604	0.7257292616972734	-0.621688237826161	0.0	1.1666666666666667	0.0	1.8333333333333333	0.0	1.2373176541255723e-05	TRUE
13	B2	20241010_hplc_growth_experiment	1	0	0	0.11279999999999997	0.11279999999999997	1.7022000000000002	5.1018222222222205		0.11279999999999997	4.405223694934143	10.78463969013921	1.5834738718881105	2.7105435774270994	0.0	0.0	4.67114340990009	0.334490530684366	0.14838918862796613	0.6439349569942551	0.0	6.0	1.0	6.0	1.0	6.60239178674019e-05	FALSE
14	B3	20241010_hplc_growth_experiment	1	0	0	0.12969999999999998	0.12969999999999998	1.7356	5.3543055555555545		0.12969999999999998	4.551304329137358	10.287795402556192	1.5883778079121993	2.5833801429323078	0.0	0.0	4.26532540908537	-0.2654608677721561	0.16250745583994716	0.6556853775995747	0.0	6.0	1.0	6.0	1.0	0.00041747094415496913	FALSE
15	B4	20241010_hplc_growth_experiment	1	0	0	0.14066666666666666	-0.06136666666666666	1.4467	3.689605555555555		0.22306666666666664	2.4575907039323233	4.404486084683341	1.34376895597801	1.9468718145175394	1.4451588501732753	2.5852680872915377	2.3986830254057283	-5.469507730984104	0.28896989440391024	0.549473013352334	0.0	4.5	0.8333333333333334	5.0	1.0	0.05797075477189094	FALSE
16	B5	20241010_hplc_growth_experiment	1	0	0	0.15793333333333334	0.13383333333333333	1.7355333333333334	5.228199999999998		0.15793333333333334	4.252394178154477	8.937493636119182	1.5638857650722175	2.3885455094894583	0.0	0.0	4.059143917543148	-0.16683441623619352	0.17076191301427965	0.723702959101902	0.16666666666666666	6.0	1.0	6.0	1.0	0.0003702428635977142	FALSE
17	B6	20241010_hplc_growth_experiment	1	0	0	0.14563333333333334	0.12983333333333333	1.7038333333333333	5.432099999999999		0.14563333333333334	4.532390900090382	9.647267509696123	1.5212003719768201	2.435000957080879	0.0	0.0	3.656054384044387	-0.19343173818694379	0.1895888593957879	0.8284377475922186	0.0	6.0	1.1666666666666667	6.0	1.0	0.004038059507175073	FALSE
18	B7	20241010_hplc_growth_experiment	1	0	0	-0.003266666666666654	-0.014233333333333318	0.012433333333333324	-0.03353333333333332		0.02126666666666667	-0.038067858916595636	-0.744491994108788	0.0010496320123823295	0.21160075407834056	0.010370484926322258	0.501934205603315	0.6504609761816593	-0.9097471453597525	1.0656245431184248	3.7310062525594043	0.0	0.16666666666666666	3.3333333333333335	0.5	1.0	1.03299396592231e-05	TRUE
19	B8	20241010_hplc_growth_experiment	1	0	0	0.16113333333333335	0.15053333333333332	1.7125333333333332	5.237683333333333		0.16113333333333335	4.244612531989197	8.981958460452303	1.5374657898713944	2.354744938560188	0.0	0.0	4.134342757221285	0.010917107637056412	0.16765595434709757	0.6791842399852708	0.16666666666666666	6.0	1.0	6.0	1.0	0.00033594786370902234	FALSE
20	B9	20241010_hplc_growth_experiment	1	0	0	0.18413333333333334	0.18413333333333334	1.8290333333333333	5.710733333333333		0.18413333333333334	4.566216750746429	8.941265809533165	1.6189584723395583	2.2813614164896165	0.0	0.0	3.305830221496121	-0.041685273214204815	0.2096741617439287	0.5342064799383353	0.0	6.0	0.8333333333333334	6.0	0.0	0.0007428398798873698	FALSE
21	B10	20241010_hplc_growth_experiment	1	0	0	0.13826666666666668	-0.022133333333333352	1.4432666666666667	4.037366666666666		0.20623333333333338	2.740837426290201	6.175756114194375	1.2017213177412895	1.9261592145776687	1.1753964053601933	1.774513687932008	1.6034168484805331	-2.5832123604169492	0.4322938113172513	0.2466894405620229	0.0	4.333333333333333	0.6666666666666666	5.0	1.0	0.05962739495853487	FALSE
22	B11	20241010_hplc_growth_experiment	1	0	0	0.14646666666666666	-0.02403333333333335	1.3483666666666667	3.507483333333334		0.20020000000000004	2.2798684896072134	5.11418215601468	1.1290802196876748	1.8850567512820742	1.1364377260849763	1.979129966231745	1.7962229137512113	-3.36645953699552	0.38589151449604026	0.3945519052319784	0.0	4.333333333333333	0.8333333333333334	5.0	1.0	0.05222714061446956	FALSE
23	B12	20241010_hplc_growth_experiment	1	0	0	0.04856666666666665	-0.0029000000000000137	0.04856666666666665	0.04058333333333334		0.05446666666666666	-0.043969512352105326	-9.75793992512827	0.0	-1.074340902914144	0.0	0.0	-0.016552028464049587	-0.42661779839022984	-41.87687219517753	-91.4523313773465	1.3333333333333333	0.0	2.6666666666666665	0.0	0.0	4.519279425287069e-05	FALSE
24	C1	20241010_hplc_growth_experiment	1	0	0	0.014433333333333326	-0.009799999999999977	0.014433333333333326	-0.02473333333333334		0.02799999999999994	-0.0647776358290492	-7.058572145952265	0.0	-0.3476806332559608	0.0	0.0	0.7207095222385856	-2.4956800597775954	0.9617566566998735	3.1244107796655634	0.8333333333333334	0.0	1.3333333333333333	0.0	0.0	4.408472624637459e-06	FALSE
25	C2	20241010_hplc_growth_experiment	1	0	0	0.17373333333333335	0.14196666666666666	1.7711	5.477149999999999		0.17373333333333335	4.405820037946427	8.65191277712992	1.586478116439051	2.315552028912549	0.0	0.0	4.0293049713143585	0.21341928674282104	0.17202648732092393	0.8125488861961103	0.3333333333333333	6.0	1.1666666666666667	6.0	1.0	0.00013884997524115213	FALSE
26	C3	20241010_hplc_growth_experiment	1	0	0	0.1554333333333333	-0.03153333333333334	1.4815	3.8204333333333333		0.21303333333333327	2.510398349231337	4.532308205552784	1.3893182370211723	2.019204651651999	1.5150910925484773	2.8858936683947944	2.505340060058194	-5.773490783819146	0.2766679029368352	0.5401236169206678	0.0	4.5	0.8333333333333334	5.0	1.0	0.053802571721683054	FALSE
27	C4	20241010_hplc_growth_experiment	1	0	0	0.1670333333333333	0.16356666666666667	1.8013666666666666	5.546427777777778		0.1670333333333333	4.517024008036482	9.055470764107636	1.6245264634117627	2.3723310688098938	0.0	0.0	3.570633614114581	-0.009482532895175772	0.19412442033255958	0.7740307023400428	0.0	6.0	1.1666666666666667	6.0	1.0	0.00016408441214872297	FALSE
28	C5	20241010_hplc_growth_experiment	1	0	0	0.1904333333333333	0.15336666666666668	1.7158	5.348949999999999		0.1904333333333333	4.180445864201612	8.072874751300466	1.5141690141818507	2.190756138540098	0.0	0.0	3.6727665579845947	-0.05002644616939617	0.18872617402079184	0.823744782657837	0.3333333333333333	6.0	1.1666666666666667	6.0	1.0	0.0002584532333745728	FALSE
29	C6	20241010_hplc_growth_experiment	1	0	0	0.1980333333333333	0.19213333333333332	1.7348	5.3107999999999995		0.1980333333333333	3.8566176548469095	7.666613189636153	1.5068550846303768	2.157420335760466	0.0	0.0	0.4471166171686098	0.15962217995390368	1.5502603883285246	-0.08521954068161375	0.0	6.0	0.6666666666666666	6.0	0.0	0.04381269482325747	FALSE
30	C7	20241010_hplc_growth_experiment	1	0	0	-0.00016666666666667607	-0.02250000000000002	-0.00016666666666667607	-0.0913666666666667		0.03026666666666669	1.3742471414596629e-08	-4.329795891182353	6.675791272212073e-09	-0.7021287669102995	0.0	0.0	1.5026751418403767e-07	1.5026751418403767e-07	4612754.688355492	4672531.33405443	0.0	6.0	6.0	6.0	0.0	2.3404465354403874e-05	TRUE
31	C8	20241010_hplc_growth_experiment	1	0	0	0.14103333333333334	-0.023700000000000013	1.467833333333333	3.715016666666666		0.1892666666666667	2.6190399651903555	5.091956242370987	1.5135006760281062	2.1933954777355766	1.5747983562542478	2.6317806277146674	3.8252929186675986	-9.522852796631783	0.18120107277990566	5.843558266395175	0.0	4.666666666666667	5.5	5.0	1.0	0.038214699634823414	FALSE
32	C9	20241010_hplc_growth_experiment	1	0	0	0.15333333333333332	0.15333333333333332	1.7638	5.477766666666666		0.15333333333333332	4.528123694431383	9.581273689472983	1.5887528193077767	2.4299161510185057	0.0	0.0	3.3169828722108154	0.07082774441652136	0.20896917688874075	0.6419302703247897	0.0	6.0	1.0	6.0	1.0	0.0005385866980569106	FALSE
33	C10	20241010_hplc_growth_experiment	1	0	0	0.17536666666666664	-0.021333333333333343	1.4723666666666666	3.9203666666666663		0.21430000000000007	2.186807951862953	5.014133845354596	1.0920424345882285	1.8181800948100293	1.1138656468605048	1.85594084767632	1.6172143898002513	-2.980055270147319	0.4286056226877617	0.5973454016053248	0.0	4.333333333333333	1.0	5.0	1.0	0.0776642498108111	FALSE
34	C11	20241010_hplc_growth_experiment	1	0	0	0.14696666666666666	0.14696666666666666	1.8223666666666667	5.336783333333333		0.14696666666666666	4.433771882916605	9.55087719297107	1.6616415893726701	2.5093488741997803	0.0	0.0	3.8890258791921997	0.07717917648739571	0.17823156803058374	0.7372998867337976	0.0	6.0	1.0	6.0	1.0	0.00021982849215560353	FALSE
35	C12	20241010_hplc_growth_experiment	1	0	0	-0.03363333333333335	-0.03363333333333335	0.013399999999999995	-0.01084999999999999		0.012933333333333324	0.17863761417095853	7.492247352554428	0.03628965994501575	1.38729290080635	0.001083842011022143	0.021151774700791215	2.3636658469208642	-0.2096023164944517	0.29325091846755946	-0.07646278398227252	0.0	5.833333333333333	0.0	6.0	1.0	2.3652925321462516e-05	TRUE
36	D1	20241010_hplc_growth_experiment	1	0	0	-0.017733333333333337	-0.017733333333333337	0.009066666666666641	0.015077777777777773		0.004100000000000008	0.1250099919436759	10.700054175196346	0.025879217891388168	1.9850230249109249	9.387277682300355e-05	0.0031503235981977795	4.843681418432152	-0.031864266619541115	0.1431033795745199	0.0022735549609890493	0.0	5.5	0.16666666666666666	6.0	0.0	7.901974316761717e-07	FALSE
37	D2	20241010_hplc_growth_experiment	1	0	0	0.14326666666666665	0.14326666666666665	1.8809	5.66556111111111		0.14326666666666665	4.756943239719643	10.09220493837618	1.6860162958055513	2.546704670099283	0.0	0.0	2.68865725289435	-0.2044866810447832	0.25780421800278547	0.5342100255074356	0.0	6.0	1.0	6.0	1.0	0.002600787250658913	FALSE
38	D3	20241010_hplc_growth_experiment	1	0	0	0.14126666666666665	0.14126666666666665	1.8206	5.453627777777777		0.14126666666666665	4.561056573148309	9.974098720106806	1.6479694787797556	2.5397568800959966	0.0	0.0	3.9760754391369133	-0.08083635330405431	0.17432948422890254	0.6480974343360837	0.0	6.0	1.0	6.0	1.0	0.0006601211439606819	FALSE
39	D4	20241010_hplc_growth_experiment	1	0	0	0.1338666666666667	0.1338666666666667	1.8238333333333328	5.627638888888889		0.1338666666666667	4.788882512941489	10.44024868947816	1.6798931732009392	2.6057205752068198	0.017058320311268194	0.009455081476457572	3.8596292603941396	-0.43551071727252133	0.17958905734100536	0.6418112455763272	0.0	5.833333333333333	1.0	6.0	1.0	0.0012984284063698246	FALSE
40	D5	20241010_hplc_growth_experiment	1	0	0	0.14016666666666666	0.14016666666666666	1.8107666666666669	5.563011111111111		0.14016666666666666	4.664831819274349	10.236961212210947	1.6396355793413333	2.5433236131299637	0.0	0.0	3.984151364029321	-0.12229262331007436	0.1739761161731917	0.6600389969317078	0.0	6.0	1.0	6.0	1.0	0.0005992312226133127	FALSE
41	D6	20241010_hplc_growth_experiment	1	0	0	0.1654666666666667	-0.06176666666666665	1.495866666666667	3.8434777777777778		0.25133333333333335	2.6121799833587516	3.6269738613406286	1.5784491089876136	1.98603737841144	1.7411588631408919	3.010708052802327	4.1278770325653795	-8.256147666854984	0.1679185632448868	6.248649133890924	0.0	4.666666666666667	5.833333333333333	5.166666666666667	1.0	0.04167707226947459	FALSE
42	D7	20241010_hplc_growth_experiment	1	0	0	-0.003333333333333327	-0.003333333333333327	0.015966666666666657	0.04639444444444445		0.008633333333333326	0.016403710379568046	4.873619383008431	0.005377788330419568	0.9269234615416297	0.0	0.0	0.051084825369742286	0.04098886685856185	13.56855339218794	-12.603725915016106	0.0	6.0	0.0	6.0	0.0	1.3374947662906512e-05	TRUE
43	D8	20241010_hplc_growth_experiment	1	0	0	0.15206666666666668	0.15206666666666668	1.7513666666666667	5.348244444444443		0.15206666666666668	4.402404960570498	9.442667819068397	1.5868021581696616	2.4368081389022596	0.0	0.0	4.496235291904172	-0.2657191391130535	0.1541616787288716	0.6533652697602467	0.0	6.0	1.0	6.0	1.0	0.0002799677456169102	FALSE
44	D9	20241010_hplc_growth_experiment	1	0	0	0.15886666666666666	-0.018766666666666668	1.5223666666666666	4.07126111111111		0.2076	2.61144167539581	5.597451704698922	1.2984193634777657	1.9842278343821638	1.32109127975114	2.0787684570886245	1.770809188982473	-3.58336439124756	0.3914296271289599	0.307170087383171	0.0	4.333333333333333	0.6666666666666666	5.0	1.0	0.07011143535944282	FALSE
45	D10	20241010_hplc_growth_experiment	1	0	0	0.14883333333333332	0.14883333333333332	1.8138	5.360077777777777		0.14883333333333332	4.426284393864798	9.557974258371663	1.639347957854281	2.4866766745204902	0.0	0.0	4.586833171176139	0.0006518079852836114	0.15111671924667167	0.6851755293831328	0.0	6.0	1.0	6.0	1.0	0.00047112952312152037	FALSE
46	D11	20241010_hplc_growth_experiment	1	0	0	0.14803333333333335	0.14803333333333335	1.7984	5.283927777777778		0.14803333333333335	4.362603422000459	9.467012830840705	1.622946920635557	2.4815193150715746	0.0	0.0	4.38208139579112	-0.18641629861442197	0.15817761423274698	0.6504039834370985	0.0	6.0	1.0	6.0	1.0	0.0004581081096700175	FALSE
47	D12	20241010_hplc_growth_experiment	1	0	0	0.009733333333333344	-0.016233333333333322	0.015600000000000003	-0.045338888888888845		0.03583333333333333	-0.08691186343832023	-4.259458162075905	0.0	-0.10009160122204135	0.0	0.0	0.107016293207367	-0.5070291351454691	6.477024757499534	11.060143554857426	2.1666666666666665	0.0	3.6666666666666665	0.0	0.0	1.4032676997937792e-05	TRUE
48	E1	20241010_hplc_growth_experiment	1	0	0	0.015700000000000006	-0.009666666666666657	0.02233333333333332	-0.017444444444444433		0.03199999999999997	-0.10233559410067856	-5.794020608867128	0.0	-0.07648340337571484	0.0	0.0	0.1872531651958686	-0.8920848896896949	3.7016580191576827	10.598624388774217	1.3333333333333333	0.0	4.666666666666667	0.0	0.0	1.2705386156326489e-05	TRUE
49	E2	20241010_hplc_growth_experiment	1	0	0	0.1456	0.14083333333333334	1.7681666666666669	5.414305555555556		0.1456	4.514109118166762	9.717393687509206	1.589813595372462	2.476791696562996	0.0	0.0	3.780055795693123	-0.1414952974996737	0.18336956331430226	0.6315177054079756	0.0	6.0	1.0	6.0	1.0	0.001116512861732065	FALSE
50	E3	20241010_hplc_growth_experiment	1	0	0	0.1502	0.1472333333333333	1.8148666666666664	5.521455555555555		0.1502	4.583919124163033	9.592262530198713	1.6471667635135936	2.482509766447281	0.0	0.0	3.8704214838958033	-0.10193652547344755	0.17908829398658993	0.8343714622638484	0.0	6.0	1.1666666666666667	6.0	1.0	0.0003531673524803456	FALSE
51	E4	20241010_hplc_growth_experiment	1	0	0	0.13926666666666665	-0.025300000000000003	1.4593666666666665	3.6909388888888888		0.18816666666666665	2.665298738775572	4.767023715304952	1.521274453181316	2.2070591595073377	1.6573143710415894	3.4755556553155427	3.022157500990416	-10.123884052287595	0.22935508170331573	0.6067316027683423	0.0	4.666666666666667	1.0	5.166666666666667	1.0	0.031198724979688505	FALSE
52	E5	20241010_hplc_growth_experiment	1	0	0	0.1655333333333333	0.1655333333333333	1.8075666666666668	5.368444444444443		0.1655333333333333	4.343745339957841	8.848148448479565	1.6305563446693676	2.384148648822496	0.0	0.0	4.039409159475155	-0.03783469433183213	0.17159617983586656	0.8935244109729055	0.0	6.0	1.1666666666666667	6.0	1.0	0.00018805116915132872	FALSE
53	E6	20241010_hplc_growth_experiment	1	0	0	0.16283333333333333	0.16116666666666662	1.7489666666666666	5.459411111111111		0.16283333333333333	4.433625542020554	8.976973070141822	1.557404978889684	2.357583088572113	0.0	0.0	4.385921570695124	-0.23934834152436424	0.15803911889151465	1.017819917436427	0.0	6.0	1.3333333333333333	6.0	1.0	0.0019117251426061927	FALSE
54	E7	20241010_hplc_growth_experiment	1	0	0	0.0013333333333333253	-0.014000000000000012	0.0013333333333333253	-0.06043888888888891		0.01933333333333337	-0.016582346738429826	-5.625211825407297	0.0008371167145356882	-0.5254537966565989	0.0	0.0	0.2676412219383246	0.2614166015524309	2.589837154157346	7.959901185102126	2.3333333333333335	6.0	5.5	6.0	0.0	6.002416708140682e-06	TRUE
55	E8	20241010_hplc_growth_experiment	1	0	0	0.1530333333333333	0.1530333333333333	1.7808666666666668	5.244727777777777		0.1530333333333333	4.293337737545676	9.227533017098056	1.6148965037159813	2.44725066663705	0.0	0.0	4.084626281242617	0.07410154641329998	0.16969659715088486	0.698118221125981	0.0	6.0	1.0	6.0	1.0	0.0001930639657566725	FALSE
56	E9	20241010_hplc_growth_experiment	1	0	0	0.15743333333333331	-0.014666666666666675	1.453566666666667	3.700961111111111		0.19266666666666676	2.4258530302464725	4.989975814009933	1.4364389655599283	2.133273972673314	1.4825594841563274	2.424272760365909	3.160583002271827	-8.300667038008807	0.21930991214649673	5.848862790725513	0.0	4.666666666666667	5.5	5.0	1.0	0.04160069493837353	FALSE
57	E10	20241010_hplc_growth_experiment	1	0	0	0.12486666666666665	0.12486666666666665	1.8013333333333337	5.3594333333333335		0.12486666666666665	4.5684309690658145	10.64123792343287	1.6387286801861687	2.6478775433316377	0.0	0.0	3.395564933013254	-0.16075366461809398	0.2041330954448397	0.5288383489914776	0.0	6.0	1.0	6.0	1.0	0.0017458123941196681	FALSE
58	E11	20241010_hplc_growth_experiment	1	0	0	0.12706666666666666	-0.017600000000000005	1.4108666666666667	3.5620166666666666		0.18089999999999998	2.5238333259023515	5.5746159593342295	1.4497100668873673	2.2011402570331935	1.4840089828735692	2.385263548690453	3.146588886123139	-8.082988338417826	0.2202852694283684	5.8401367602588605	0.0	4.666666666666667	5.666666666666667	5.0	1.0	0.03375410510325417	FALSE
59	E12	20241010_hplc_growth_experiment	1	0	0	-0.007633333333333339	-0.007633333333333339	0.020866666666666644	0.08191666666666664		0.003900000000000001	0.12412014430821341	11.023676630495748	0.02558466166582957	2.042697198806782	0.003078331344389472	0.10798312529193499	3.149991031456883	-0.4936217044419834	0.22004735049653842	-0.044703022837107975	0.0	4.0	0.0	4.666666666666667	0.0	6.709011476101372e-06	FALSE
60	F1	20241010_hplc_growth_experiment	1	0	0	-0.017899999999999985	-0.027599999999999986	0.002333333333333326	-0.03297777777777781		0.016333333333333325	0.09944082484798947	3.2380852108946763	0.020712321349982143	0.70763899916282	0.002487535017766121	0.07801932785177645	0.5518793521252408	-0.11125084225509825	1.2559759264243064	0.5052166758671032	0.0	3.1666666666666665	0.5	6.0	0.0	8.957306647467917e-06	FALSE
61	F2	20241010_hplc_growth_experiment	1	0	0	0.13520000000000004	-0.014600000000000016	1.481766666666667	3.768388888888888		0.1834333333333335	2.761689904747436	5.178630919203196	1.6104720187859458	2.2808247522795497	1.7208448580396636	3.1885580672772083	2.8984065309034377	-8.588486394855952	0.23914767413385943	0.5709786214050017	0.0	4.666666666666667	1.0	5.166666666666667	1.0	0.03269126184948229	FALSE
62	F3	20241010_hplc_growth_experiment	1	0	0	0.1422	-0.034666666666666686	1.4601666666666668	3.7123722222222217		0.21140000000000006	2.5794254962276617	4.302469696424776	1.4345881341418785	2.0543236019876656	1.6006126440263715	3.5236920274087082	2.4918183856655713	-6.660032359149047	0.2781692215401179	0.5315780433929869	0.0	4.666666666666667	0.8333333333333334	5.166666666666667	1.0	0.044358761126570896	FALSE
63	F4	20241010_hplc_growth_experiment	1	0	0	0.13876666666666665	0.13526666666666665	1.7364333333333335	5.318583333333334		0.13876666666666665	4.458692416653268	9.89047341227405	1.5767510146333217	2.5140905226090267	0.0	0.0	3.590667051040967	-0.2077634212999443	0.19304134042698157	0.6668121841544807	0.0	6.0	1.0	6.0	1.0	0.0008429243765354377	FALSE
64	F5	20241010_hplc_growth_experiment	1	0	0	0.15863333333333332	0.15863333333333332	1.7407	5.409488888888889		0.15863333333333332	4.428783153384376	9.332525062043421	1.5689855281449083	2.387856570847749	0.0	0.0	3.9115941314181346	-0.13694988687698903	0.17720324687895142	0.658249153998418	0.0	6.0	1.0	6.0	1.0	0.00015502031801754764	FALSE
65	F6	20241010_hplc_growth_experiment	1	0	0	0.15063333333333334	0.15063333333333334	1.8016	5.487338888888889		0.15063333333333334	4.551848111102836	9.634365838273517	1.6412072609967359	2.476544641452369	0.0	0.0	4.098153356267598	-0.05038292808802781	0.16913646716023106	0.6873510347681373	0.0	6.0	1.0	6.0	1.0	0.0001483092932238054	FALSE
66	F7	20241010_hplc_growth_experiment	1	0	0	0.000633333333333333	-0.001433333333333342	0.02193333333333333	0.10153888888888886		0.00556666666666668	0.04104435549635342	7.9409388568671915	0.011196841587566436	1.5034799612396839	0.010242460302081655	0.5261507959579474	0.39757259995960753	-0.21477874605373254	1.7434480661654437	-2.2904904545302003	0.0	2.6666666666666665	0.0	5.333333333333333	0.0	1.655717834300634e-05	TRUE
67	F8	20241010_hplc_growth_experiment	1	0	0	0.15023333333333333	0.15023333333333333	1.7442	5.297055555555556		0.15023333333333333	4.367412511755904	9.429096486947623	1.5833865138412473	2.4457390212246803	0.0	0.0	4.653140225279469	-0.14772326125571753	0.14896331230127813	0.6921533556884041	0.0	6.0	1.0	6.0	1.0	0.0002951148349142927	FALSE
68	F9	20241010_hplc_growth_experiment	1	0	0	0.15483333333333332	0.15483333333333332	1.7504	5.2953722222222215		0.15483333333333332	4.334233559295495	9.288379584702025	1.5732753842421365	2.412094381072447	0.0	0.0	3.952716801757542	-0.3129206393196544	0.17535968684924336	0.5923457388481349	0.0	6.0	0.8333333333333334	6.0	1.0	0.0004163370120945993	FALSE
69	F10	20241010_hplc_growth_experiment	1	0	0	0.13493333333333335	-0.0092	1.4464666666666666	3.6675111111111107		0.174	2.497270655882328	5.745740620957906	1.3702208596675651	2.186601796947477	1.3976508264625225	2.323080425973938	2.597443409434298	-6.54320849838466	0.26685747148227845	0.4606134037851602	0.0	4.666666666666667	0.8333333333333334	5.0	1.0	0.043689463708885025	FALSE
70	F11	20241010_hplc_growth_experiment	1	0	0	0.12813333333333338	0.12696666666666664	1.7410666666666663	5.0933111111111105		0.12813333333333338	4.294887979967012	10.03609269466518	1.5803314731811915	2.5890976889225112	0.0	0.0	3.5994757679485074	-0.3008970774148379	0.19256892537854173	0.5119155446411994	0.0	6.0	0.8333333333333334	6.0	1.0	0.0012599853694023962	FALSE
