	plateID	well	CONCuM	Summary
76	plate_1	G05	3-indolepropionic acid: 0.5 mM & miconazole: 0 mM	Supplementation with 0.5 mM IPA without miconazole treatment.
77	plate_1	G06	3-indolepropionic acid: 0.1 mM & miconazole: 0 mM	Supplementation with 0.1 mM IPA without miconazole treatment.
78	plate_1	G07	3-indolepropionic acid: 0.1 mM & miconazole: 0.5 µg/mL	Supplementation with 0.1 mM IPA and miconazole treatment at 0.5 µg/mL.
79	plate_1	G08	3-indolepropionic acid: 1.0 mM & miconazole: 0.5 µg/mL	Supplementation with 1.0 mM IPA and miconazole treatment at 0.5 µg/mL.
80	plate_1	G09	3-indolepropionic acid: 1.0 mM & miconazole: 0.5 µg/mL	Supplementation with 1.0 mM IPA and miconazole treatment at 0.5 µg/mL.
81	plate_1	G10	Media control	
82	plate_1	G11	3-indolepropionic acid: 0.5 mM & miconazole: 0.5 µg/mL	Supplementation with 0.5 mM IPA and miconazole treatment at 0.5 µg/mL.
83	plate_1	G12	3-indolepropionic acid: 1.0 mM & miconazole: 0 mM	Supplementation with 1.0 mM IPA without miconazole treatment.
84	plate_1	H01	3-indolepropionic acid: 0 mM & miconazole: 0 mM	Control group with no supplementation or treatment.
85	plate_1	H02	3-indolepropionic acid: 0.1 mM & miconazole: 0 mM	Supplementation with 0.1 mM IPA without miconazole treatment.
86	plate_1	H03	3-indolepropionic acid: 0.1 mM & miconazole: 0.5 µg/mL	Supplementation with 0.1 mM IPA and miconazole treatment at 0.5 µg/mL.
87	plate_1	H04	3-indolepropionic acid: 0.1 mM & miconazole: 0 mM	Supplementation with 0.1 mM IPA without miconazole treatment.
88	plate_1	H05	3-indolepropionic acid: 0 mM & miconazole: 0.5 µg/mL	Miconazole treatment at 0.5 µg/mL without IPA supplementation.
89	plate_1	H06	Media control	
90	plate_1	H07	3-indolepropionic acid: 1.0 mM & miconazole: 0.5 µg/mL	Supplementation with 1.0 mM IPA and miconazole treatment at 0.5 µg/mL.
91	plate_1	H08	3-indolepropionic acid: 0.5 mM & miconazole: 0.5 µg/mL	Supplementation with 0.5 mM IPA and miconazole treatment at 0.5 µg/mL.
92	plate_1	H09	3-indolepropionic acid: 1.0 mM & miconazole: 0 mM	Supplementation with 1.0 mM IPA without miconazole treatment.
93	plate_1	H10	3-indolepropionic acid: 0.1 mM & miconazole: 0 mM	Supplementation with 0.1 mM IPA without miconazole treatment.
94	plate_1	H11	Media control	
95	plate_1	H12	3-indolepropionic acid: 0.5 mM & miconazole: 0 mM	Supplementation with 0.5 mM IPA without miconazole treatment.
