	plateID	well	CONCuM	Summary
32	plate_1	C09	glutamine: 0.1 mM & caffeine: 0 mM	Glutamine supplementation at 0.1 mM without caffeine treatment.
33	plate_1	C10	glutamine: 0 mM & caffeine: 0 mM	Control group with no supplementation or treatment.
34	plate_1	C11	glutamine: 0.1 mM & caffeine: 5 mM	Glutamine supplementation at 0.1 mM with caffeine treatment at 5 mM.
35	plate_1	C12	glutamine: 1 mM & caffeine: 10 mM	Glutamine supplementation at 1 mM with caffeine treatment at 10 mM.
36	plate_1	D01	glutamine: 0.1 mM & caffeine: 0 mM	Glutamine supplementation at 0.1 mM without caffeine treatment.
37	plate_1	D02	Media control	
38	plate_1	D03	glutamine: 1 mM & caffeine: 0 mM	Glutamine supplementation at 1 mM without caffeine treatment.
39	plate_1	D04	glutamine: 0 mM & caffeine: 0 mM	Control group with no supplementation or treatment.
40	plate_1	D05	glutamine: 0 mM & caffeine: 10 mM	Caffeine treatment at 10 mM without glutamine supplementation.
41	plate_1	D06	glutamine: 1 mM & caffeine: 10 mM	Glutamine supplementation at 1 mM with caffeine treatment at 10 mM.
42	plate_1	D07	glutamine: 0.1 mM & caffeine: 5 mM	Glutamine supplementation at 0.1 mM with caffeine treatment at 5 mM.
43	plate_1	D08	glutamine: 0 mM & caffeine: 5 mM	Caffeine treatment at 5 mM without glutamine supplementation.
44	plate_1	D09	glutamine: 1 mM & caffeine: 5 mM	Glutamine supplementation at 1 mM with caffeine treatment at 5 mM.
45	plate_1	D10	glutamine: 0.1 mM & caffeine: 10 mM	Glutamine supplementation at 0.1 mM with caffeine treatment at 10 mM.
46	plate_1	D11	glutamine: 10 mM & caffeine: 10 mM	Glutamine supplementation at 10 mM with caffeine treatment at 10 mM.
47	plate_1	D12	Media control	
48	plate_1	E01	glutamine: 1 mM & caffeine: 0 mM	Glutamine supplementation at 1 mM without caffeine treatment.
49	plate_1	E02	glutamine: 0.1 mM & caffeine: 5 mM	Glutamine supplementation at 0.1 mM with caffeine treatment at 5 mM.
50	plate_1	E03	glutamine: 10 mM & caffeine: 10 mM	Glutamine supplementation at 10 mM with caffeine treatment at 10 mM.
51	plate_1	E04	glutamine: 0.1 mM & caffeine: 0 mM	Glutamine supplementation at 0.1 mM without caffeine treatment.
52	plate_1	E05	Media control	
53	plate_1	E06	glutamine: 10 mM & caffeine: 5 mM	Glutamine supplementation at 10 mM with caffeine treatment at 5 mM.
54	plate_1	E07	glutamine: 0 mM & caffeine: 0 mM	Control group with no supplementation or treatment.
55	plate_1	E08	glutamine: 1 mM & caffeine: 10 mM	Glutamine supplementation at 1 mM with caffeine treatment at 10 mM.
56	plate_1	E09	glutamine: 0 mM & caffeine: 10 mM	Caffeine treatment at 10 mM without glutamine supplementation.
57	plate_1	E10	Media control	
58	plate_1	E11	glutamine: 0 mM & caffeine: 5 mM	Caffeine treatment at 5 mM without glutamine supplementation.
59	plate_1	E12	glutamine: 10 mM & caffeine: 0 mM	Glutamine supplementation at 10 mM without caffeine treatment.
60	plate_1	F01	glutamine: 0.1 mM & caffeine: 10 mM	Glutamine supplementation at 0.1 mM with caffeine treatment at 10 mM.
61	plate_1	F02	glutamine: 1 mM & caffeine: 10 mM	Glutamine supplementation at 1 mM with caffeine treatment at 10 mM.
62	plate_1	F03	glutamine: 1 mM & caffeine: 5 mM	Glutamine supplementation at 1 mM with caffeine treatment at 5 mM.
63	plate_1	F04	Media control	
64	plate_1	F05	glutamine: 0.1 mM & caffeine: 0 mM	Glutamine supplementation at 0.1 mM without caffeine treatment.
65	plate_1	F06	glutamine: 1 mM & caffeine: 0 mM	Glutamine supplementation at 1 mM without caffeine treatment.
66	plate_1	F07	glutamine: 0 mM & caffeine: 5 mM	Caffeine treatment at 5 mM without glutamine supplementation.
67	plate_1	F08	glutamine: 10 mM & caffeine: 5 mM	Glutamine supplementation at 10 mM with caffeine treatment at 5 mM.
68	plate_1	F09	glutamine: 0.1 mM & caffeine: 5 mM	Glutamine supplementation at 0.1 mM with caffeine treatment at 5 mM.
69	plate_1	F10	glutamine: 10 mM & caffeine: 0 mM	Glutamine supplementation at 10 mM without caffeine treatment.
70	plate_1	F11	Media control	
71	plate_1	F12	glutamine: 0 mM & caffeine: 10 mM	Caffeine treatment at 10 mM without glutamine supplementation.
72	plate_1	G01	glutamine: 10 mM & caffeine: 0 mM	Glutamine supplementation at 10 mM without caffeine treatment.
73	plate_1	G02	glutamine: 10 mM & caffeine: 10 mM	Glutamine supplementation at 10 mM with caffeine treatment at 10 mM.
74	plate_1	G03	glutamine: 0.1 mM & caffeine: 0 mM	Glutamine supplementation at 0.1 mM without caffeine treatment.
75	plate_1	G04	glutamine: 0 mM & caffeine: 5 mM	Caffeine treatment at 5 mM without glutamine supplementation.
76	plate_1	G05	glutamine: 0.1 mM & caffeine: 10 mM	Glutamine supplementation at 0.1 mM with caffeine treatment at 10 mM.
77	plate_1	G06	glutamine: 0.1 mM & caffeine: 5 mM	Glutamine supplementation at 0.1 mM with caffeine treatment at 5 mM.
78	plate_1	G07	Media control	
79	plate_1	G08	glutamine: 1 mM & caffeine: 0 mM	Glutamine supplementation at 1 mM without caffeine treatment.
80	plate_1	G09	glutamine: 0 mM & caffeine: 0 mM	Control group with no supplementation or treatment.
81	plate_1	G10	glutamine: 1 mM & caffeine: 10 mM	Glutamine supplementation at 1 mM with caffeine treatment at 10 mM.
82	plate_1	G11	glutamine: 10 mM & caffeine: 5 mM	Glutamine supplementation at 10 mM with caffeine treatment at 5 mM.
83	plate_1	G12	glutamine: 1 mM & caffeine: 5 mM	Glutamine supplementation at 1 mM with caffeine treatment at 5 mM.
84	plate_1	H01	glutamine: 0 mM & caffeine: 10 mM	Caffeine treatment at 10 mM without glutamine supplementation.
85	plate_1	H02	glutamine: 1 mM & caffeine: 5 mM	Glutamine supplementation at 1 mM with caffeine treatment at 5 mM.
86	plate_1	H03	glutamine: 0.1 mM & caffeine: 5 mM	Glutamine supplementation at 0.1 mM with caffeine treatment at 5 mM.
87	plate_1	H04	glutamine: 1 mM & caffeine: 10 mM	Glutamine supplementation at 1 mM with caffeine treatment at 10 mM.
88	plate_1	H05	glutamine: 0 mM & caffeine: 0 mM	Control group with no supplementation or treatment.
89	plate_1	H06	glutamine: 0 mM & caffeine: 5 mM	Caffeine treatment at 5 mM without glutamine supplementation.
90	plate_1	H07	glutamine: 10 mM & caffeine: 0 mM	Glutamine supplementation at 10 mM without caffeine treatment.
91	plate_1	H08	glutamine: 0.1 mM & caffeine: 10 mM	Glutamine supplementation at 0.1 mM with caffeine treatment at 10 mM.
92	plate_1	H09	Media control	
93	plate_1	H10	glutamine: 10 mM & caffeine: 10 mM	Glutamine supplementation at 10 mM with caffeine treatment at 10 mM.
94	plate_1	H11	glutamine: 0.1 mM & caffeine: 0 mM	Glutamine supplementation at 0.1 mM without caffeine treatment.
95	plate_1	H12	glutamine: 10 mM & caffeine: 5 mM	Glutamine supplementation at 10 mM with caffeine treatment at 5 mM.
