2'-Deoxyguanosine-5'-Diphosphate [[M+H]],2'-Deoxyguanosine-5'-Monophosphate [[M+H]],2'-Deoxyuridine [[M+Na]],5'-Deoxy-5'-Methylthioadenosine [[M+H]],ATP [[M+H]],Acetyl coenzyme A (Acetyl-CoA) [[M+H]],Ademetionine [[M+H]],Adenine [[M+H]],Adenosine 5'-diphosphate (ADP) [[M+H]],Adenosine phosphate [[M+H]],Adenosine-3'-5'-Diphosphate [[M+H]],Aminoadipate [[M+Na]],Argininosuccinic acid [[M+H]],Biotin [[M+H]],Choline [[M+H]],Cytidine [[M+H]],D-(+)-Melibiose [[M+Na]],D-(+)-Turanose [[M+Na]],Glucosamine [[M+H]],Glutamic Acid [[M-H2O+H]],Glutathione [[M+H]],Guanosine-5'-Diphosphate [[M+H]],Histidine [[M+H]],Imidazoleacetic acid [[M+H]],Isomaltose [[M+Na]],L-Arginine [[M+H]],L-Citrulline [[M+H]],L-Glutamine [[M+H]],L-Valine [[M+H]],Linoleic acid [[M+Na]],Maltose [[M+Na]],N-(5-Amino-5-Carboxypentyl)Glutamic Acid [[M+H]],N2-Acetyl-L-ornithine [[M+H]],Nicotinamide [[M+H]],O-acetyl-L-serine [[M+H]],Palatinose [[M+Na]],Pidolic Acid [[M+H]],Proline [[M+NH4]],Sucrose [[M+Na]],Thymine [[M+H]],Trehalose [[M+Na]],d-Desthiobiotin [[M+H]],gamma-Glutamylcysteine [[M+H]],Experimental group,Well,Unnamed: 0,Summary_x,Treatment,Supplement,mu,AUC,MaxOD,Summary_y
6163.755102040816,3865.142857142857,159.75510204081633,129.97696993181648,1236.1632653061224,493.2244897959184,544.4081632653061,2667.7551020408164,6163.755102040816,16239.183673469388,5495.265306122449,924.9232635589924,2379.265306122449,313.11796019951294,554.1345734013877,480.8163265306122,1199.095721210199,1184.1639338401949,1043.8367346938776,175.26530612244898,16966.61224489796,340.9708272876806,153.55102040816325,57.38775510204081,1173.0487567671305,9963.755102040815,228.0,57.38775510204081,2089.2244897959185,80.65306122448979,1183.1475331728532,1921.7142857142856,54.285714285714285,1389.7142857142858,491.6734693877551,1179.5218745593031,1132.2448979591836,111.6734693877551,1092.8442628459927,76.0,1183.192709722444,2962.4489795918366,179.91836734693877,Low glutamate supplementation with formic acid treatment.,H5,39,Low glutamate supplementation with formic acid treatment.,Yes,PosLow,0.1794884880056378,8461.492,0.4182333333333334,Low glutamate supplementation with formic acid treatment.
2341.186813186813,4289.758241758242,593.7582417582418,586.9890109890109,471.9120879120879,112.17582417582416,1570.4615384615383,7045.802197802197,2341.186813186813,23408.96703296703,1986.2857142857144,1140.131868131868,7898.725274725274,791.032967032967,304.6153846153846,2571.340659340659,129.58241758241758,129.58241758241758,2728.0,843.2527472527472,26719.12087912088,274.7008968989805,98.63736263736264,140.2197802197802,129.58241758241758,290507.3406593406,3856.527472527472,122.18322702032884,1995.956043956044,475.7802197802197,129.58241758241758,2385.670329670329,6851.428571428571,3642.8131868131854,16.439560439560438,129.58241758241758,2298.6373626373625,56.08791208791208,129.58241758241758,171.16483516483515,129.58241758241758,1420.5714285714284,266.90109890109886,Negative control with arginine supplementation without formic acid treatment.,G11,86,Negative control with arginine supplementation without formic acid treatment.,None,NegHigh,0.1578449063753279,36390.136,1.6339333333333332,Negative control with arginine supplementation without formic acid treatment.
1479.9537935115386,3459.9503974890013,294.8605792481456,159.59284255601816,41.79032133576887,583.6234531374618,17.292546759628497,755.1078751704442,1479.9537935115386,20856.252437675263,1311.3514626051608,711.5353156543948,1227.7708199336232,210.39265224214668,517.1864579000076,2895.080400235369,1232.8389951283004,1231.7675941087414,1111.0461293061308,1252.2685945097635,16631.106846072704,267.85062361624654,119.60678175409709,116.22440741687102,1234.3403991744156,90745.52121227712,72.05227816511874,337.20466181275566,2758.161208160745,177.24860428619206,1224.7746043133902,775.2825130566775,1964.1451027811363,2299.90871903059,390.4076802713578,1224.5328204946054,1709.0800380766163,210.39265224214668,1132.2576443931073,115.4693026549334,1226.3360581289046,2291.262445650776,191.1182879081682,Low glutamate supplementation with formic acid treatment.,E7,52,Low glutamate supplementation with formic acid treatment.,Yes,PosLow,0.1800428768168735,17067.2,0.5395933333333333,Low glutamate supplementation with formic acid treatment.
6170.622440643028,4674.0162516811,152.21892007390557,154.77722125161824,1537.5390078053315,681.7872638604341,4305.620882090471,4807.04791292216,6170.622440643028,21594.620241072887,5597.562976835384,3902.688446600722,3993.508138409522,790.5150639132238,2816.6895966616808,9924.929418936414,175.24363067331984,175.24363067331984,3251.6007968728395,910.7552192657206,14986.528299040989,34.53706589912143,379.9077248903357,122.79845653020952,175.24363067331984,387299.9361433365,2174.556001055794,48.60772237654127,2054.315845703297,328.74170133608175,175.24363067331984,1041.2285793290682,8629.149872424932,1803.6023302874523,320.81682496067003,175.24363067331984,1257.405028845791,120.24015535249684,175.24363067331984,122.79845653020952,175.24363067331984,1981.404262138485,49.88687296539762,Negative control with arginine supplementation and formic acid treatment.,F3,21,Negative control with arginine supplementation and formic acid treatment.,Yes,NegHigh,0.2547408483631787,53706.912,2.017033333333333,Negative control with arginine supplementation and formic acid treatment.
7806.283400809716,9849.1983805668,351.2874493927125,360.68016194331983,1043.5303643724696,737.3279352226721,2357.570850202429,6264.0,7806.283400809716,41749.66801619433,6489.425101214574,2097.392712550607,7437.14979757085,248.9068825910931,210.39676113360323,5636.566801619433,1027.5627530364372,1027.5627530364372,843.4655870445343,2988.7611336032387,23934.51012145749,345.6518218623482,663.1255060728745,25.36032388663968,1027.5627530364372,49678.99595141701,2090.817813765182,130.5587044534413,590.8016194331983,149.34412955465586,1027.5627530364372,770.2024291497976,722.2995951417004,1308.4048582995952,34.75303643724696,1027.5627530364372,3976.8744939271255,170.0080971659919,946.7854251012144,30.05668016194332,1006.8987854251012,1686.9311740890687,329.6842105263158,Low glutamate supplementation without formic acid treatment.,E11,84,Low glutamate supplementation without formic acid treatment.,None,PosLow,0.1886971448991594,49792.056,1.9417,Low glutamate supplementation without formic acid treatment.
4691.875776397515,7741.739130434782,294.6832298136646,50.43478260869565,164.99378881987576,131.85093167701862,2829.391304347826,6264.0,4691.875776397515,39818.98136645962,4173.11801242236,443.1055900621118,2175.1801242236024,145.54037267080744,324.22360248447205,2984.2981366459626,1567.8012422360248,1567.8012422360248,1177.2919254658384,8160.347826086956,23830.434782608696,902.782608695652,1290.4099378881988,208.22360248447205,1567.8012422360248,16410.037267080745,1412.8944099378882,404.91925465838506,1317.0683229813665,201.01863354037263,1567.8012422360248,6421.068322981366,347.27950310559004,779.5776397515527,77.81366459627328,1567.8012422360248,10835.552795031055,96.54658385093168,1567.8012422360248,208.22360248447205,1567.8012422360248,1552.670807453416,546.8571428571429,High glutamate supplementation without formic acid treatment.,G5,38,High glutamate supplementation without formic acid treatment.,None,PosHigh,0.1982700157795961,36190.5,1.756133333333333,High glutamate supplementation without formic acid treatment.
4553.142857142857,5395.337024732374,326.48504983388705,94.1218161683278,249.03063861203395,156.86969361387966,1912.8298265042447,3821.7379106681433,4553.142857142857,24652.07235142119,3801.1487633813217,1278.4880029531191,4894.334440753046,131.3783684016242,1584.3839055001847,8636.657069029163,1245.8183054884053,1242.042148600078,1448.1033591731266,946.1203396087116,22058.82022886674,298.7222594387008,476.9031539372497,74.51310446659284,1242.0349711844776,246870.73901808783,928.4724990771502,22.5500184569952,1600.0708748615723,116.68089548137128,1238.557753475981,498.0612772240679,6178.705057216685,2656.0,158.94601039653224,1234.8174415401036,2257.9431524547804,80.85601296748321,1120.58186310552,74.51310446659284,1218.93822995582,1536.342561830934,57.84569952011813,Negative control with arginine supplementation without formic acid treatment.,A7,48,Negative control with arginine supplementation without formic acid treatment.,None,NegHigh,0.2460143533531652,27342.964000000004,1.492346666666667,Negative control with arginine supplementation without formic acid treatment.
9358.052215357717,3896.410077667693,668.557639987116,170.21021280511877,1872.3123408563065,240.3999912814564,2036.3809480447453,5117.712223155968,9358.052215357717,20504.18903740013,8565.785090806054,1471.3532313102276,1242.3590790311762,331.6467033006953,725.5868349991403,6696.10486664261,77.2087563239714,77.2087563239714,2744.420338424801,3351.561922245122,14997.800915931444,307.0802808339772,517.6496162629901,82.47298970969672,77.2087563239714,8010.408468612032,2061.824742742418,593.9810003560073,970.3736874353676,72.82189516920029,77.2087563239714,4874.680115181649,107.07462352787928,2640.0130429412493,777.3517966254393,77.2087563239714,6948.7880691574255,102.6525510216438,77.2087563239714,82.47298970969672,77.2087563239714,385.1664093889028,824.7298970969672,High glutamate supplementation with formic acid treatment.,E1,4,High glutamate supplementation with formic acid treatment.,Yes,PosHigh,0.2333253306046318,30073.16,1.5943866666666668,High glutamate supplementation with formic acid treatment.
11773.497216346948,4074.363185034351,387.0591117828346,182.2088854910837,1358.4804480400323,290.02479406568943,6443.078696418439,5750.90056336947,11825.248852462755,18377.22161654155,10781.590857460573,2112.1136489765263,1775.7280142237564,1079.2372448318033,1782.1969687382327,7850.076303317043,253.36738515032349,253.36738515032349,2684.616123507683,312.66613486635663,14891.533292324544,21.563181714921143,530.4542701870602,141.2388402327335,253.36738515032349,355091.694890464,977.890290771674,11.85974994320663,1557.9398789030529,285.4119852927805,253.36738515032349,390.29358904007273,8518.534936479598,2271.681193666943,319.78415597769634,253.36738515032349,964.9523817427212,6.468954514476344,253.36738515032349,141.2388402327335,253.36738515032349,2215.616921208148,207.98198271341735,Negative control with arginine supplementation and formic acid treatment.,B6,41,Negative control with arginine supplementation and formic acid treatment.,Yes,NegHigh,0.2557655367590493,43785.388000000006,1.77098,Negative control with arginine supplementation and formic acid treatment.
5191.653009817431,6411.146830864624,409.50094729590086,88.45220461591458,850.942968480882,184.27542628315535,662.5725327247676,6838.665819841544,5191.653009817431,31712.572360489157,4895.99332586979,3316.957673096797,1804.2611737857392,602.785394419566,1037.6754004478128,6856.683861522563,648.6495005167069,648.6495005167069,2338.250409059594,5146.607905614882,27210.51894591802,524.9802144333448,470.10708749569415,265.35661384774374,648.6495005167069,33261.30494316225,737.9207070272133,882.8840423699622,1323.5070616603514,158.88636755080952,648.6495005167069,316.13473131243546,524.161212538753,1786.2431321047195,493.0391405442646,648.6495005167069,6646.20037461247,103.04326608901138,628.1744531519118,265.35661384774374,648.6495005167069,798.5268472270067,171.99039786427835,Baseline condition with no supplementation or treatment.,H1,7,Baseline condition with no supplementation or treatment.,None,None,0.2303543115226792,33140.532,1.7565,Baseline condition with no supplementation or treatment.
10466.269380048723,8981.853227715153,750.4663023271942,140.67790375948385,1020.9232090805984,363.3619510580088,3210.385419859111,5642.433024099647,10466.269380048723,40853.44481554475,9271.92342159953,3094.770253613381,5137.64895004463,46.45252215230225,2567.2760576172377,6271.090490560804,590.4631704692642,590.4631704692642,1248.0244284918538,3946.399826405589,27609.31461078836,894.9852601343567,2231.7856198506106,35.09746118173948,590.4631704692642,32621.025611886744,1644.4192841915,1133.4415405161749,829.9517291211336,364.3942293280599,590.4631704692642,13.419617510665097,693.6909974743803,624.5283533809525,391.2334643493901,590.4631704692642,5828.243112708856,212.6493236305392,590.4631704692642,35.09746118173948,590.4631704692642,1334.7358031761514,1505.061717734593,Baseline condition with no supplementation or treatment.,G2,14,Baseline condition with no supplementation or treatment.,None,None,0.235449646186089,62469.352000000006,2.3041,Baseline condition with no supplementation or treatment.
10149.970149253732,5192.955223880597,269.97014925373134,283.9201499303066,975.5223880597016,69.19402985074628,2323.10447761194,5661.432835820896,10149.970149253732,22271.402985074623,9201.671641791045,1847.820895522388,29776.11940298508,705.5522388059702,2281.134328358209,12129.373134328358,298.32835820895525,298.32835820895525,201.91044776119404,3556.119402985075,12659.104477611942,44.23880597014926,757.7313432835821,76.0,298.32835820895525,14655.522388059702,5180.477611940299,406.089552238806,2354.865671641792,56.71641791044777,298.32835820895525,6499.701492537313,183.76119402985077,2747.343283582089,386.5397405257211,298.32835820895525,6355.641791044776,161.07462686567166,298.32835820895525,76.0,298.32835820895525,1539.2835820895525,41.97014925373134,High glutamate supplementation with formic acid treatment.,C11,82,High glutamate supplementation with formic acid treatment.,Yes,PosHigh,0.2020569797947124,33004.668,1.67626,High glutamate supplementation with formic acid treatment.
3864.474634565778,3826.266552020637,730.5021496130697,6.822871883061049,505.80223559759247,10.006878761822872,1281.7901977644024,3847.6448839208942,3864.474634565778,17999.190885640586,3424.626827171109,877.421324161651,1017.5176268271712,215.6027515047292,524.9062768701634,2038.219260533104,3238.134995700774,3238.134995700774,418.9243336199484,3558.809974204644,15994.63112639725,620.8813413585555,136.9122957867584,339.32416165090285,3238.134995700774,7025.283748925194,1541.969045571797,112.80481513327602,792.8177128116939,389.3585554600172,3238.134995700774,1797.1444539982804,39.11779879621668,1043.8993981083406,35.478933791917456,3238.134995700774,5369.600171969046,165.5683576956148,3106.6809974204643,339.32416165090285,3174.0,809.1926053310405,865.5950128976784,High glutamate supplementation without formic acid treatment.,F2,13,High glutamate supplementation without formic acid treatment.,None,PosHigh,0.2580595306608689,59262.692,2.375366666666667,High glutamate supplementation without formic acid treatment.
5551.505060491658,6118.639428695329,873.2190003028264,135.33866160576363,950.3126358190724,780.8592983477198,1697.586588001299,4567.607078507092,5551.505060491658,28044.52735150887,4639.357590769737,1727.355417557077,3823.386339612638,670.9436199879235,1196.0963054847282,3886.7405153339096,3322.6593604180102,3322.6593604180102,1254.1073579523986,1653.3149953286031,23799.79757818368,278.605712509206,11.449549829145452,116.02210493534058,3322.6593604180102,12821.96920199902,1491.494691076681,283.9488357628072,1531.1864638177185,263.3396460703454,3322.6593604180102,299.2149022016678,43.50828935075272,1549.5057435443512,16.029369760803633,3322.6593604180102,2163.201614386548,57.24774914572726,3322.6593604180102,116.02210493534058,3322.6593604180102,841.1602607812192,1388.448742614372,Low glutamate supplementation without formic acid treatment.,C1,2,Low glutamate supplementation without formic acid treatment.,None,PosLow,0.2620912536583609,50110.52,1.9421533333333332,Low glutamate supplementation without formic acid treatment.
3257.136878814298,4306.7550130775935,1004.8613775065388,221.80627795357643,1052.5056669572798,88.06974716652137,1772.9450741063645,6531.598953792503,3257.136878814298,20221.3914559721,2887.532693984307,757.6160242444553,3011.6965998256323,112.61377506538796,288.57393804599786,379.7105492589364,857.5972101133392,857.5972101133392,1176.669572798605,3981.90758500436,20966.37489102005,33.20662598081953,552.5913304323034,88.06974716652137,857.5972101133392,10871.560592850916,231.00261551874456,63.52571926765476,2774.918918918919,470.6678291194421,857.5972101133392,1866.7898866608543,194.0715661694017,1160.7881429816914,125.60767218831737,857.5972101133392,3997.789014821273,691.5640802092415,857.5972101133392,8.662598081952922,857.5972101133392,2538.141238012206,1016.411508282476,Formic acid treatment without glutamate supplementation.,A1,0,Formic acid treatment without glutamate supplementation.,Yes,None,0.1277783061703196,10014.527999999998,0.3668599999999999,Formic acid treatment without glutamate supplementation.
11457.91489361702,3030.127659574468,349.4042553191489,154.63829787234042,2706.1702127659573,42.08510638297872,2619.0638297872338,2647.446808510638,11457.91489361702,19828.936170212764,9988.851063829788,1846.851063829787,2067.0638297872338,767.3191489361701,1104.978723404255,8966.085106382978,832.8936170212766,832.8936170212766,1700.042553191489,5900.723404255318,18450.89361702128,1103.021276595745,440.4255319148936,92.0,832.8936170212766,8696.936170212764,3766.127659574468,198.68085106382975,1273.31914893617,667.4893617021276,832.8936170212766,3688.808510638297,96.89361702127658,1587.4893617021276,187.91489361702125,832.8936170212766,8437.574468085106,22.510638297872337,832.8936170212766,92.0,832.8936170212766,2060.2127659574467,475.65957446808505,High glutamate supplementation with formic acid treatment.,D8,59,High glutamate supplementation with formic acid treatment.,Yes,PosHigh,0.1890465046686762,44227.14000000001,1.9541933333333328,High glutamate supplementation with formic acid treatment.
12811.52256411376,6116.622035352611,301.71051830010595,209.5211932639625,2021.1811110196916,854.8464685169669,928.8772901369002,7187.973736909005,12811.52256411376,25420.50797473902,10517.963901850915,2866.2499238510068,1318.5867096078705,1736.2322881807024,1521.1238630963676,15144.191849119206,527.9934070251854,527.9934070251854,3261.546575142349,2929.1062818301957,14852.258986504752,76.82443753011957,501.643251042966,291.9328626144544,527.9934070251854,5985.322087573862,2232.099112238747,131.2999477787498,3116.2785478126684,414.8519626626457,527.9934070251854,5376.313819153277,85.20528526067807,2264.225695205888,1469.4419687579234,527.9934070251854,9453.596240069986,44.69785456297866,527.9934070251854,282.1552069288028,527.9934070251854,3844.0154924161648,86.60209321577115,High glutamate supplementation with formic acid treatment.,H3,23,High glutamate supplementation with formic acid treatment.,Yes,PosHigh,0.237467693106707,27432.932,1.548266666666667,High glutamate supplementation with formic acid treatment.
10136.46437637502,9152.712134032832,1340.9984768996446,21.20155694702996,1481.988830597394,83.74614994076832,1037.8162125571164,6264.0,10136.46437637502,35717.20291081401,8064.012184802844,2393.655779319682,3909.567101032324,1095.0604163140972,1359.01980030462,9589.46420714165,732.513792519885,732.513792519885,2447.7197495346086,4597.557623963446,28040.119140294468,295.7617194110679,581.9827381959723,124.02910814012525,732.513792519885,25337.980707395494,713.432391267558,506.7172110340159,1441.705872398037,67.84498223049586,732.513792519885,1427.9248603824676,162.19191064477917,1837.1149094601456,31.80233542054493,732.513792519885,5351.272973430361,22.26163479438145,699.6513792519885,124.02910814012525,720.8529361990185,1431.105093924522,1220.149602301574,Baseline condition with no supplementation or treatment.,E6,44,Baseline condition with no supplementation or treatment.,None,None,0.2097393640499079,48129.64,1.9513266666666669,Baseline condition with no supplementation or treatment.
