	mu	AUC	MaxOD	Summary
F10	0.24048387949771668	11455.423999999999	0.6254666666666666	High proline supplementation with lactic acid treatment.
F11	0.21149528598258632	27185.587999999996	1.5373666666666665	Control group with no supplementation or treatment.
F12	0.24866592807153523	17146.980000000003	1.2615000000000003	Lactic acid treatment without proline supplementation.
G2	0.2114657241666068	30588.376	1.7477	Low proline supplementation without lactic acid treatment.
G3	0.23069919879275602	16159.26	0.94102	Low proline supplementation with lactic acid treatment.
G4	0.22818530544788101	22237.552	1.4393333333333334	Low proline supplementation without lactic acid treatment.
G5	0.2259731270287226	12745.328000000001	0.7468533333333334	Low proline supplementation with lactic acid treatment.
G6	0.0	2.664000000000006	0.0	Media control
G7	0.2630513494829784	7725.2880000000005	0.5196133333333333	Lactic acid treatment without proline supplementation.
G8	0.21446041211730865	31436.212000000003	1.6785266666666665	High proline supplementation without lactic acid treatment.
G9	0.26304266857974773	23181.356	1.6295666666666666	Control group with no supplementation or treatment.
G10	0.21068203438145644	29866.603999999996	1.7086266666666667	Low proline supplementation without lactic acid treatment.
G11	0.0	0.0400000000000289	0.0	Media control
G12	0.23697851507743006	16809.951999999997	1.1099666666666665	High proline supplementation without lactic acid treatment.
H1	0.0	358.2520000000003	0.0	Media control
H2	0.2773175466284816	16095.036000000002	1.26854	High proline supplementation without lactic acid treatment.
H3	0.5170813916598475	7074.66	0.8090999999999999	Lactic acid treatment without proline supplementation.
H4	0.30764280963754376	12274.108	1.0330133333333333	Lactic acid treatment without proline supplementation.
H5	0.0	92.11600000000001	0.0	Media control
H6	0.2392381452114458	11177.883999999998	0.7259933333333333	High proline supplementation with lactic acid treatment.
H7	0.22995363551518758	11538.248000000001	0.7257733333333334	Low proline supplementation with lactic acid treatment.
H8	0.2213420073023086	25872.523999999998	1.5930733333333333	Control group with no supplementation or treatment.
H9	0.26875326866218935	16784.600000000002	1.2754533333333333	Low proline supplementation without lactic acid treatment.
H11	0.24455510336525527	14416.768	0.9627466666666665	High proline supplementation with lactic acid treatment.
H12	0.2711877929855995	18509.251999999997	0.9472466666666666	Control group with no supplementation or treatment.
