2'-Deoxyguanosine-5'-Diphosphate [[M+H]]/Adenosine 5'-diphosphate (ADP) [[M+H]]	2'-Deoxyguanosine-5'-Monophosphate [[M+H]]	2'-Deoxyinosine [[M+H]]	3-Methylhistidine [[M+Na]]	5'-Deoxy-5'-Methylthioadenosine [[M+H]]	ATP [[M+H]]	Acetyl coenzyme A (Acetyl-CoA) [[M+H]]	Ademetionine [[M+H]]	Adenine [[M+H]]	Adenosine phosphate [[M+H]]	Adenosine-3'-5'-Diphosphate [[M+H]]	Alpha-D-Glucose [[M+Na]]	Aminoadipate [[M+Na]]	Asparagine [[M+NH4]]	Biotin [[M+H]]	Choline [[M+H]]	Cytidine [[M+H]]	D-(+)-Melibiose [[M+Na]]/Isomaltose [[M+Na]]/Maltose [[M+Na]]	D-(+)-Turanose [[M+Na]]/Palatinose [[M+Na]]	D-Fructose [[M+Na]]/D-Mannose [[M+Na]]	D-Galactose [[M+Na]]	D-Glucose [[M+Na]]	Deoxyadenosine [[M+H]]	Galactose [[M+Na]]	Glucosamine [[M+H]]	Glutamic Acid [[M-H2O+H]]	Glutathione [[M+H]]	Guanosine-5'-Diphosphate [[M+H]]	Histidine [[M+H]]	Imidazoleacetic acid [[M+H]]	Indole-3-Ethanol [[M+H]]	Inositol [[M+Na]]	L-2-Amino-4-[2-Aminophenyl]-4-Oxobutanoic Acid [[M+H]]	L-Arginine [[M+H]]	L-Citrulline [[M+H]]	L-Glutamine [[M+H]]	L-Threonine [[M+Na]]	L-Tryptophan [[M+NH4]]	L-Tyrosine [[M+Na]]	Methionine [[M+H]]	N-(5-Amino-5-Carboxypentyl)Glutamic Acid [[M+H]]	N2-Acetyl-L-ornithine [[M+H]]	Niacin [[M+H]]	Nicotinamide [[M+H]]	Nicotinamide ribotide [[M+H]]	O-acetyl-L-serine [[M+H]]	Phenylethyl alcohol [[M+H]]	Pidolic Acid [[M+H]]	Proline [[M+NH4]]	Spermidine [[M+H]]	Sucrose [[M+Na]]	Thymine [[M+H]]	Trehalose [[M+Na]]	Xanthurenic acid [[M+H]]	gamma-Glutamylcysteine [[M+H]]	Experimental group	Well	Unnamed: 0	Summary_x	Treatment	Supplement	mu	AUC	MaxOD	Summary_y
1115.0410432672866	2841.275980590376	728.4686615446825	197.93995147594012	1.8615042458552364	178.7044076021027	565.897290739992	94.93671653861706	6819.310553983017	18219.162555600484	912.757581884351	8573.468054993935	431.8689850384149	2110.3253133845533	743.3606955115245	327.6247472705216	11350.211888394662	6116.902951880307	6138.0	6206.875657096643	7370.315810756167	8408.414678528103	190.4939344925192	7431.124949454104	2021.5936109987867	1236.038819247877	39082.90214314598	78.02072734210147	459.17104731095833	276.74363121714515	2400.71997573797	7063.167610190052	122.8592802264456	11046.166194904974	1664.8052972098665	2.4820056611403154	83.76769106348564	431.2484836231298	672.0030327537404	562.7947836635665	108.5877476748888	64.5321471896482	214.0729882733522	988.4587545491306	442.4175090982612	116.65426607359484	691.2385766275778	2694.837646583097	39.09158916295997	775.2170473072154	5866.84088152042	278.6051354630004	6138.0	22.95855236554792	526.1852001617468	Leucine supplementation without acetic acid treatment.	H8	94	Leucine supplementation without acetic acid treatment.	None	NegHigh	0.1745657067697253	23029.79450347063	1.1397521001674962	Leucine supplementation without acetic acid treatment.
3308.416630984741	5761.446143032644	1077.051952983912	88.29802518057691	10.117482051941105	208.7880387082392	543.5847175179266	2281.032317164904	5840.546457256911	39686.2832342868	3129.0612673366945	175.67627926552282	3875.915396989074	3198.963870604651	1235.2525814324458	1628.9146103625178	13645.723974781657	2387.7257642581008	2373.0094267280047	409.29813755579926	316.4012568970673	175.67627926552282	423.0947039902644	401.9399687907512	3364.522667818233	7935.785013104351	43601.74878838801	337.5559920965805	516.9113557446274	742.2552741742247	2874.2846738469048	175.67627926552282	258.4556778723137	10111.043654271689	3063.7575195468926	343.99438976599754	670.5131287150059	555.5417417611297	5.058741025970552	2287.470714834321	73.58168765048076	20.23496410388221	267.65338882862375	374.34683592182085	214.7062922923919	299.84537717570913	309.0430881320192	8303.693451356754	280.5301841674579	495.7566205451141	2158.7027614459794	742.2552741742247	2313.224305511989	582.215103534429	256.6161356810517	Low glutamine supplementation without acetic acid treatment.	H4	90	Low glutamine supplementation without acetic acid treatment.	None	PosLow	0.2513059686670649	39152.90371509128	1.889569670333219	Low glutamine supplementation without acetic acid treatment.
2358.598360655738	314.1967213114754	1895.795081967213	12.737704918032788	69.51559111006966	114.63934426229508	16.983606557377048	717.5573770491803	5957.0	7617.147540983607	2203.622950819672	1411.7622950819673	203.80327868852456	6504.7213114754095	10.614754098360656	125.25409836065572	1607.073770491803	87.04098360655738	87.04098360655738	403.3606557377049	847.0573770491803	1411.7622950819673	889.516393442623	847.0573770491803	762.139344262295	68053.31147540984	3969.918032786885	195.1949013904864	3.1844262295081966	551.9672131147541	7014.229508196721	1358.688524590164	65.81147540983606	5230.950819672131	4507.024590163935	2112.3360655737706	6.368852459016393	1286.5081967213114	40.33606557377049	6432.540983606557	397.7021928748636	10.614754098360656	528.6147540983607	749.4016393442623	261.12295081967216	143.21871698934166	545.5983606557377	64722.401639344265	9.55327868852459	1038.122950819672	514.7823707030502	551.9672131147541	87.04098360655738	348.1639344262295	302.5048042703757	High glutamine supplementation with acetic acid treatment.	E1	48	High glutamine supplementation with acetic acid treatment.	Yes	PosHigh	0.2211369815511341	4797.264466814644	0.2880173177439208	High glutamine supplementation with acetic acid treatment.
10198.125	9361.060855263158	617.6809210526316	500.5345394736842	95.8470394736842	1512.2532894736842	640.7309452317027	3452.623355263158	5878.618421052632	60277.13815789474	8998.972039473685	6.389802631578948	2928.659539473684	6713.552631578948	1993.618421052632	909.4819078947368	18249.276315789477	568.6924342105264	568.6924342105264	14.90953947368421	22.364309210526315	9.58470394736842	249.20230263157896	22.364309210526315	4004.2763157894738	46000.18914473684	40451.71052631579	1693.297697368421	136.31578947368422	342.9194078947368	2911.6200657894738	188.0954056778279	36.20888157894737	10830.715460526317	6869.037828947368	255.5921052631579	472.8453947368421	1280.0904605263158	11.714638157894736	990.4194078947368	2342.9276315789475	10.64967105263158	756.1266447368421	2115.024671052632	149.35039201707042	57.50822368421053	325.8799342105263	43033.19078947369	187.43421052631575	2666.6776315789475	504.7944078947368	406.8174342105263	568.6924342105264	830.6743421052631	370.60855263157896	High glutamine supplementation without acetic acid treatment.	D9	47	High glutamine supplementation without acetic acid treatment.	None	PosHigh	0.2485925652018737	44364.887450002505	2.0159004873786097	High glutamine supplementation without acetic acid treatment.
1123.0743274908614	716.7256162714407	684.0543631080701	96.9927828287562	25.549694465956417	6.125859968131971	4.083906645421314	57.1746930358984	6782.347961383448	6731.299128315681	1092.4450276502016	2117.505595650952	4.083906645421314	2470.7635204798958	5.104883306776642	5.615371637454307	1131.242140781704	3571.3763614209392	3675.515980879183	1643.2619364514012	1953.128353172744	2004.1771862405096	68.40543631080702	2059.309925953697	1021.9976380166838	24018.475958384104	10239.37493673259	211.34216890055305	8.167813290842629	357.341831474365	3352.887355890899	1152.682650670166	27.56636985659387	400.2228512512888	2320.6799512606617	100.0557128128222	345.09011153810104	349.1740181835224	328.7544849564158	2555.5045833723875	1062.2947784303374	5.104883306776642	687.1172930921362	965.8439216421408	162.4671173185266	61.25859968131972	47.98590308370044	24388.06950979473	230.74072546630424	538.0547005342581	3559.1246414846755	367.5515980879183	3675.515980879183	135.6804182609921	163.1167495784768	Low glutamine supplementation with acetic acid treatment.	F1	60	Low glutamine supplementation with acetic acid treatment.	Yes	PosLow	0.2014303486875532	4108.681681580078	0.2269732037639518	Low glutamine supplementation with acetic acid treatment.
2335.0	990.0	1483.75	216.25	181.25	86.25	31.25	770.6447167802393	5133.75	11612.5	2186.25	5505.0	1726.25	3700.0	121.25	795.0	10828.75	3438.75	3438.75	4958.75	5785.0	5345.0	35.0	5912.5	3067.5	44576.25	13202.5	42.5	93.75	142.5	2682.5	4052.5	68.75	1718.75	3161.25	2310.0	513.75	702.5	352.5	3871.25	302.5	6.25	615.0	1923.75	53.75	196.25	457.5	42515.0	13.75	890.0	3128.75	142.5	3438.75	133.39895126805163	46.25	Low glutamine supplementation with acetic acid treatment.	E7	57	Low glutamine supplementation with acetic acid treatment.	Yes	PosLow	0.2340330256437557	4967.960672676028	0.1258292943160445	Low glutamine supplementation with acetic acid treatment.
1299.505617977528	2673.0337078651687	2661.724719101124	612.7415730337079	32.89887640449438	334.1292134831461	71.96629213483146	486.2865168539326	5909.460674157303	24136.46629213483	1299.505617977528	1422.876404494382	2117.865168539326	2801.544943820225	1374.556179775281	993.134831460674	10520.44382022472	1416.365168539326	1398.202247191011	666.2022471910112	1077.4382022471912	1433.1573033707866	166.5505617977528	1077.4382022471912	335.1573033707865	8729.511235955057	24904.44943820225	71.96629213483146	3118.1966292134834	183.0	2250.488764044944	1417.7359550561798	101.78089887640448	2491.061797752809	3675.421348314607	114.1179775280899	11.308988764044944	20.56179775280899	153.18539325842698	2622.6573033707864	330.0168539325843	5.140449438202247	1335.4887640449438	1108.2808988764043	159.84446900741338	6.168539325842697	424.6011235955056	8682.219101123595	191.2247191011236	1243.9887640449438	1347.8258426966293	249.8258426966292	1398.202247191011	103.01989208642856	142.90449438202248	No glutamine supplementation with acetic acid treatment.	G12	75	No glutamine supplementation with acetic acid treatment.	Yes	None	0.1913965613604458	19020.72653868578	1.0135241451630357	No glutamine supplementation with acetic acid treatment.
2335.0	1240.352	1304.6112	1477.9616	4.4832	667.9968	215.27991937585116	188.2944	6718.822400000001	7153.692800000001	2262.5216	4992.790400000001	345.20640000000003	4740.236800000001	771.1104	367.6224	8936.512	2625.6608	2625.6608	1633.3792	2538.9856000000004	4940.486400000001	68.7424	2547.952	1002.7424	38216.2912	11681.724800000002	28.393600000000003	2.2416	118.0576	3931.7664	4894.160000000001	2.2416	355.66720000000004	5137.747200000001	1318.0608000000002	467.7472	1488.4224000000002	367.6224	1593.0304	80.69760000000001	20.9216	479.7024	1703.6160000000002	132.46182970874497	502.11840000000007	1338.9824	39869.0976	171.85600000000002	653.0528	2229.6448	118.0576	2625.6608	124.13722906288233	148.3720308281872	Low glutamine supplementation with acetic acid treatment.	C9	35	Low glutamine supplementation with acetic acid treatment.	Yes	PosLow	0.2096836853395137	9056.500282651155	0.5247991463304063	Low glutamine supplementation with acetic acid treatment.
6741.444444444444	4936.962962962964	530.2777777777778	83.0	166.0	419.6111111111112	427.7584047285566	4952.333333333333	13642.74074074074	41174.14814814815	6032.87037037037	2479.78243565831	3719.6296296296296	3266.203703703704	1449.425925925926	1395.6296296296296	11643.055555555557	209.03703703703704	209.03703703703704	127.57407407407408	147.55555555555557	2614.167877158643	536.425925925926	147.55555555555557	3761.1296296296296	38943.90740740741	30889.833333333336	1105.1296296296296	2.305555555555556	273.5925925925926	102.98148148148148	2455.2160386407327	2.305555555555556	15461.055555555557	6991.981481481482	2430.055555555556	4.611111111111112	960.6481481481482	107.5925925925926	2948.037037037037	2148.777777777778	89.14814814814815	594.8333333333334	2245.6111111111118	214.7768108495349	38.42592592592592	335.0740740740741	40024.444444444445	622.5	2474.6296296296296	209.03703703703704	273.5925925925926	209.03703703703704	1025.2037037037037	606.9409771472473	High glutamine supplementation without acetic acid treatment.	F2	64	High glutamine supplementation without acetic acid treatment.	None	PosHigh	0.2580290520862572	35277.83216079163	1.790917905889587	High glutamine supplementation without acetic acid treatment.
6480.528957528957	10790.00193050193	1410.2297297297296	198.08494208494207	115.9247104247104	362.40540540540536	488.4594594594594	2928.5057915057914	9984.15637065637	73109.10038610038	5861.513513513513	23.635135135135133	4061.866795366795	3862.65637065637	2258.8436293436293	3185.11583011583	11993.142857142857	3179.4884169884167	3179.4884169884167	15.756756756756756	23.635135135135133	23.635135135135133	431.0598455598456	23.635135135135133	3715.218146718146	8740.49806949807	57061.96911196911	478.3301158301158	192.45752895752892	248.7316602316602	2609.994208494208	23.635135135135133	477.2046332046332	16546.84555984556	6374.73359073359	731.5637065637065	9.003861003861003	631.3957528957528	87.78764478764478	3177.2374517374515	1160.372586872587	69.77992277992277	46.14478764478764	1385.469111969112	366.9073359073359	859.8687258687258	583.0	7370.785714285714	15.756756756756756	818.2258687258686	3072.5675675675675	282.496138996139	3179.4884169884167	492.96138996139	827.2297297297297	Low glutamine supplementation without acetic acid treatment.	C1	24	Low glutamine supplementation without acetic acid treatment.	None	PosLow	0.265098670378761	41483.98967935799	1.884166681238694	Low glutamine supplementation without acetic acid treatment.
2519.456790123457	3131.9320987654323	1546.3230452674898	323.9485596707819	24.473251028806583	379.9794238683128	534.5473251028807	438.5864197530864	4520.4670781893	31066.860082304527	2347.5	327.8127572016461	2339.771604938272	1816.8168724279835	500.4135802469136	1210.1378600823043	7741.91975308642	801.1769547325104	801.1769547325104	347.1337448559671	387.7078189300412	313.0	275.6460905349794	387.7078189300412	2135.61316872428	5407.300411522634	25103.75925925926	379.9794238683128	1335.0802469135804	163.5843621399177	1521.8497942386832	313.0	10.304526748971194	16975.41975308642	3370.224279835391	158.4320987654321	65.04732510288066	191.27777777777777	79.21604938271605	1306.0987654320988	44.43827160493827	228.6316872427984	265.98559670781896	881.6810699588477	146.6362009543041	10.304526748971194	394.7921810699589	5172.87242798354	13.524691358024691	1211.425925925926	796.6687242798354	208.66666666666669	801.1769547325104	84.5411940775567	103.68930041152264	Baseline condition with no supplementation or treatment.	F7	69	Baseline condition with no supplementation or treatment.	None	None	0.2344191617998477	46197.081083672296	2.0184846476099154	Baseline condition with no supplementation or treatment.
2675.298266235674	3332.0442746596136	1586.9997061416395	207.17798021353704	39.42071131881266	22.109903026741108	391.4271721030463	7.779410324223723	7804.7957684396115	26116.70878636497	2636.8106572631987	3061.8121265550003	560.9364286413947	2145.479478891174	471.6779312371437	629.7227936134782	7242.221569203642	2965.1836614751687	2965.1836614751687	1505.520619061612	1901.4516602997355	2928.3338230972668	314.45195415809576	1944.8525810559308	2227.368008619845	11035.298266235674	31374.77128024292	26.204329513174645	287.4287393476344	120.37613870114605	1784.351062787736	2687.5815456949745	293.97982172592805	6144.915270839455	3612.9219316289546	258.76775394259965	273.5076892937604	183.4303065922225	31.9365265941816	1382.2783818199623	57.32197081006954	17.196591243020862	392.246057400333	1475.6313057106472	54.86531491820941	372.592810265452	564.2119698305416	10418.677637378782	162.95817416005482	530.6376726417866	2641.723969046919	125.28945048486628	2925.8771672054067	35.21206778332843	611.7073170731707	No glutamine supplementation with acetic acid treatment.	D10	37	No glutamine supplementation with acetic acid treatment.	Yes	None	0.1984455103681845	12107.34508237635	0.6815369974223537	No glutamine supplementation with acetic acid treatment.
