	mu	AUC	MaxOD	Summary
E5	0.32504837452939106	13560.56	0.8752400000000001	Growth with alanine supplementation and spermine treatment.
E6	0.8305590210583755	32241.012000000002	1.40936	Baseline growth with no supplementation or treatment.
E7	0.26923652867588593	15083.52	0.84956	Growth with spermine treatment, no supplementation.
E8	0.8280861409269095	26227.183999999997	1.1683333333333334	Growth with alanine supplementation, no spermine treatment.
E9	0.40823408277551176	8127.776	0.4537066666666666	Growth with low glutamate supplementation and spermine treatment.
E10	0.47739098575726246	9524.591999999999	0.3846266666666667	Growth with high glutamate supplementation and spermine treatment.
E11	0.2579134890488458	22147.095999999998	0.9102866666666667	Growth with low glutamate supplementation, no spermine treatment.
E12	0.0	31.759999999999998	0.0	Media control
F1	0.3394937783039659	15296.119999999999	0.9673933333333334	Growth with spermine treatment, no supplementation.
F2	1.3900063227186406	35673.340000000004	1.3060133333333332	Growth with high glutamate supplementation, no spermine treatment.
F3	0.353431084435929	14728.395999999999	0.9384066666666666	Growth with alanine supplementation and spermine treatment.
F4	0.0	25.008	0.0	Media control
F5	0.6843465807822613	31905.992000000002	1.1349733333333334	Growth with low glutamate supplementation, no spermine treatment.
F6	0.7146468369417239	20551.748	0.9728866666666667	Growth with alanine supplementation, no spermine treatment.
F7	0.18144491143865765	25952.852000000003	0.9156066666666666	Baseline growth with no supplementation or treatment.
F8	0.3278733567557271	12603.031999999997	0.8095000000000001	Growth with spermine treatment, no supplementation.
F9	0.0	0.384000000000011	0.0	Media control
F10	0.3970697160106713	8381.164	0.5115866666666667	Growth with low glutamate supplementation and spermine treatment.
F11	0.8581218145771428	19652.496	0.7125	Baseline growth with no supplementation or treatment.
F12	0.28963126338077727	9033.336000000001	0.5944066666666666	Growth with high glutamate supplementation and spermine treatment.
G1	0.0	1381.0000000000002	0.0	Media control
G2	0.7073202426485969	29067.808	1.0968133333333332	Baseline growth with no supplementation or treatment.
G3	0.33235548410427274	14404.868	0.9610333333333333	Growth with spermine treatment, no supplementation.
G4	0.40153237362890354	13468.432	0.8376199999999999	Growth with alanine supplementation and spermine treatment.
G5	0.2718054188844169	31463.048	1.3405799999999999	Growth with high glutamate supplementation, no spermine treatment.
G6	0.24471128108442164	30395.96	1.2284466666666665	Growth with low glutamate supplementation, no spermine treatment.
G7	0.3434850495050973	8005.676	0.5544	Growth with low glutamate supplementation and spermine treatment.
G8	0.35348842778736717	12825.560000000001	0.79274	Growth with alanine supplementation and spermine treatment.
G9	0.3491477160106706	11194.199999999999	0.7567999999999999	Growth with alanine supplementation and spermine treatment.
G10	0.0	457.39600000000013	0.0	Media control
G11	0.43349710426234317	9557.52	0.38994	Growth with high glutamate supplementation and spermine treatment.
G12	1.5517342103812093	18563.983999999997	0.9378933333333332	Growth with alanine supplementation, no spermine treatment.
H1	0.24005632182165396	20358.556	0.9268733333333333	Baseline growth with no supplementation or treatment.
H2	0.8451911563852506	32898.744	1.3876733333333333	Growth with low glutamate supplementation, no spermine treatment.
H3	0.3681384178901497	7306.568	0.5096400000000001	Growth with low glutamate supplementation and spermine treatment.
H4	0.9372527076096027	28915.976000000002	1.26028	Growth with low glutamate supplementation, no spermine treatment.
H5	0.3026090449791219	14400.352	0.86852	Growth with spermine treatment, no supplementation.
H6	0.0	903.9600000000002	0.0	Media control
H7	0.3276101627054199	12530.344000000001	0.8102	Growth with alanine supplementation and spermine treatment.
H8	0.34007000421837597	7874.8	0.4622	Growth with high glutamate supplementation and spermine treatment.
H9	0.31584744095317774	19501.843999999997	0.96562	Growth with alanine supplementation, no spermine treatment.
H10	0.26263238351319446	28691.075999999997	1.16638	Growth with low glutamate supplementation, no spermine treatment.
H11	0.0	405.93199999999996	0.0	Media control
H12	0.2405874465197487	28532.616	1.06488	Growth with high glutamate supplementation, no spermine treatment.
