	mu	AUC	FinalOD	Summary
G9	0.17246510465763643	49298.697723805904	1.997963037970543	Negative control with arginine supplementation and formic acid treatment.
G11	0.15058738551640605	36821.37448931651	1.6269576127117444	Negative control with arginine supplementation without formic acid treatment.
G12	0.5699334465333572	9867.652657712126	0.19511871918003587	Formic acid treatment without glutamate supplementation.
H1	0.2152862778923071	33331.937283392836	1.780912786858537	Baseline condition with no supplementation or treatment.
H2	0.2794151179216722	43704.69520750319	2.0244015169261824	Low glutamate supplementation without formic acid treatment.
H3	0.22416486330398838	27645.210586420173	1.563754622168557	High glutamate supplementation with formic acid treatment.
H4	0.23081064738270432	43685.861206428795	1.9061901342256506	Low glutamate supplementation without formic acid treatment.
H5	0.17839446680473858	8510.680483464641	0.4173375193914399	Low glutamate supplementation with formic acid treatment.
H6	0.0	338.63272716546226	0.0	Media control
H7	0.23882006102674153	37539.65262067925	1.7178761187165168	Negative control with arginine supplementation and formic acid treatment.
H9	0.10696733156040161	11449.665941427997	0.22725844476680146	Formic acid treatment without glutamate supplementation.
H10	0.21423319670296903	41094.88142631834	1.8721154438047636	Low glutamate supplementation without formic acid treatment.
H11	0.0	719.9999999999997	0.0	Media control
