ReplicateName	2'-Deoxyguanosine-5'-Diphosphate [[M+H]]	2'-Deoxyguanosine-5'-Monophosphate [[M+H]]	2'-Deoxyuridine [[M+Na]]	5'-Deoxy-5'-Methylthioadenosine [[M+H]]	ATP [[M+H]]	Acetyl coenzyme A (Acetyl-CoA) [[M+H]]	Ademetionine [[M+H]]	Adenine [[M+H]]	Adenosine 5'-diphosphate (ADP) [[M+H]]	Adenosine phosphate [[M+H]]	Adenosine-3'-5'-Diphosphate [[M+H]]	Alpha-D-Glucose [[M+Na]]	Aminoadipate [[M+Na]]	Argininosuccinic acid [[M+H]]	Asparagine [[M+NH4]]	Biotin [[M+H]]	Choline [[M+H]]	Cytidine [[M+H]]	D-(+)-Melibiose [[M+K]]	D-(+)-Turanose [[M+Na]]	D-Fructose [[M+Na]]	D-Galactose [[M+Na]]	D-Glucose [[M+Na]]	D-Mannose [[M+Na]]	Deoxyadenosine [[M+H]]	Galactose [[M+Na]]	Glucosamine [[M+H]]	Glutamic Acid [[M+H]]	Glutathione [[M+H]]	Histidine [[M+H]]	Imidazoleacetic acid [[M+H]]	Indole-3-Ethanol [[M+H]]	Inositol [[M+Na]]	Isomaltose [[M+Na]]	L-Arginine [[M+H]]	L-Citrulline [[M+H]]	L-Glutamine [[M+H]]	L-Histidinol [[M+H]]	L-Lysine [[M+H]]	L-Threonine [[M+NH4]]	L-Tryptophan [[M+NH4]]	Levocarnitine [[M+H]]	Linoleic acid [[M+Na]]	Maltose [[M+K]]	Methionine [[M+H]]	N-(5-Amino-5-Carboxypentyl)Glutamic Acid [[M+H]]	N-Acetylputrescine [[M+Na]]	N2-Acetyl-L-ornithine [[M+H]]	Nicotinamide [[M+H]]	Nicotinamide ribotide [[M+H]]	O-acetyl-L-serine [[M+H]]	Oleic acid [[M+Na]]	P-Hydroxybenzoic Acid [[M-H2O+H]]	Palatinose [[M+K]]	Pidolic Acid [[M+H]]	Proline [[M+NH4]]	Pyridoxal [[M+H]]	Sucrose [[M+K]]	Thymine [[M+H]]	Trehalose [[M+K]]	Xanthurenic acid [[M+H]]	d-Desthiobiotin [[M+Na]]	gamma-Glutamylcysteine [[M+H]]	Experimental group
Inj00065-Positive-B3.d.DeMP	2845.483597420814	3425.0224585468877	563.2230148105878	133.90260264404816	515.5807435693677	849.7292761105275	640.8864432723026	5444.271598551475	2845.483597420814	13198.214401523193	2555.714166857777	736.1709857547427	1294.1729297443749	1333.9835947541615	333.49589868854036	294.3378675313732	890.845208825553	3351.2748332008896	236.3536325446302	2051.22819878294	317.180052373054	446.40155519170565	736.1709857547427	317.180052373054	162.05079427522307	446.40155519170565	3449.822544946427	92.6740070719623	33713.75955861569	655.89702188255	105.72668412435134	53.97584278897034	693.0971514818588	2051.22819878294	10457.80485437411	1134.9302697052283	388.9697761611938	31.979058778353185	57.43177903051184	90.71610551410393	775.3290169119099	85.49503469314831	212.7586359539416	236.3536325446302	45.830287594646755	554.0861408739154	162.50582930224374	133.78993978698782	1133.6250019999893	15.010578610247412	96.589810187679	202.9691281646498	277.36938736326744	230.76452793727	6046.00001066661	16.31584631548632	775.9816507645293	182.87961808723537	126.61096740817383	236.3536325446302	125.30569970293493	71.7897237881398	770.1079460909542	Growth with 50 mM (S)-lactic acid, no proline supplementation.
Inj00076-Positive-A6.d.DeMP	2887.9609053497943	2632.88506760729	205.79982363315696	29.95208700764256	1046.390652557319	606.7713109935332	1643.5	6483.1775426219865	2887.9609053497943	9460.994708994709	2706.315990593768	1694.708406819518	436.72075249853026	2010.6546149323926	262.80540858318636	788.4162257495591	442.5179306290417	7864.838330393885	166.64277901871745	803.8753674309229	929.4808935920047	1259.920047031158	1694.708406819518	929.4808935920047	82.12669018224574	1259.920047031158	1011.6075837742504	14.492945326278658	11578.897119341564	1343.012933568489	30.918283362727806	28.019694297472075	1421.2748383303938	803.8753674309229	14775.07466196355	1385.5255731922398	261.83921222810113	210.15759862521654	79.98413506090456	52.17460317460317	99.51822457378013	140.0889582957473	402.90388007054673	166.64277901871745	10.628159905937682	654.1149323927101	50.24221046443268	22.22251616696061	930.4470899470899	92.90734358935667	57.005584950029395	307.2504409171076	697.5937683715462	166.64277901871745	1771.037918871252	231.47141015062118	328.50676072898295	166.64277901871745	52.17460317460317	166.64277901871745	114.01116990005879	136.2336860670194	53.140799529688415	Growth with 20 mM proline supplementation and 50 mM (S)-lactic acid.
Inj00078-Positive-F8.d.DeMP	6028.260869565218	6274.5	574.2173913043479	97.06521739130434	2684.108695652174	945.108695652174	1071.804347826087	3589.3695652173915	6028.260869565218	21714.0	5606.282608695652	297.32608695652175	1719.5869565217392	2740.304347826087	257.47826086956525	1818.695652173913	1651.1304347826087	15546.782608695652	92.41140511313863	852.1304347826087	50.06521739130435	155.30434782608697	297.32608695652175	50.06521739130435	6.130434782608696	155.30434782608697	3271.608695652174	63.34782608695652	22444.54347826087	1178.0652173913045	68.45652173913044	30.65217391304348	297.32608695652175	852.1304347826087	19229.130434782608	1770.6739130434783	190.04347826086956	784.6956521739131	456.7173913043478	60.28260869565218	1400.804347826087	35.76086956521739	80.93980623812321	92.41140511313863	47.0	553.7826086956522	135.8913043478261	352.5	3621.0434782608695	67.62753509413297	63.34782608695652	312.6521739130435	719.304347826087	92.41140511313863	3243.0	48.02173913043478	88.8913043478261	45.014916740168424	68.45652173913044	92.41140511313863	202.43740575825714	62.32608695652174	79.69565217391305	Growth with 10 mM proline supplementation and 50 mM (S)-lactic acid.
Inj00089-Positive-A11.d.DeMP	2647.450074733662	2302.430516775322	956.8542407377961	24.53472412148195	1115.5632373986325	359.5870504054699	696.1727969470504	3243.950554937192	2647.450074733662	8209.932059150899	2582.279713785975	234.61329941167116	654.0037398632533	1922.909003021148	197.04450310065192	158.7089966608364	190.14411194148514	3404.9596819844173	414.15152454200125	575.0325965972332	51.36957862935284	1727.2812566082193	234.61329941167116	51.36957862935284	41.402346955000795	1727.2812566082193	2708.0201749085704	460.79278740658293	16764.883676260135	424.7574113531563	8.43381141675942	75.13759262203848	210.0785752901892	575.0325965972332	4255.241214819526	150.27518524407697	118.6261135268441	139.3353476289922	187.0772714262999	67.47049133407536	801.9787947209413	109.21145084478418	511.3956559071394	414.15152454200125	30.66840515185244	470.76001908093497	62.10352043250119	20.701173477500397	1015.1242105263158	148.74176498648433	537.463800286214	709.2068691365877	1567.922213388456	414.15152454200125	507.5621052631579	282.14932739704244	274.48222610907936	410.3370875078702	16.100912704722532	414.15152454200125	274.130623706376	28.368274765463507	834.1806201303864	Growth with 20 mM alanine supplementation and 50 mM (S)-lactic acid.
Inj00090-Positive-C10.d.DeMP	11568.342857142858	10003.885714285714	519.4285714285714	36.0	2134.285714285714	1145.8285714285714	4299.428571428572	6376.114285714286	11568.342857142858	32616.0	10631.314285714287	32.91428571428572	2602.285714285714	5787.771428571428	216.0	656.2285714285714	1269.257142857143	10314.514285714286	544.9370004295771	290.0571428571429	32.91428571428572	32.91428571428572	32.91428571428572	32.91428571428572	29.82857142857143	32.91428571428572	2283.4285714285716	39.08571428571429	20595.085714285713	3321.2571428571428	325.0285714285714	94.62857142857143	11.314285714285715	290.0571428571429	39296.57142857143	848.5714285714286	1235.3142857142857	195.42857142857144	100.8	173.82857142857142	332.22857142857146	32.91428571428572	110.05714285714286	544.9370004295771	11.314285714285715	2226.8571428571427	174.85714285714286	900.0	2434.6285714285714	123.37167763129499	48.85569892722925	301.37142857142857	684.0	544.9370004295771	2707.2	138.85714285714286	294.84330049155085	464.415608950331	325.0285714285714	544.9370004295771	270.48824862249376	62.660085562316034	282.85714285714283	Growth with 20 mM proline supplementation, no lactic acid.
Inj00099-Positive-G6.d.DeMP	7566.28294036061	5857.725381414702	463.48127600554784	8.474341192787794	1282.884882108183	1157.0735090152566	2151.8307905686547	5106.768377253814	7566.28294036061	19247.18446601942	7194.063800277392	866.9332023498015	2086.6435506241332	4731.28987517337	71.70596393897364	758.127600554785	1262.6768377253813	6007.656033287101	497.378640776699	664.9098474341192	89.22851966331989	262.1835261868568	862.6304135051801	89.22851966331989	27.37864077669903	262.1835261868568	1898.904299583911	18.25242718446602	17354.14701803051	1077.5450762829403	125.15950069348128	86.69902912621359	854.024835815937	664.9098474341192	23065.20110957004	1219.001386962552	267.26768377253813	453.0513176144244	60.49463990025416	37.156726768377254	359.8335644937587	22.890980201011786	82.50029482783458	497.378640776699	3.259361997226075	897.628294036061	138.19694868238557	280.30513176144245	777.0319001386962	33.63717210620778	54.10540915395284	250.31900138696255	237.28155339805824	497.378640776699	2807.614424410541	36.02334341960677	291.34766533147194	470.0	125.15950069348128	497.378640776699	206.55685374002678	24.119278779472953	368.9597780859917	Growth with 10 mM proline supplementation, no lactic acid.
Inj00101-Positive-C2.d.DeMP	2617.5063370773482	5863.930136423458	1354.7338858488044	507.33086750237686	957.2629872216381	1312.1477181387509	1825.0333031685261	2616.8891462409706	2617.5063370773482	21767.70360820113	2313.2312547431975	2648.3658788962275	1230.6785277369092	5226.989193281788	43.20335854643112	446.2289747009957	553.4519089679035	4370.945503226074	43.20335854643112	1567.6647243990722	1532.4848467255495	1973.1591038991469	2613.803192059083	1532.4848467255495	201.2042126590935	1973.1591038991469	1667.0324490558637	106.77401469332263	23462.509644893988	704.8319351432049	96.89896131128123	84.58531475298706	2025.620324991242	1567.6647243990722	7652.549180245706	3313.697600511267	79.00042705633119	38.26583185541042	17.898534254950036	7.406290036531049	542.5107451758994	34.86692620679131	98.1333429840364	43.20335854643112	51.226839419339754	1713.9389526205603	68.5081828379122	315.3845173889472	969.6068039491898	43.20335854643112	99.98491549316917	496.8386232839579	95.66457963852605	43.20335854643112	1934.276081207359	167.2587166583262	169.72748000383655	43.20335854643112	96.89896131128123	43.20335854643112	781.3635988540257	60.484701965003566	1411.5154427955424	Growth with 20 mM alanine supplementation, no lactic acid.
Inj00102-Positive-B8.d.DeMP	4026.953125	4157.6640625	249.5390625	169.0	406.65625	992.21484375	1997.6328125	2602.99609375	4026.953125	15249.609375	3925.94921875	289.80859375	880.6484375	3881.05859375	110.24609375	1020.6015625	580.9375	7329.71484375	71.6623929010535	659.49609375	155.13671875	246.8984375	289.80859375	155.13671875	46.87109375	246.8984375	118.16796875	64.98799459677063	11413.44140625	1423.95703125	60.07421875	21.125	289.80859375	659.49609375	19311.55078125	1970.56640625	260.76171875	471.6134139182613	62.71484375	143.25390625	283.20703125	95.72265625	112.88671875	71.6623929010535	14.5234375	604.04296875	122.7890625	362.42578125	792.1875	52.231600561170715	117.68928462464818	299.7109375	218.51171875	71.6623929010535	1421.9765625	27.7265625	50.171875	71.6623929010535	60.07421875	71.6623929010535	207.1283077850021	68.65625	268.0234375	Growth with 20 mM proline supplementation, no lactic acid.
Inj00103-Positive-D4.d.DeMP	7627.048737923739	7552.900606480733	182.14649680564617	42.98442402493125	1097.7147285366818	1261.0555398314207	1537.230464191604	7177.324201562896	7627.048737923739	26271.00535343736	7048.908234788413	572.7674501322089	2377.57595387901	5025.953779115087	229.9666685333822	327.7562331901008	1223.4441688096058	5303.203314075893	406.2028070356003	605.0057681509073	156.35584239068743	333.1292861932172	572.7674501322089	156.35584239068743	42.447118724619614	333.1292861932172	1954.7166825337486	111.22219716450961	24446.316553579025	1009.0593539852612	120.89369257011914	141.00386013258256	572.7674501322089	605.0057681509073	26260.796552731437	1352.9347461847112	328.2935384904124	226.5207455284101	15.581853709037578	164.41542189536204	266.50342895457374	5.910358303428047	46.74556112711274	406.2028070356003	52.11861413022914	233.19050033525204	50.50669822929422	293.3686939701558	1727.4365405019246	60.71549893521539	116.59525016762602	339.0396444966452	90.80459575266727	406.2028070356003	3535.4688760505956	29.83613616858568	82.74501624799265	227.280142031824	131.63979857635195	406.2028070356003	112.2968077651329	87.04345865048579	317.54743248417964	Baseline growth without any supplementation or treatment.
Inj00104-Positive-C3.d.DeMP	7297.552238805971	12921.79104477612	552.4776119402985	36.776119402985074	1276.2985074626865	3008.119402985075	3139.3432835820895	4031.1641791044776	7297.552238805971	41805.253731343284	6678.20895522388	1111.6417910447763	3541.3731343283584	2016.0	312.5970149253731	668.6567164179105	1170.1492537313434	7397.014925373134	66.02985074626866	1275.4626865671642	408.7164179104478	618.5074626865672	1111.6417910447763	408.7164179104478	93.61194029850746	618.5074626865672	2537.5522388059703	580.8955223880597	37682.149253731346	2755.7014925373137	103.64179104477613	74.38805970149254	1045.6119402985075	1275.4626865671642	34124.05970149254	6812.776119402985	330.9850746268657	192.23880597014926	40.95522388059702	72.71641791044776	510.6865671641791	24.238805970149254	113.67164179104478	66.02985074626866	9.194029850746269	557.4925373134329	56.0	1040.597014925373	2539.223880597015	178.89091804929697	485.6119402985075	239.88059701492537	293.3731343283582	66.02985074626866	6231.880597014925	77.22342505924105	38.44776119402985	66.02985074626866	103.64179104477613	66.02985074626866	320.95522388059703	147.1044776119403	533.2537313432836	Baseline growth without any supplementation or treatment.
Inj00115-Positive-F12.d.DeMP	3775.038961038961	7296.922077922078	796.1948051948052	59.68181818181818	169.86363636363637	332.512987012987	2004.9155844155844	3676.6623376623374	3775.038961038961	22154.415584415583	3616.9805194805194	202.65584415584416	2239.707792207792	4081.974025974026	304.31168831168833	1067.7142857142858	788.3246753246754	8899.805194805194	65.62533175741837	421.05194805194805	112.8051948051948	186.91558441558442	202.65584415584416	112.8051948051948	86.57142857142857	186.91558441558442	2797.1753246753246	24.92207792207792	19932.415584415583	793.5714285714286	266.92857142857144	84.58531475298706	202.65584415584416	421.05194805194805	4509.584415584415	352.18831168831167	230.2012987012987	294.47402597402595	7.87012987012987	34.103896103896105	686.012987012987	34.86692620679131	181.012987012987	65.62533175741837	9.837662337662337	3001.7987012987014	15.084415584415584	241.0882050598676	1131.3311688311687	33.44805194805195	54.435064935064936	995.5714285714286	464.3376623376623	65.62533175741837	1064.435064935065	535.1688311688312	24.266233766233764	56.58947518371318	274.14285714285717	65.62533175741837	314.14935064935065	50.5	1082.7987012987012	Growth with 20 mM alanine supplementation, no lactic acid.
Inj00125-Positive-G3.d.DeMP	2411.0	3409.2452681388013	644.5812302839116	65.24461989647175	308.02996845425866	1049.583596214511	422.11514195583595	4932.282334384858	2411.0	14306.280757097791	2411.0	1817.757097791798	657.891167192429	1154.1616719242902	243.38170347003154	414.99591773942575	878.4558359621451	6168.205047318612	306.12854889589903	5316.369085173502	1093.3162460567823	1562.9668769716088	1817.757097791798	1093.3162460567823	148.31072555205046	1562.9668769716088	374.5796529968454	38.10603123720966	15352.061514195584	388.95255144670745	60.44494601800031	77.95820189274448	1694.1648264984226	5316.369085173502	10206.820189274447	802.3990536277603	76.05678233438486	210.15759862521654	107.95192268546047	45.63406940063091	1294.8667192429023	117.21726278611914	408.8052050473186	306.12854889589903	41.83123028391167	1399.4447949526814	60.845425867507885	167.3249211356467	2234.167981072555	92.90734358935667	104.8557619188126	629.3698738170347	283.3115141955836	306.12854889589903	1542.051261829653	469.6506309148265	410.84100774591076	306.12854889589903	67.53038595529209	306.12854889589903	274.13062370637596	261.38132361793276	150.2121451104101	Growth with 10 mM proline supplementation and 50 mM (S)-lactic acid.
Inj00128-Positive-B4.d.DeMP	1631.2638752559105	13895.695524955363	2309.8051341017663	152.06697142216115	67.96932813566293	806.4157575417637	1271.8328518944388	5612.6536724906755	1631.2638752559105	42787.268072655206	1587.4870198465005	5224.422086359855	1499.9333090276805	6041.206046498584	100.22595843733349	1003.4116068841089	460.8090043095793	10937.301717287864	108.29011601275113	2941.1134700058897	3209.5347150162197	3606.9824812332317	4957.152863860299	3209.5347150162197	547.2106926176253	3606.9824812332317	3332.801123669032	232.70854717633753	46078.59638593638	775.3111497508671	361.7350683830197	202.75596189621487	3541.3171981191167	2941.1134700058897	7804.952510493499	4570.073300240252	218.01610903494006	139.39472380364774	36.86472034476634	51.1361227551676	973.4590216039862	23.040450215478963	572.5551878546522	108.29011601275113	43.77685540941003	2101.2890596516813	89.91227727568791	91.0097783511419	2041.3838890914362	429.70439651868264	231.5565246655636	605.9638406670967	746.5105869815184	108.29011601275113	748.8146320030663	115.20225107739482	708.4938441259782	70.27337315721084	374.40731600153316	108.29011601275113	1022.995989567266	223.49236709014593	2457.2640154808314	Growth with 20 mM alanine supplementation, no lactic acid.
Inj00129-Positive-C7.d.DeMP	7889.488095238095	13670.119047619048	229.03571428571428	106.59523809523809	701.5119047619047	2012.345238095238	4430.9047619047615	5872.821428571428	7889.488095238095	57195.54761904762	7389.642857142857	452.4791981571943	2035.392857142857	5714.369047619048	7.2023809523809526	1277.702380952381	1784.75	14012.95238095238	174.29761904761904	3638.642857142857	174.3397857070405	272.02727365347505	429.50134421009284	174.3397857070405	229.03571428571428	272.02727365347505	1080.357142857143	239.36772829334245	33334.05952380952	3265.559523809524	69.14285714285714	174.29761904761904	404.2209537097642	3638.642857142857	46475.52380952381	6335.214285714285	512.8095238095237	60.5	157.01190476190476	7.2023809523809526	1199.9166666666667	41.495781920500754	370.66966301256684	174.29761904761904	7.2023809523809526	1855.3333333333333	136.8452380952381	633.8095238095237	2238.5	178.89091804929697	180.38526560518923	512.8095238095237	400.45238095238096	174.29761904761904	3931.059523809524	41.773809523809526	544.8394533041985	174.29761904761904	23.047619047619047	174.29761904761904	242.73693091623855	410.5357142857143	84.98809523809524	Growth with 20 mM proline supplementation, no lactic acid.
Inj00138-Positive-E4.d.DeMP	2670.893364242249	3161.3372935381053	975.2987539843524	161.38539553752537	9.082294986960301	1472.0304259634888	738.4604462474646	3360.4491451753115	2670.893364242249	10775.095044914518	2411.0	3854.386264850768	2306.2042886119966	1690.0055056505362	514.1976238771371	573.581860330339	222.8655462184874	5718.35265140539	263.38655462184875	3421.9292958562737	2131.5447696319907	2857.429730512895	3922.1541582150103	2139.928426543031	151.60446247464503	2857.429730512895	4010.8811938568533	118.76847290640394	35920.47667342799	897.7499275572299	59.38423645320197	69.1651695160823	3482.710808461316	3421.9292958562737	10894.562155896841	3848.797160243408	59.38423645320197	76.85018835120256	41.21964647928137	7.685018835120255	727.9808751086642	17.46595189800058	78.24746450304261	263.38655462184875	45.83028759464674	426.1692263112142	105.8134739965512	238.23558388872792	1307.3712905523369	60.082874529121995	239.63286004056798	445.0324543610548	535.0243369273622	246.6192407997682	8310.998551144596	23.75369458128079	493.2384815995364	213.0846131556071	14.671399594320487	263.38655462184875	53.79513184584179	95.01477832512316	1673.9368299043756	Growth with 50 mM (S)-lactic acid, no proline supplementation.
Inj00139-Positive-C11.d.DeMP	9433.824534991978	3655.253530891587	163.52126458411743	93.44072261949567	989.733969851237	1887.25670027534	1549.1488223758492	2758.960283659846	9433.824534991978	15267.722282748648	8830.14828754234	487.0368614403266	2722.075787888992	4850.311193867243	254.50302081888952	1324.1533981736425	1752.0135491155438	13450.54612443793	365.1565081314502	240.97870570290988	111.73397871376812	229.60976378339444	487.0368614403266	111.73397871376812	249.5850880494424	229.60976378339444	2061.8433135907135	43.44699800405443	16130.819483786621	2837.647207971	118.83586289922398	111.88297050492244	487.0368614403266	240.97870570290988	25731.853732939802	617.2005625656161	361.4680585543648	725.3950834934532	114.34193688964602	80.23108057134314	1391.7749737535407	35.65501257849177	533.5957054850147	365.1565081314502	277.8632014737634	2510.604678802765	99.71616466468902	247.12612166471882	1257.7613057861063	33.63717210620777	103.44737470993276	553.2674365628033	821.2947724976725	365.1565081314502	2559.7840064972365	45.490878117386046	124.1778024285403	282.7811342432106	118.83586289922398	365.1565081314502	206.55685374002678	114.34193688964602	29.507596616682843	Growth with 20 mM proline supplementation and 50 mM (S)-lactic acid.
Inj00141-Positive-A5.d.DeMP	755.2560240963855	8132.628012048192	1529.9774096385543	131.585843373494	390.8644578313253	80.19728915662651	1544.7710843373493	4651.442771084337	755.2560240963855	32242.42469879518	637.6852409638554	2585.7786144578313	1783.8057228915663	3160.3960843373493	63.06777108433735	1063.5873493975903	343.36897590361446	10198.2921686747	87.98343373493975	1883.4683734939758	1418.6355421686746	1758.1114457831325	2653.5180722891564	1418.6355421686746	746.691265060241	1758.1114457831325	3420.453313253012	641.5783132530121	28758.90361445783	1360.2394578313254	247.59939759036143	126.91415662650603	2405.9186746987953	1883.4683734939758	4987.80421686747	2518.039156626506	126.91415662650603	49.83132530120482	196.9894578313253	54.00514976610729	1022.3207831325301	16.35090361445783	123.0210843373494	87.98343373493975	93.43373493975903	1793.1490963855422	101.21987951807229	190.7605421686747	1897.4834337349398	176.74548192771084	406.4367469879518	851.8042168674699	443.8102409638554	87.98343373493975	748.2484939759036	220.34789156626505	258.5	65.40361445783132	222.68373493975903	87.98343373493975	692.1882530120482	135.5740710166132	2003.375	Growth with 20 mM alanine supplementation, no lactic acid.
Inj00142-Positive-H10.d.DeMP	3374.655017157877	7326.340383070895	382.525736815206	138.75868550352507	256.0977390542481	483.0197863175059	1332.3565917885564	3116.9364063374624	3374.655017157877	31512.988877801843	3207.7052252427657	236.64727786025458	1800.7885322105674	4491.435664046338	802.331524252233	1526.8612037284918	1982.3261700211735	18153.763781060625	173.4332789797756	1541.4490496239869	236.64727786025458	236.64727786025458	236.64727786025458	236.64727786025458	79.42271654214024	236.64727786025458	19.450461193993526	73.78749202721826	21778.033050208083	181.53763781060624	103.1167381030832	171.3674645511068	170.19153544744336	1541.4490496239869	22214.047555306774	2911.0856920343645	325.79522499939156	105.35666480079827	32.41743532332254	97.0377083102123	1486.3394095743386	59.9722553481467	47.005281218817686	173.4332789797756	306.34476380539803	847.7159337048845	515.4372216408284	427.91014626785756	977.3856749981746	88.05850558828422	67.77976755655895	333.8995838302222	150.74107425344982	173.4332789797756	2940.2613838253546	212.33420136776266	182.9982703872855	58.35138358198058	106.69877343849413	173.4332789797756	199.36722723843363	37.280050621820926	34.03830708948867	Growth with 10 mM proline supplementation, no lactic acid.
Inj00143-Positive-A8.d.DeMP	3693.711944743826	6263.05343670688	377.31059578857094	195.0824322914856	543.6599566572796	33.269872173741724	1405.652099340588	2799.962196803764	3693.711944743826	21401.60140921786	3491.068177867399	947.435223493145	2554.2188227931715	5011.652562899095	461.99754313991355	1268.0358098946563	1525.1211857826604	8564.723684363013	387.14033074899464	2984.4587606763316	537.6108889893266	668.421977308811	977.6805618329103	537.6108889893266	15.122669169882602	668.421977308811	1853.283106769113	404.5314002943596	33477.052741369116	1144.786056160113	16.634936086870862	270.6957781408986	602.6383664198218	2984.4587606763316	17133.228036018496	4435.478867526567	174.66682891214407	134.59175561195516	130.81108831948453	10.585868418917823	680.5201126447172	65.01506570582156	142.15309019689647	387.14033074899464	51.41707517760085	672.9587780597758	27.976937964282815	135.3478890704493	787.1349302923895	57.888835867311855	396.97006570941835	234.40137213318033	217.76643604630948	387.14033074899464	5835.838032657696	141.39695673840234	338.30766319744913	350.8459247412764	16.634936086870862	387.14033074899464	295.64818227120486	48.39254134362433	877.8709453116851	Baseline growth without any supplementation or treatment.
Inj00151-Positive-B2.d.DeMP	3747.8518518518517	2128.0	359.85185185185185	20.74074074074074	720.7407407407408	1379.2592592592591	991.4074074074074	3182.6666666666665	3747.8518518518517	9956.592592592593	3513.4814814814813	2601.925925925926	1105.4814814814815	1123.111111111111	225.03703703703704	66.37037037037037	73.62962962962963	7432.444444444444	61.18518518518518	1277.6296296296296	976.8888888888889	1451.8518518518517	2601.925925925926	976.8888888888889	50.81481481481482	1451.8518518518517	1383.4074074074074	48.74074074074074	15205.037037037036	788.1481481481482	66.62791078578857	36.2962962962963	2488.8888888888887	1277.6296296296296	15892.592592592593	1820.0	274.81481481481484	99.55555555555556	134.8148148148148	51.85185185185185	1352.2962962962963	244.74074074074073	20.74074074074074	61.18518518518518	24.88888888888889	1646.8148148148148	56.0	321.48148148148147	1988.0	13.481481481481481	192.88888888888889	573.4814814814815	546.5185185185185	61.18518518518518	2912.0	197.03703703703704	203.25925925925927	61.18518518518518	73.71335072308035	61.18518518518518	225.03703703703704	285.18518518518516	62.22222222222222	Growth with 20 mM proline supplementation and 50 mM (S)-lactic acid.
Inj00152-Positive-G2.d.DeMP	10448.01582733813	6876.887050359712	1109.5014388489208	40.437410071942445	2967.9374100719424	1310.0035971223022	4091.7604316546763	7795.153237410072	10448.01582733813	23387.987050359712	9444.662589928057	24.430935251798562	4005.8309352517986	5364.696402877697	280.5345323741007	456.60575539568345	1193.7460431654677	7420.264748201439	642.7863309352518	491.14604316546763	24.430935251798562	24.430935251798562	24.430935251798562	24.430935251798562	44.25497023655	24.430935251798562	3513.0	179.4410071942446	39554.52661870504	2314.1992805755394	24.430935251798562	231.6726618705036	97.72374100719425	491.14604316546763	32721.446762589927	2430.456834532374	65.71079136690648	655.4230215827338	32.85539568345324	94.19970375876899	633.5194244604317	36.225179856115105	54.7589928057554	642.7863309352518	25.161750926754966	1263.6690647482014	52.23165467625899	219.0359712230216	2410.238129496403	178.89091804929703	113.73021582733813	104.46330935251798	257.7884892086331	642.7863309352518	4428.738848920863	90.9841726618705	275.4798561151079	521.4741007194244	16.848920863309353	642.7863309352518	466.71510791366904	31.170503597122302	1337.8043165467625	Baseline growth without any supplementation or treatment.
Inj00153-Positive-G12.d.DeMP	3692.6496737649677	5005.693590019359	737.6136445113644	66.88918763891877	662.4778446977845	116.36886068688608	459.9777012977701	6376.46379149638	3692.6496737649677	17007.26317487632	3692.6496737649677	345.44142109414213	1441.324550082455	3790.692729619273	352.7717430271743	42.149351114935115	1007.9192657919266	4028.0119022011904	297.79432852943285	678.9710690471069	103.54079730407973	150.27159962715996	345.44142109414213	103.54079730407973	154.58596791122298	150.27159962715996	5746.05610525561	197.90180245544062	28339.024593102462	1234.2429554742955	234.5703018570302	36.65160966516097	333.5296479529648	678.9710690471069	12779.5	226.32368968236898	164.01595325159533	67.82058004883179	74.21950957195097	76.052090055209	698.2131641213165	54.32941453080223	218.07707750770777	297.79432852943285	53.1448340144834	113.619989961999	116.14068105340068	137.44353624435362	1277.3085968308596	115.45257044525705	172.265886971128	1637.4106617910663	242.81691403169143	297.79432852943285	7106.747114074712	38.48419014841902	27.488707248870725	198.83498243349825	234.5703018570302	297.79432852943285	200.6675629167563	199.75127267512727	623.0773643077365	Growth with 50 mM (S)-lactic acid, no proline supplementation.
Inj00154-Positive-E11.d.DeMP	2515.5	6442.683582089552	336.4011940298507	69.86092497590919	1007.7017910447761	30.035820895522388	273.32597014925375	9456.778208955224	2557.5501492537314	21555.20686567164	2453.9265671641792	1260.0026865671641	297.35462686567166	4512.8820895522385	211.75253731343284	91.60925373134329	674.3041791044776	6173.8629850746265	501.59820895522387	2171.5898507462684	279.3331343283582	699.8346268656717	1260.0026865671641	279.3331343283582	86.37015226723993	699.8346268656717	1922.2925373134328	63.76316593870835	16827.56865671642	464.0534328358209	139.6665671641791	43.55194029850746	1260.0026865671641	2171.5898507462684	17767.68985074627	1390.6585074626867	277.8313432835821	483.17723271713976	51.06089552238806	18.02149253731343	695.3292537313433	90.10746268656716	105.17311811343455	501.59820895522387	208.74895522388059	917.5943283582089	30.035820895522388	242.6190727363534	1001.6946268656716	27.79979197661302	81.25494832195719	300.35820895522386	415.9961194029851	501.59820895522387	1447.7265671641792	69.08238805970149	168.20059701492536	477.56955223880595	154.6844776119403	501.59820895522387	282.33671641791045	46.5555223880597	51.06089552238806	Growth with 10 mM proline supplementation, no lactic acid.
