	mu	AUC	MaxOD	Summary
E3	0.26266526645131566	19149.471100113915	1.3461118513354797	Growth with supraphysiological lysine supplementation without hyperosmotic stress.
E5	0.35729120491333016	7455.866554555181	0.9253666666666667	Growth with valine supplementation under hyperosmotic stress.
E6	0.2418913605907246	44673.97845907801	1.9762089055385288	Baseline growth without any supplementation or hyperosmotic stress.
E7	0.3102639863099708	7605.972955833159	0.4822502417831138	Growth under hyperosmotic stress without any supplementation.
E8	0.24884304408028002	63358.33799171303	2.420966666666975	Growth with valine supplementation without hyperosmotic stress.
E9	0.2655337204707015	9800.428492518102	0.704772216114326	Growth with physiological lysine supplementation under hyperosmotic stress.
E10	0.5035733705313475	9232.006450417904	1.2284333333333335	Growth with supraphysiological lysine supplementation under hyperosmotic stress.
E11	0.23128296578981172	57471.05693160808	2.2498	Growth with physiological lysine supplementation without hyperosmotic stress.
E12	0.0	659.5000000000002	0.0	Media control
F1	0.2747664324901157	6549.022406174394	0.47292710963341256	Growth under hyperosmotic stress without any supplementation.
F2	0.2617464005442461	31816.39079791488	1.8353920897735885	Growth with supraphysiological lysine supplementation without hyperosmotic stress.
F3	0.2181306351134895	11715.69260085978	0.7256221505697404	Growth with valine supplementation under hyperosmotic stress.
F4	0.0	720.0	0.0	Media control
F5	0.254363013439552	74198.12272267907	2.4530749716531672	Growth with physiological lysine supplementation without hyperosmotic stress.
F6	0.263970132765728	60478.61853964719	2.448856201799825	Growth with valine supplementation without hyperosmotic stress.
F7	0.23535602930834382	54568.852979309886	2.1372605142163392	Baseline growth without any supplementation or hyperosmotic stress.
F8	0.2140091370710036	7907.371277952283	0.4972904605519484	Growth under hyperosmotic stress without any supplementation.
F9	0.0	924.102569797153	0.0	Media control
F10	0.23279490537579406	8083.378027540774	0.5292285685491988	Growth with physiological lysine supplementation under hyperosmotic stress.
F11	0.19547930314430376	46193.53872533096	2.0009333333333372	Baseline growth without any supplementation or hyperosmotic stress.
F12	0.5563697707110119	8244.529147707777	0.5337209235153744	Growth with supraphysiological lysine supplementation under hyperosmotic stress.
G1	0.0	668.1332325354757	0.0	Media control
G3	0.24342376458704648	6275.193577617283	0.43004118375011385	Growth under hyperosmotic stress without any supplementation.
G4	0.2561437819636346	11146.952380938767	0.8139074044041275	Growth with valine supplementation under hyperosmotic stress.
G5	0.22370865910787854	26607.443594240947	1.5974468004774525	Growth with supraphysiological lysine supplementation without hyperosmotic stress.
G6	0.27198410886081387	55509.07404456378	2.2970333333333333	Growth with physiological lysine supplementation without hyperosmotic stress.
G7	0.29453767803137976	8238.87666460432	0.528711735525927	Growth with physiological lysine supplementation under hyperosmotic stress.
G8	0.29437236051897997	7623.955119338837	0.5107081608649118	Growth with valine supplementation under hyperosmotic stress.
G9	0.2656775172512058	8548.080376685586	0.6585000000000001	Growth with valine supplementation under hyperosmotic stress.
G11	0.5315560250670567	8364.30327141459	0.6471417530143327	Growth with supraphysiological lysine supplementation under hyperosmotic stress.
G12	0.24256451484074365	53886.57475981838	2.3468	Growth with valine supplementation without hyperosmotic stress.
H1	0.2421190223194427	47578.8721936804	1.9647666666666956	Baseline growth without any supplementation or hyperosmotic stress.
H2	0.24401791351315744	63073.60465781317	2.2164666666668973	Growth with physiological lysine supplementation without hyperosmotic stress.
H3	0.2837095688960662	7533.117618656731	0.5177554053373793	Growth with physiological lysine supplementation under hyperosmotic stress.
H4	0.2612041185409042	49383.7757852443	2.167	Growth with physiological lysine supplementation without hyperosmotic stress.
H5	0.46177794128832594	6577.5907779103545	0.44461578328592577	Growth under hyperosmotic stress without any supplementation.
H6	0.0	677.1399999999999	0.0	Media control
H7	0.26267801704151356	7553.790321594694	0.5591530850811898	Growth with valine supplementation under hyperosmotic stress.
H8	0.3194673823158709	7733.774968355009	0.661856133780471	Growth with supraphysiological lysine supplementation under hyperosmotic stress.
H9	0.26000775988375757	44777.77383724754	2.046408633562763	Growth with valine supplementation without hyperosmotic stress.
H10	0.25843503860669886	48476.91752956281	1.9843333333334088	Growth with physiological lysine supplementation without hyperosmotic stress.
H11	0.0	649.5599999999995	0.0	Media control
H12	0.21414724321252113	22462.384228393094	1.3115787255839204	Growth with supraphysiological lysine supplementation without hyperosmotic stress.
