	mu	AUC	FinalOD	Summary
D10	0.20014700696084065	11859.847473266269	0.6708911566095395	No glutamine supplementation with acetic acid treatment.
D11	0.0	290.984263575472	0.0	Media control
D12	0.21035650898705113	7179.374813286289	0.41980574411484306	High glutamine supplementation with acetic acid treatment.
E1	0.21647474176084808	4908.970751913468	0.28820041844392835	High glutamine supplementation with acetic acid treatment.
E2	0.0	638.6039999999986	0.0	Media control
E3	0.2521774669749625	38007.131237878144	1.9269900463124543	High glutamine supplementation without acetic acid treatment.
E4	0.18540293165175467	17072.280382420722	0.9033067680442963	No glutamine supplementation with acetic acid treatment.
E5	0.1476895010765466	3651.15093418539	0.12945401458791084	Leucine supplementation with acetic acid treatment.
E6	0.22524286695168752	47181.783381958674	2.0936903539994938	Baseline condition with no supplementation or treatment.
E7	0.19961060090724694	4858.403950734353	0.12476603340836712	Low glutamine supplementation with acetic acid treatment.
E9	0.2247798318335623	6735.389709471074	0.2740565618166485	High glutamine supplementation with acetic acid treatment.
E10	0.17681881462038404	18022.81267353095	0.8934134162494041	Leucine supplementation without acetic acid treatment.
E11	0.2293287745089065	59397.3815941697	2.4011815316021683	Low glutamine supplementation without acetic acid treatment.
E12	0.0	719.9999999999997	0.0	Media control
F1	0.19732186926391168	4208.550416625163	0.22599493143426702	Low glutamine supplementation with acetic acid treatment.
F2	0.25301790992980616	35586.43476570721	1.8321345456256517	High glutamine supplementation without acetic acid treatment.
F3	0.13202534552156922	4838.3722059404045	0.19093867375858706	Leucine supplementation with acetic acid treatment.
F4	0.0	499.51424760003727	0.0	Media control
F5	0.25358169370252975	50656.85862475077	2.24399790496677	Low glutamine supplementation without acetic acid treatment.
F7	0.2237294724309471	46657.49123618175	2.0386593412767224	Baseline condition with no supplementation or treatment.
F8	0.181063020191197	8853.021345357496	0.3996482210848543	Low glutamine supplementation with acetic acid treatment.
F9	0.0	412.75327116056144	0.0	Media control
F11	0.21672274905736094	40442.057738794385	1.9464371161167668	Baseline condition with no supplementation or treatment.
F12	0.19680077561244752	14958.984621353065	0.7241176857369843	Leucine supplementation without acetic acid treatment.
G1	0.0	542.1139358689122	0.0	Media control
G3	0.18378066780112676	8334.956065391978	0.4193035977584221	Low glutamine supplementation with acetic acid treatment.
G4	0.15531686887842397	2278.5508788456473	0.09741051061586675	Leucine supplementation with acetic acid treatment.
G5	0.2569548918571312	46121.259646589446	2.1371538103882357	High glutamine supplementation without acetic acid treatment.
G6	0.23966534410157767	54272.46404418549	2.3607571070513735	Low glutamine supplementation without acetic acid treatment.
G7	0.19517939271926635	8095.999620410972	0.4308451924144234	High glutamine supplementation with acetic acid treatment.
G8	0.30157355831100763	3680.171137955853	0.09524571919583415	Leucine supplementation with acetic acid treatment.
G9	0.12909931770779445	1782.1380079420671	0.06589225452703343	Leucine supplementation with acetic acid treatment.
G10	0.0	719.9999999999997	0.0	Media control
G11	0.19501020753233803	18348.482956497573	0.9918482369857471	Leucine supplementation without acetic acid treatment.
G12	0.19145240196287047	18814.631591910293	1.008965129218867	No glutamine supplementation with acetic acid treatment.
H1	0.21812326012738678	54370.433361601725	2.1976076495492602	Baseline condition with no supplementation or treatment.
H2	0.2501545732892132	52525.70897204755	2.1649431124097687	Low glutamine supplementation without acetic acid treatment.
H4	0.2486849248560338	39350.90018343126	1.9106899413102953	Low glutamine supplementation without acetic acid treatment.
H5	0.22817348903088774	2853.0993921517647	0.1723966397427062	Low glutamine supplementation with acetic acid treatment.
H6	0.0	719.9999999999997	0.0	Media control
H7	0.1370274764802336	3667.30079015943	0.1434379024562018	Leucine supplementation with acetic acid treatment.
H8	0.18109355329393292	22878.640272687102	1.0974590511790434	Leucine supplementation without acetic acid treatment.
H9	0.16565240308165227	17628.4277511783	0.8023739553789513	No glutamine supplementation with acetic acid treatment.
H10	0.2431586095979414	46471.14538397388	2.052057937729896	Low glutamine supplementation without acetic acid treatment.
H11	0.0	648.1965748204761	0.0	Media control
H12	0.25749247509217627	42924.785539904435	2.0259552593185255	High glutamine supplementation without acetic acid treatment.
