2'-Deoxyguanosine-5'-Diphosphate [[M+H]],2'-Deoxyguanosine-5'-Monophosphate [[M+H]],2'-Deoxyuridine [[M+Na]],5'-Deoxy-5'-Methylthioadenosine [[M+H]],ATP [[M+H]],Acetyl coenzyme A (Acetyl-CoA) [[M+H]],Ademetionine [[M+H]],Adenine [[M+H]],Adenosine 5'-diphosphate (ADP) [[M+H]],Adenosine phosphate [[M+H]],Adenosine-3'-5'-Diphosphate [[M+H]],Aminoadipate [[M+Na]],Argininosuccinic acid [[M+H]],Biotin [[M+H]],Choline [[M+H]],Cytidine [[M+H]],D-(+)-Melibiose [[M+Na]],D-(+)-Turanose [[M+Na]],Flavin adenine dinucleotide [[M+H]],Glucosamine [[M+H]],Glutamic Acid [[M+H]],Glutathione [[M+H]],Guanosine-5'-Diphosphate [[M+H]],Histidine [[M+H]],Imidazoleacetic acid [[M+H]],Isomaltose [[M+Na]],L-Arginine [[M+H]],L-Citrulline [[M+H]],L-Glutamine [[M+H]],L-Valine [[M+H]],Linoleic acid [[M+Na]],Maltose [[M+Na]],N-(5-Amino-5-Carboxypentyl)Glutamic Acid [[M+H]],N2-Acetyl-L-ornithine [[M+H]],Nicotinamide [[M+H]],O-acetyl-L-serine [[M+H]],Palatinose [[M+Na]],Pidolic Acid [[M+H]],Sucrose [[M+Na]],Thymine [[M+H]],Trehalose [[M+Na]],d-Desthiobiotin [[M+H]],gamma-Glutamylcysteine [[M+H]],Experimental group,Well,Unnamed: 0,Summary_x,Treatment,Supplement,mu,AUC,MaxOD,Summary_y
3918.75,6271.25,392.5,189.70113413391016,985.0,222.5,838.9660250103489,8075.0,3918.75,25676.25,3667.5,1085.0,3425.0,121.25,687.7785808303269,43.75,533.75,533.75,202.70784138144677,2462.5,837.5,30911.25,108.75,78.75,520.0,533.75,179918.75,1350.0,43.75,2082.5,38.75,533.75,617.5,4747.5,1578.75,562.5,533.75,21378.75,533.75,607.5,533.75,2175.0,402.5,High arginine supplementation with caffeine treatment.,A6,40,High arginine supplementation with caffeine treatment.,Yes,PosHigh,0.1969792144322711,7146.572,0.3094999999999999,High arginine supplementation with caffeine treatment.
2926.200260078024,4740.032726484612,277.1022973558734,767.9692241005636,602.4995665366276,917.6044646727352,1246.9603381014306,6070.915474642393,2926.200260078024,17010.122453402688,1984.844169917642,1121.8684438664934,23805.46250541829,1649.154529692241,600.124403987863,12982.638491547465,1589.8335366631386,1607.094262365726,333.3144776766364,620.7091460771566,190.01300390117035,5479.5,340.7521402313652,430.69614217598615,98.173385348938,1611.1970605664983,20498.44451668834,1834.4172084958825,119.54984828781969,1774.2464239271785,324.605548331166,1568.190926398111,2858.9039878630256,74.42175986129172,1075.9486345903772,153.5938448201127,1560.6810622000185,2569.925877763329,1499.9891034701086,98.173385348938,1571.1579400625824,1096.5333766796707,42.75292587776333,Negative control with alanine supplementation with caffeine.,C12,90,Negative control with alanine supplementation with caffeine.,Yes,NegHigh,0.1654349557924025,28214.876000000004,1.3048,Negative control with alanine supplementation with caffeine.
5159.820471161657,6565.421608448416,899.1385052802599,7.437043054427295,396.3943948009748,1652.5109666937449,973.5089358245328,4523.209585702681,5159.820471161657,20378.24167343623,4577.5,2241.5247766043867,2361.261169780666,246.90982940698615,1285.1210398050366,2710.058489033306,2746.5,2746.5,310.7514050238731,1208.5194963444353,25.285946385052803,17638.435012185215,321.28025995125915,169.56458164094232,20.080016246953697,2746.5,15304.69090170593,966.8155970755485,374.8269699431356,1247.1921202274573,216.52649706264452,2746.5,728.0865150284321,329.46100731112915,1290.3269699431355,109.32453290008122,2746.5,2103.939480097481,2746.5,20.080016246953697,2746.5,1253.885458976442,670.8212835093419,Low arginine supplementation without caffeine treatment.,C1,2,Low arginine supplementation without caffeine treatment.,None,PosLow,0.2397119561625586,73294.74799999999,2.2985733333333336,Low arginine supplementation without caffeine treatment.
11428.32722331829,3133.543766976188,429.9492037898871,104.48227963066074,8737.677367342867,4942.104288724617,1392.4806471130537,2693.4237218063254,11428.32722331829,10363.162744251733,8982.702182405921,3172.377888608823,4304.115147617042,160.88421819234486,1425.7670370838837,3951.834187092425,2699.8960754117643,2699.8960754117643,107.25614546156324,962.5314433231666,117.0867609973796,22756.79527672409,538.1299711950845,2686.026746257252,136.7518135816327,2699.8960754117643,34028.86139156821,1650.450169386986,121.12547461607572,1554.2894872490328,296.80364390656723,2699.8960754117643,1032.8027110393632,146.0902670941982,1197.3854170062448,31.43714608356164,2699.8960754117643,2651.815734342788,2625.926319921031,137.98299516339378,2686.026746257252,1449.807207618372,810.8934445671634,Low arginine supplementation without caffeine treatment.,B9,65,Low arginine supplementation without caffeine treatment.,None,PosLow,0.2342737132145297,63383.516,2.1389,Low arginine supplementation without caffeine treatment.
2507.794979079498,1120.0878661087866,613.1485355648535,103.4142259414226,1773.7635983263597,410.5125523012552,1712.9728033472802,856.6610878661088,2498.0125523012557,4080.669456066945,1949.4979079497907,810.5439330543933,278.1004184100418,51.70711297071129,514.9748953974895,46.81589958158995,3159.0251046025105,3159.0251046025105,242.6893362147183,176.43305439330544,182.93251353962597,8058.623430962342,178.8786610878661,690.010460251046,106.90794979079496,3159.0251046025105,11470.244769874476,1039.7322175732218,83.5,949.9435146443516,308.0031406728124,3159.0251046025105,134.15899581589957,156.51882845188285,506.24058577405856,155.03634083248008,3159.0251046025105,367.19037656903765,3123.389121338912,106.90794979079496,3150.2907949790792,612.7991631799163,1077.8138075313807,Negative control with alanine supplementation without caffeine.,H8,63,Negative control with alanine supplementation without caffeine.,None,NegHigh,0.5882348410939284,69838.54,2.01994,Negative control with alanine supplementation without caffeine.
9946.561599423632,8880.724063400578,433.1141930835735,100.43227665706053,3063.184438040346,903.8904899135448,2859.8090778097985,6924.805475504323,9946.561599423632,33490.398054755045,7573.849063400577,1485.1422910662825,4113.957132564842,11.298631123919307,578.7409942363113,10338.247478386167,110.47550432276658,110.47550432276658,385.40886167146977,783.3717579250721,199.6091498559078,21011.68768011528,911.4229106628244,2003.6239193083572,32.64048991354467,110.47550432276658,20248.402377521616,1959.6847982708932,529.7802593659943,1742.5,361.5561959654179,110.47550432276658,657.8314121037464,420.5601585014409,1208.953530259366,36.40670028818444,110.47550432276658,14353.027737752162,74.06880403458214,50.21613832853026,110.47550432276658,1846.6984870317003,50.21613832853026,Low arginine supplementation with caffeine treatment.,F1,5,Low arginine supplementation with caffeine treatment.,Yes,PosLow,0.1794278803706121,23887.932,1.1798666666666666,Low arginine supplementation with caffeine treatment.
5173.333333333333,1952.3809523809523,520.0,87.61904761904762,3120.9523809523807,2954.285714285714,1634.2857142857142,5079.047619047619,5173.333333333333,8427.619047619048,4368.571428571428,705.7142857142857,2563.809523809524,798.0952380952381,906.6666666666666,3901.904761904762,263.8095238095238,263.8095238095238,59.04761904761904,1807.6190476190477,208.57142857142856,16766.666666666664,555.2380952380952,684.7619047619047,186.66666666666663,263.8095238095238,11501.90476190476,3754.285714285714,2170.4761904761904,2269.5238095238096,288.57142857142856,263.8095238095238,958.095238095238,84.76190476190476,2609.5238095238096,114.28571428571428,263.8095238095238,14148.571428571428,191.42857142857144,186.66666666666663,253.3333333333333,1570.4761904761904,182.8571428571429,Low arginine supplementation with caffeine treatment.,C6,42,Low arginine supplementation with caffeine treatment.,Yes,PosLow,0.1854512156785076,27992.716,1.336266666666667,Low arginine supplementation with caffeine treatment.
7155.138579961513,8740.200529272432,398.12880466626126,113.10380198907174,2757.0885552473223,3856.445784980992,2526.658311048909,5238.406144391962,7155.138579961513,33936.59868667683,5375.049415884282,2247.781816048673,4031.597614802967,226.08250374183947,1035.3833344440834,3459.5591918737523,1709.9042109925383,1703.693153197433,156.5186564366581,777.624435947206,118.92158643087204,21584.668049550564,508.6856334191388,1745.9283462041503,146.5809639644893,1709.9042109925383,29489.48130538131,1621.7071903020408,274.5287545436622,1286.3100693663448,170.18298358589016,1709.9042109925383,817.9963116153917,974.5149680520498,1726.6740670393233,77.83886048513554,1661.4579601907158,3957.064921261701,1604.3162284757454,189.43726275071717,1613.011709388893,725.4515504683201,552.1630379848772,Baseline condition with no supplementation or treatment.,D5,35,Baseline condition with no supplementation or treatment.,None,None,0.2412492698227748,63266.124,2.183113333333333,Baseline condition with no supplementation or treatment.
6348.811551840373,4851.626891578523,297.939747392108,202.1278089105555,1279.3442921937503,1444.7831971526848,712.6598982846403,3031.7989370302453,6348.811551840373,19664.02332787913,5218.437133342676,1054.766593154473,2157.443095437325,366.8102417641531,625.0745956593222,5127.857461396834,1546.6962569096277,1607.987672382396,266.4988695266092,436.42932846632914,104.05433388819854,10242.988853181443,253.77279991438348,623.5774109990602,329.3806252576069,1587.527625107063,11219.9018440023,1322.014055011213,267.99605418687105,1831.8054318303728,162.34330592182374,1503.801714825897,362.3186877833676,86.83671029518727,1937.3569503788333,128.00928845238812,1531.9214455227109,11308.98433128788,1468.530778634015,349.59261817114185,1515.6068083142368,893.8192421763241,133.99802709343552,Caffeine treatment without arginine supplementation.,B3,17,Caffeine treatment without arginine supplementation.,Yes,None,0.1677375794961214,28720.268,1.3304066666666667,Caffeine treatment without arginine supplementation.
4814.76027820711,4675.423647604328,209.0049459041731,114.48731395004468,1305.8561051004638,926.9284389489952,466.4378670788253,6215.773106646058,4814.76027820711,20075.51978361669,4387.404636785162,1906.5329211746523,2299.904018547141,173.32117465224113,1091.7534775888716,3261.666615146832,2748.5,2748.5,138.70890442911605,2071.3579598145284,251.4856259659969,19716.9828438949,19.541112828438948,601.526429675425,70.51792890262752,2748.5,10899.692890262751,1197.9551777434312,23.78918083462133,1382.3213292117466,39.93183925811437,2748.5,925.2292117465224,40.78145285935085,1559.89057187017,626.1652241112829,2740.003863987635,4798.617619783617,2730.658114374034,70.51792890262752,2730.658114374034,1482.575734157651,358.53693972179286,Baseline condition with no supplementation or treatment.,H1,7,Baseline condition with no supplementation or treatment.,None,None,0.2381190024489314,70133.48400000001,2.4068333333333336,Baseline condition with no supplementation or treatment.
3153.108492797248,2089.69395828854,474.87929477531713,112.03639140310484,1163.5668028380994,157.54289400129005,387.1053966888841,6236.447989679638,3153.108492797248,7752.235691249193,2455.4185336486776,1125.4285095147543,3320.779144270049,155.29228122984304,528.658506992597,3980.01789542504,1590.0648735843529,1596.4835784503175,220.40426775825784,102.40288110083851,359.97443391367955,11771.830101053536,325.3029772051149,376.9776392173726,135.39011283669862,1595.4502165918907,20025.95244033541,57.39062567189852,23.631434100193506,1793.7383788432594,460.2503117609117,1555.545756344526,666.1813803483121,175.54779617286604,1373.9990969683938,423.1182975757124,1564.9526947893037,398.3584605461191,1490.305391992449,135.89896483496747,1551.2390479526848,2088.568651902817,280.20129004515155,Low arginine supplementation with caffeine treatment.,C9,66,Low arginine supplementation with caffeine treatment.,Yes,PosLow,0.1871674921675241,32068.836000000003,1.4672133333333333,Low arginine supplementation with caffeine treatment.
4041.2488091365367,6102.906200622734,564.4537712612696,136.109420020448,872.7015754252253,792.6372107073148,1194.9606434148154,6697.38410865322,4041.2488091365367,26117.996575541405,3542.848138767544,3566.8674481829166,2014.619577214425,1216.9783437122408,1191.9582297378938,12857.336169137465,355.2856184357282,355.2856184357282,184.8062915024796,3531.8392886188303,348.27998652291103,18986.26328829352,405.14909047569455,1109.8922559020357,194.1560844409332,355.2856184357282,4824.878778813087,2660.138517752579,772.6211195278371,1615.298558183846,693.5575593689005,355.2856184357282,632.5084812714936,126.10137443070916,3013.42252707036,277.2228628357654,355.2856184357282,10997.841298563992,355.2856184357282,205.16493458964587,355.2856184357282,68.054710010224,287.17936646144005,Negative control with alanine supplementation with caffeine.,G8,62,Negative control with alanine supplementation with caffeine.,Yes,NegHigh,0.1682443770509938,16035.86,0.7659600000000001,Negative control with alanine supplementation with caffeine.
10272.108108108108,12376.702702702702,520.0,52.7027027027027,4070.0540540540537,3816.3783783783774,2337.891891891892,5329.2972972972975,10272.108108108108,45822.54054054054,8000.27027027027,3123.5135135135133,1071.6216216216217,200.97297297297297,1914.8648648648648,7239.945945945946,2503.7297297297296,2503.7297297297296,397.72972972972974,761.027027027027,93.45945945945944,23345.18918918919,451.8378378378378,874.8648648648648,26.7027027027027,2503.7297297297296,31994.054054054053,1547.3513513513512,58.32432432432432,1772.2162162162165,408.97297297297297,2503.7297297297296,1212.162162162162,868.5405405405405,701.2972972972973,60.43243243243243,2503.7297297297296,3375.081081081081,2394.810810810811,33.729729729729726,2448.2162162162163,1289.4594594594594,734.3243243243243,Baseline condition with no supplementation or treatment.,G2,14,Baseline condition with no supplementation or treatment.,None,None,0.2394735939435601,67916.764,2.4148333333333336,Baseline condition with no supplementation or treatment.
9549.854430379746,6381.338607594937,341.3908227848101,78.95727848101265,3817.783227848101,4774.359177215189,3197.4857594936707,3251.449367088608,9554.966772151898,22765.257911392404,7579.330696202532,2352.2452531645567,4215.977848101265,76.11708860759494,1215.0332278481012,3754.731012658228,1733.6518987341772,1733.6518987341772,359.0,271.5221518987342,120.82423357431806,18679.36075949367,822.5189873417721,1162.7737341772151,24.425632911392405,1733.6518987341772,35726.18037974683,1165.613924050633,248.8006329113924,1264.4525316455697,201.65348101265823,1733.6518987341772,751.5142405063291,766.8512658227847,1328.0727848101264,89.97926630894797,1733.6518987341772,2623.767405063291,1733.6518987341772,24.425632911392405,1733.6518987341772,100.54272151898734,567.4699367088607,Baseline condition with no supplementation or treatment.,A8,56,Baseline condition with no supplementation or treatment.,None,None,0.2406052921936415,42873.772,1.7615666666666667,Baseline condition with no supplementation or treatment.
6135.563176895306,10834.003610108302,211.6173285198556,135.94404332129963,1553.6462093862815,1391.5848375451262,2739.6407942238266,7647.019855595668,6135.563176895306,33815.91335740072,5178.597472924188,3216.4494584837544,8605.994584837545,253.13718411552347,884.6407942238267,3852.6407942238266,1708.341155234657,1852.321299638989,608.0649819494585,1197.379061371841,187.69112324728,24698.95667870036,826.3790613718411,1224.835740072202,85.04873646209386,1852.321299638989,163039.0974729242,2113.494584837545,103.12996389891696,2170.416967509025,227.01985559566785,1708.341155234657,505.6046931407942,3684.552346570397,1494.7148014440434,217.20970379599052,1708.341155234657,1873.0812274368232,1692.268953068592,66.96750902527076,1708.341155234657,1054.0685920577616,185.5,High arginine supplementation without caffeine treatment.,C7,50,High arginine supplementation without caffeine treatment.,None,PosHigh,0.2503786629424178,60479.872,2.2397,High arginine supplementation without caffeine treatment.
10286.749505928854,11808.499011857706,336.91551383399207,27.715415019762844,3706.070652173913,1635.2094861660078,3684.417984189723,12659.881916996046,10286.749505928854,39661.625,7623.471343873517,4176.366600790514,9917.78804347826,606.2747035573123,1607.494071146245,4883.109683794466,2639.0271739130435,2639.0271739130435,186.2129446640316,1011.612648221344,208.14634255562123,27816.74950592885,939.725790513834,362.89871541501975,90.07509881422924,2639.0271739130435,189611.54743083,2329.827075098814,129.04990118577075,2004.1709486166008,616.6679841897233,2639.0271739130435,588.0864624505929,5511.903162055336,2249.2791501976285,234.79705548339612,2639.0271739130435,2168.7312252964425,2620.838932806324,86.61067193675889,2629.5,990.8260869565216,17.322134387351777,High arginine supplementation without caffeine treatment.,F2,13,High arginine supplementation without caffeine treatment.,None,PosHigh,0.2642590127797058,53760.10399999999,2.069899999999999,High arginine supplementation without caffeine treatment.
2831.7124735729385,6180.346044916032,846.8423152100204,213.71414894890103,837.492321193506,1485.3133351948622,191.0070206230803,5350.868004308109,2831.7124735729385,30927.10877976784,2634.026885795205,161.6213251426064,3336.612150464717,265.80697275519566,584.3512835283183,392.69974869360567,626.4495991064662,626.4495991064662,233.75696354785697,770.7066496469744,215.0498623798317,32097.193745263077,30.721408911404524,434.7767387162351,204.3641549323866,626.4495991064662,185055.0815748534,1454.5919262834575,527.6068052175995,2079.7058119589933,181.65702660656584,626.4495991064662,1844.620248115202,4120.675934420998,2439.012724879333,153.60704455702262,626.4495991064662,23448.449279987235,570.3496350073797,92.16422673421356,626.4495991064662,2191.9057401571663,726.6281064262635,High arginine supplementation with caffeine treatment.,B2,9,High arginine supplementation with caffeine treatment.,Yes,PosHigh,0.1936086290530607,6230.288,0.2649266666666667,High arginine supplementation with caffeine treatment.
6682.861953883496,7101.631371359224,1500.5904126213593,255.0006128756002,1380.5021237864078,1061.293082524272,1691.5,6083.446905339806,6682.861953883496,28012.3895631068,6060.866201456311,3865.405946601942,5005.731492718447,1250.1498786407767,2716.869235436893,6056.76061893204,560.4120145631068,560.4120145631068,204.16295327708343,1412.3203883495146,128.92319380192828,22689.501820388352,496.7754854368932,1122.8768203883496,239.15018203883497,560.4120145631068,21234.072815533986,589.1510922330098,39.00303398058253,1895.7527305825245,5.131978155339806,560.4120145631068,939.2435928646976,115.98270631067962,2191.3546723300974,35.92384708737864,560.4120145631068,4145.611953883496,560.4120145631068,239.15018203883497,560.4120145631068,1843.4065533980583,974.0494538834952,Low arginine supplementation without caffeine treatment.,H4,31,Low arginine supplementation without caffeine treatment.,None,PosLow,0.2435034409344738,64186.944,2.293533333333333,Low arginine supplementation without caffeine treatment.
