ReplicateName	2'-Deoxyguanosine-5'-Diphosphate [[M+H]]	2'-Deoxyguanosine-5'-Monophosphate [[M+H]]	2'-Deoxyuridine [[M+Na]]	5'-Deoxy-5'-Methylthioadenosine [[M+H]]	ATP [[M+H]]	Acetyl coenzyme A (Acetyl-CoA) [[M+H]]	Ademetionine [[M+H]]	Adenine [[M+H]]	Adenosine 5'-diphosphate (ADP) [[M+H]]	Adenosine phosphate [[M+H]]	Adenosine-3'-5'-Diphosphate [[M+H]]	Aminoadipate [[M+Na]]	Argininosuccinic acid [[M+H]]	Biotin [[M+H]]	Choline [[M+H]]	Cytidine [[M+H]]	D-(+)-Melibiose [[M+Na]]	D-(+)-Turanose [[M+Na]]	Flavin adenine dinucleotide [[M+H]]	Glucosamine [[M+H]]	Glutamic Acid [[M+H]]	Glutathione [[M+H]]	Guanosine-5'-Diphosphate [[M+H]]	Histidine [[M+H]]	Imidazoleacetic acid [[M+H]]	Isomaltose [[M+Na]]	L-Arginine [[M+H]]	L-Citrulline [[M+H]]	L-Glutamine [[M+H]]	L-Valine [[M+H]]	Linoleic acid [[M+Na]]	Maltose [[M+Na]]	N-(5-Amino-5-Carboxypentyl)Glutamic Acid [[M+H]]	N2-Acetyl-L-ornithine [[M+H]]	Nicotinamide [[M+H]]	O-acetyl-L-serine [[M+H]]	Palatinose [[M+Na]]	Pidolic Acid [[M+H]]	Sucrose [[M+Na]]	Thymine [[M+H]]	Trehalose [[M+Na]]	d-Desthiobiotin [[M+H]]	gamma-Glutamylcysteine [[M+H]]	Experimental group
Inj00047-Positive-A6.d.DeMP	3626.8269230769233	5804.079959514171	363.2611336032389	277.70148644966133	911.6234817813765	205.9251012145749	717.9599759456203	7473.461538461539	3626.8269230769233	23763.525303643724	3394.2935222672068	1004.174089068826	3169.858299595142	112.21761133603239	580.9041970098036	40.490890688259114	493.9888663967611	493.9888663967611	177.1326119462353	2279.0587044534414	775.1113360323886	28608.5495951417	100.64878542510122	72.8836032388664	481.2631578947369	493.9888663967611	166515.89574898785	1249.4331983805669	40.490890688259114	1927.3663967611337	35.86336032388664	493.9888663967611	571.5	4393.84008097166	1461.1427125506073	520.5971659919029	493.9888663967611	19786.16295546559	493.9888663967611	562.2449392712551	493.9888663967611	2012.9757085020244	372.5161943319838	High arginine supplementation with caffeine treatment.
Inj00049-Positive-C1.d.DeMP	5130.700785269429	6528.369347414027	894.0641754671	7.395071757378825	394.1573246682914	1643.184944489575	968.0148930408882	4497.682642837802	5130.700785269429	20263.23612239372	4551.666666666667	2228.874627673978	2347.935282967777	245.516382344977	1277.868399675061	2694.7641483888438	2731.0	2731.0	258.23185943945964	1201.699160574059	25.143243975088005	17538.89168697536	319.46709991876526	168.6076360682372	19.96669374492283	2731.0	15218.318169509885	961.3593284592473	372.7116165718928	1240.153533712429	210.4422870434115	2731.0	723.977525047387	327.60167885188196	1283.044949905226	108.70755483346873	2731.0	2092.0658001624697	2731.0	19.96669374492283	2731.0	1246.8090982940698	667.0354725155701	Low arginine supplementation without caffeine treatment.
Inj00050-Positive-B9.d.DeMP	11269.172847619942	3089.905079335274	423.96159984977936	103.02722749037649	8615.993803398742	4873.279034832411	1373.0885362876727	2655.914280349263	11269.172847619942	10218.842174443715	8857.606328044316	3128.198385128157	4244.174725377899	158.6436954276594	1405.9113698244298	3896.7997371138863	2662.2964979814105	2662.2964979814105	105.76246361843958	949.1269364378932	141.72677929930123	22439.877194629615	530.63580884424	2648.620317341095	154.4784615615598	2662.2964979814105	33554.965073702	1627.4654961975402	119.43864425875505	1532.643977091353	292.67026570275095	2662.2964979814105	1018.4195850154915	144.0557694113229	1180.710261947235	30.99934278471505	2662.2964979814105	2614.885738428317	2589.356867899728	169.77660851823228	2648.620317341095	1429.6167496009766	799.6006947704441	Low arginine supplementation without caffeine treatment.
Inj00051-Positive-H8.d.DeMP	2608.313484207	1164.9837044256954	637.7250159909842	107.55931893637111	1844.8603454052572	426.9668910480948	1781.6329079223906	890.9981419999391	2598.138954037343	4244.232585056807	2027.6385123815908	843.0324997715575	289.24735768024124	53.77965946818556	535.6163382169292	48.6923943833572	3285.6464926441477	3285.6464926441477	282.7291142411965	183.50491913130884	174.84387075182582	8381.632603332217	186.048551673723	717.6677530382871	111.19307971124852	3285.6464926441477	11930.0	1081.407206603515	86.84688251956993	988.0195546891658	264.02181691435976	3285.6464926441477	139.53641375529227	162.79248271450763	526.5319362797356	172.75680116851802	3285.6464926441477	381.908257439615	3248.582132740398	111.19307971124852	3276.562090706954	637.3616399134964	1121.0151990496788	Negative control with alanine supplementation without caffeine.
Inj00052-Positive-F1.d.DeMP	9946.561599423632	8880.724063400578	433.1141930835735	100.43227665706053	3063.184438040346	903.8904899135447	2859.8090778097985	6924.805475504323	9946.561599423632	33490.398054755045	7573.849063400577	1485.1422910662825	4113.957132564842	11.298631123919309	578.7409942363113	10338.247478386167	110.47550432276658	110.47550432276658	385.40886167146977	783.3717579250721	199.6091498559078	21011.687680115276	911.4229106628243	2003.6239193083575	32.64048991354467	110.47550432276658	20248.402377521616	1959.6847982708935	529.7802593659943	1742.5	361.5561959654179	110.47550432276658	657.8314121037464	420.5601585014409	1208.953530259366	36.40670028818444	110.47550432276658	14353.027737752162	74.06880403458214	50.21613832853026	110.47550432276658	1846.6984870317003	50.21613832853026	Low arginine supplementation with caffeine treatment.
Inj00060-Positive-C6.d.DeMP	5185.090909090909	1956.8181818181818	521.1818181818181	87.81818181818181	3128.0454545454545	2961.0	1638.0	5090.590909090909	5185.090909090909	8446.772727272726	4378.5	707.3181818181818	2569.6363636363635	799.9090909090909	908.7272727272726	3910.772727272727	264.4090909090909	264.4090909090909	59.18181818181818	1811.7272727272727	209.04545454545453	16804.772727272728	556.5	686.3181818181818	187.0909090909091	264.4090909090909	11528.045454545454	3762.8181818181815	2175.409090909091	2274.681818181818	289.2272727272727	264.4090909090909	960.2727272727273	84.95454545454545	2615.4545454545455	114.54545454545455	264.4090909090909	14180.727272727272	191.86363636363635	187.0909090909091	253.9090909090909	1574.0454545454545	183.27272727272725	Low arginine supplementation with caffeine treatment.
Inj00061-Positive-D5.d.DeMP	7237.6806928937685	8841.028013055653	402.721642720912	145.93852730041712	2788.8944961593265	3900.933977619567	2555.8059946781123	5298.836715613372	7237.6806928937685	34328.093348873495	5437.056312179052	2273.7123635054295	4078.106369581029	228.69060522685172	1047.3275794317633	3499.4688766856157	1729.6297697514362	1723.3470608166326	158.3242651570512	786.5951586374131	110.50479983740071	21833.670090229534	514.5538617604163	1766.0694815732973	148.2719308613654	1729.6297697514362	29829.673751554103	1640.4153028772248	277.69573491831994	1301.1490203978294	172.14622481361914	1729.6297697514362	827.4327667136366	985.7570318706878	1746.5930838754061	77.57122617311768	1680.624640059968	4002.7138623633855	1622.8237178597747	191.62262251151037	1631.6195103684997	733.8204035850626	558.5328243040417	Baseline condition with no supplementation or treatment.
Inj00062-Positive-B3.d.DeMP	6375.175242680707	4871.773463956333	299.17695396615034	176.03343055819911	1284.6568199199774	1450.7827164690207	715.6192466728019	3044.3886019168567	6375.175242680707	19745.678961765923	5240.106899743804	1059.1465531113213	2166.4019631418223	368.33343578747156	627.670242617426	5149.15109213098	1479.8005676752573	1546.5858260370628	267.6055166129385	438.24161849815493	104.48642362134397	10285.523269142803	254.82660149378134	626.1668408387017	330.7483913193622	1552.830727137627	11266.492929760456	1327.503770613622	269.1089183916629	1839.4120762692712	151.8347829808313	1457.7501614652533	363.82323045129846	87.19730316601367	1945.4019016693396	128.54085208093394	1448.6454289912185	11355.945335594557	1394.2199674723345	351.04431533214125	1409.864406597547	897.5308618984511	134.55445919583144	Caffeine treatment without arginine supplementation.
Inj00063-Positive-H1.d.DeMP	4803.37372488408	4664.3666151468315	208.51066460587325	79.75135693866523	1302.7678516228748	924.7363214837711	465.3347758887171	6201.0732612055635	4803.37372488408	20028.042658423492	4377.028748068005	1902.0241112828437	2294.464914992272	172.9112828438949	1089.1715610510046	3253.9530139103554	2742.0	2742.0	206.71680221126113	2066.459350850077	250.8908809891808	19670.353632148377	19.494899536321483	600.1038639876352	70.35115919629057	2742.0	10873.915919629057	1195.1221020092735	23.73292117465224	1379.0522411128284	39.837403400309114	2742.0	923.0411128284388	40.68500772797527	1556.2015455950539	624.6843894899536	2733.5239567233384	4787.2692426584235	2724.2003091190104	70.35115919629057	2724.2003091190104	1479.0695517774343	357.6890262751159	Baseline condition with no supplementation or treatment.
Inj00064-Positive-C9.d.DeMP	3098.328794321468	2053.3892116541633	466.6291046408492	145.92128021944313	1143.351881987294	154.80586409885993	380.38012321434155	6128.1007059705835	3098.328794321468	7617.554269836043	2412.7599675979454	862.8076698697967	3263.0864639695405	152.5943517545905	601.8703695328543	1877.6294111671825	1465.1364109889573	1530.5830660179336	269.5566169115575	100.62381166425895	183.0975355159869	11567.31531670124	322.67705231280536	370.4283176651291	189.2714960781436	1530.9345078809338	19678.036839309367	56.393564778870406	23.220879614828988	1762.5753383827337	452.25427440309795	1432.919921525721	654.6076539037506	172.49796285301534	1350.1282861764855	149.95444813997275	1410.5372655494566	391.43768493568865	1418.5228141699079	198.99719042992174	1393.205959035387	2052.283455482029	275.33328686154374	Low arginine supplementation with caffeine treatment.
Inj00073-Positive-G8.d.DeMP	4005.0352739591126	6048.218202229487	559.395714341986	134.8897467207626	864.8813172095954	785.5344073738527	1184.2526292984599	6637.369007759877	4005.0352739591126	25883.953824792214	3511.1007602316145	3534.9048331823374	1996.5666187418756	1206.073029503289	1181.2771201796195	12742.12188324733	352.1019123961082	352.1019123961082	207.66069049780654	3500.1905601291996	345.15905778548074	18816.127831173435	347.0641678412137	1099.9465375979833	192.41625635167605	352.1019123961082	4781.643153976444	2636.301079292551	765.697679914917	1600.823905936109	687.3426064521211	352.1019123961082	626.8405877023673	124.97138299129475	2986.4193189427656	274.7386753062591	352.1019123961082	10899.289902312206	352.1019123961082	203.32645645409067	352.1019123961082	67.4448733603813	319.20716353948313	Negative control with alanine supplementation with caffeine.
Inj00074-Positive-G2.d.DeMP	10696.82027027027	12888.431756756756	541.5	54.88175675675676	4238.335135135135	3974.1709459459457	2434.55472972973	5549.643243243243	10696.82027027027	47717.12635135135	8331.050675675675	3252.6587837837837	1115.929054054054	209.28243243243242	1994.037162162162	7539.289864864864	2607.2493243243243	2607.2493243243243	414.1743243243243	792.4925675675676	97.32364864864864	24310.42297297297	470.5195945945946	911.0371621621621	27.806756756756755	2607.2493243243243	33316.88513513513	1611.3283783783784	60.73581081081081	1845.4905405405405	425.88243243243244	2607.2493243243243	1262.2804054054054	904.4513513513513	730.2932432432432	62.93108108108108	2607.2493243243243	3514.6277027027027	2493.827027027027	35.12432432432432	2549.4405405405405	1342.7736486486485	764.6858108108108	Baseline condition with no supplementation or treatment.
Inj00076-Positive-A8.d.DeMP	9696.161392405063	6479.102848101266	346.6210443037975	80.16693037974684	3876.272943037975	4847.503955696203	3246.472310126582	3301.262658227848	9701.352056962025	23114.0292721519	7695.448575949367	2388.282436708861	4280.568037974684	77.28322784810126	1233.6479430379748	3812.2547468354433	1760.2120253164558	1760.2120253164558	364.5	275.68196202531647	109.85819684497069	18965.534810126584	835.120253164557	1180.5878164556962	24.7998417721519	1760.2120253164558	36273.51740506329	1183.4715189873418	252.6123417721519	1283.8243670886077	204.74287974683546	1760.2120253164558	763.0276898734178	778.5996835443038	1348.4193037974685	89.45506772824666	1760.2120253164558	2663.9643987341774	1760.2120253164558	24.7998417721519	1760.2120253164558	102.08306962025317	576.1637658227849	Baseline condition with no supplementation or treatment.
Inj00077-Positive-C7.d.DeMP	6296.054187192119	11117.394088669951	217.15270935960592	139.5	1594.2857142857142	1427.9852216748768	2811.302955665025	7847.046798029557	6296.054187192119	34700.45320197044	5314.056650246305	3300.5837438423646	8831.105911330049	259.7586206896552	907.7807881773399	3953.4162561576354	1753.027093596059	1900.7733990147783	623.9704433497537	1228.6995073891626	183.30288589583563	25345.019704433496	847.9950738916257	1256.8743842364531	87.27339901477832	1900.7733990147783	167303.7931034483	2168.7783251231526	105.82758620689656	2227.189655172414	232.95812807881774	1753.027093596059	518.8300492610838	3780.9310344827586	1533.8128078817733	167.8549141720876	1753.027093596059	1922.076354679803	1736.5344827586207	68.7192118226601	1753.027093596059	1081.64039408867	190.35221674876848	High arginine supplementation without caffeine treatment.
Inj00078-Positive-F2.d.DeMP	9996.620765832105	11475.450662739322	327.4131075110456	26.933726067746683	3601.544182621502	1589.0898379970545	3580.502209131075	12302.821060382916	9996.620765832105	38543.00368188512	7408.458026509572	4058.5758468335785	9638.065537555227	589.1752577319587	1562.1561119293076	4745.385861561119	2564.5957290132546	2564.5957290132546	180.96097201767304	983.081001472754	276.3969644162619	27032.202503681885	913.221649484536	352.66347569955815	87.53460972017672	2564.5957290132546	184263.72017673048	2264.1163475699555	125.4101620029455	1947.6450662739321	599.2754050073637	2564.5957290132546	571.5	5356.444771723121	2185.840206185567	412.1912842727639	2564.5957290132546	2107.564064801178	2546.9204712812957	84.16789396170839	2555.3372606774665	962.880706921944	16.833578792341676	High arginine supplementation without caffeine treatment.
Inj00086-Positive-B2.d.DeMP	2842.9751146948424	6204.927290421243	850.2104824134576	214.56415959961075	840.8233004309747	1491.2209092172948	191.76671764215212	5372.150145975254	2842.9751146948424	31050.11594605867	2644.5032670652026	162.26414569720563	3349.882941748923	266.8641735020159	526.3509044152908	394.26164326428477	628.941192826359	628.941192826359	295.3130741905081	773.7720005560963	215.90518559710833	32224.85471986654	30.843597942444045	452.2688868426427	205.1769776171278	628.941192826359	185791.10579730294	1460.3773112748506	529.705269011539	2087.977478103712	182.37953565966913	628.941192826359	1851.9569025441403	4137.065202279995	2448.7134714305575	154.21798971222023	628.941192826359	23541.711386069794	572.6181009314612	92.53079382733213	628.941192826359	2200.6236618935077	729.5181426386765	High arginine supplementation with caffeine treatment.
Inj00088-Positive-E8.d.DeMP	5082.009136031957	5609.105974015702	281.1785876722893	26.219225217030196	955.6455536000317	550.6037295576341	1428.4957187209554	6792.5875536395815	5082.009136031957	22100.998635527696	4160.719808578378	1235.0159188435603	1438.4409420791394	890.5495461646464	1304.6324823508473	8272.617611580217	1474.3684840180983	1546.877734259743	12.657557001324923	1074.0841226838577	629.2614052087247	12351.063299649983	166.3564634459847	222.4113587375665	183.79890853953006	1551.1119748602366	20259.32409183492	2013.455674425043	653.6724079969943	2494.44284047539	351.69926239395676	1466.7035108428372	548.7955071288734	26.219225217030196	1380.577824358797	584.0558444897072	1456.3523254088313	16809.235697759497	1420.5560194610987	189.1167516760587	1439.2392462864548	47.917894362158634	106.68512329688149	Caffeine treatment without arginine supplementation.
Inj00089-Positive-B4.d.DeMP	10003.930481283422	10291.147950089127	340.7664884135472	75.94224598930481	2611.2449197860965	1928.7383244206774	4373.494474153298	4280.027094474153	10003.930481283422	40265.94188948307	8510.399643493762	2430.151871657754	6058.82816399287	889.8873440285205	1728.1729055258468	8676.888413547236	2731.0	2731.0	108.0716577540107	1711.6213903743317	260.92976827094475	30333.085561497326	1048.587165775401	2032.9155080213905	24.340463458110516	2731.0	21771.08413547237	2840.045276292335	73.99500891265598	1841.1126559714794	73.99500891265598	2731.0	518.9386809269163	240.48377896613192	2126.382887700535	271.63957219251336	2731.0	2802.0741532976826	2602.4823529411765	36.99750445632799	2722.2374331550805	1262.7832442067736	329.08306595365417	Negative control with alanine supplementation without caffeine.
Inj00090-Positive-H4.d.DeMP	6471.491504854369	6877.01577669903	1453.128640776699	233.67742658684477	1336.8385922330096	1027.7257281553398	1638.0	5891.035194174758	6471.491504854369	27126.393203883497	5869.168689320389	3743.1480582524273	4847.406553398058	1210.6092233009708	2630.9381067961167	5865.1929611650485	542.6868932038835	542.6868932038835	161.59609143083307	1367.6504854368932	158.08491276699343	21971.861650485436	481.06310679611653	1087.361650485437	231.5861650485437	542.6868932038835	20562.466019417476	570.5169902912621	37.769417475728154	1835.7924757281553	4.969660194174757	542.6868932038835	1002.2929154944576	112.31432038834951	2122.044902912621	34.7876213592233	542.6868932038835	4014.491504854369	542.6868932038835	231.5861650485437	542.6868932038835	1785.101941747573	943.2415048543689	Low arginine supplementation without caffeine treatment.
Inj00091-Positive-G9.d.DeMP	11921.279279279279	9138.858108108108	390.72297297297297	96.41216216216216	1478.31981981982	3004.0	2335.8806306306305	13120.511261261261	11921.279279279279	39650.77027027027	9795.137387387387	1813.2252252252254	7455.873873873874	1557.8175675675675	1184.009009009009	15782.84009009009	20.2972972972973	20.2972972972973	257.0990990990991	1248.2837837837837	52.43468468468468	21313.853603603606	439.77477477477476	561.5585585585586	47.36036036036036	20.2972972972973	15877.560810810812	3883.5495495495497	590.313063063063	4071.2995495495497	202.97297297297297	20.2972972972973	1995.900900900901	199.5900900900901	4480.628378378378	544.6441441441442	20.2972972972973	9669.970720720721	20.2972972972973	47.36036036036036	20.2972972972973	1502.0	115.01801801801803	Negative control with alanine supplementation with caffeine.
Inj00099-Positive-F5.d.DeMP	10782.943959625694	3156.323204710335	1223.1027231626535	148.56702082013354	5724.912206918304	4065.039428030701	2191.1786352644303	3810.745452633792	10782.943959625694	11451.290085164545	8117.620649773945	2175.0562506571337	3320.4783934391753	71.08505940489958	1246.5534644096308	3541.0619282935545	2296.7069708758277	2296.7069708758277	234.50741246977182	907.9833876563978	115.0551992429818	21763.75354852276	541.3547384360713	1630.5593523288821	8.794027967616444	2296.7069708758277	25733.524340237618	1463.4728209441698	651.4909052675848	1607.1086110819049	257.94813196587495	2296.7069708758277	958.5490484701922	532.0386920407948	1489.122069183051	91.60445799600461	2296.7069708758277	2992.900851645463	2296.7069708758277	18.320891599200923	2296.7069708758277	968.0759121017768	1147.6206497739458	Low arginine supplementation without caffeine treatment.
Inj00100-Positive-A11.d.DeMP	11778.522645071309	5841.145365451703	81.7312147727388	1684.7176206380673	2392.6154002019503	3383.935940671298	2677.3564065069754	6436.9922860529605	11778.522645071309	23783.78349886699	9185.533944136192	3341.7520878853684	11557.057417945178	3536.8524070202934	1568.7120254767608	20564.628233140727	361.19923947952304	361.19923947952304	345.3802946847994	1073.0517552420868	595.846920601257	13179.81750480391	148.96173015031425	1202.2398043989965	48.775079783731215	361.19923947952304	11593.968289132867	2364.9322468111836	519.3886874267595	3377.3447136734967	89.6406871701006	361.19923947952304	2698.4483328999404	337.2758816355725	3364.1622596778934	438.9757180535809	361.19923947952304	5063.3805797111245	361.19923947952304	48.775079783731215	361.19923947952304	1939.138982753206	38.22911658724879	Negative control with alanine supplementation with caffeine.
