Peptide,Protein,Replicate,Precursor Mz,Precursor Charge,Product Mz,Product Charge,Fragment Ion,Retention Time,Area,Background,Peak Rank
Serine,DeepCCS-30932474,04-20250130_AAs_HILIC_DanielExpt_test2-WASH2,128.031814,1,128.031814,1,precursor,0.12,0,0,0
Serine,DeepCCS-30932474,05-20250130_AAs_HILIC_DanielExpt_test2-MAT1,128.031814,1,128.031814,1,precursor,0.05,0,0,0
Serine,DeepCCS-30932474,06-20250130_AAs_HILIC_DanielExpt_test2-MAT1,128.031814,1,128.031814,1,precursor,0.03,0,0,0
Serine,DeepCCS-30932474,07-20250130_AAs_HILIC_DanielExpt_test2-A1,128.031814,1,128.031814,1,precursor,0.01,0,0,0
Serine,DeepCCS-30932474,08-20250130_AAs_HILIC_DanielExpt_test2-A2,128.031814,1,128.031814,1,precursor,#N/A,#N/A,#N/A,#N/A
Serine,DeepCCS-30932474,09-20250130_AAs_HILIC_DanielExpt_test2-A3,128.031814,1,128.031814,1,precursor,#N/A,#N/A,#N/A,#N/A
Serine,DeepCCS-30932474,10-20250130_AAs_HILIC_DanielExpt_test2-A4,128.031814,1,128.031814,1,precursor,0.05,0,0,0
Serine,DeepCCS-30932474,11-20250130_AAs_HILIC_DanielExpt_test2-A5,128.031814,1,128.031814,1,precursor,0,0,0,0
Serine,DeepCCS-30932474,12-20250130_AAs_HILIC_DanielExpt_test2-A8,128.031814,1,128.031814,1,precursor,#N/A,#N/A,#N/A,#N/A
Serine,DeepCCS-30932474,13-20250130_AAs_HILIC_DanielExpt_test2-WASH1,128.031814,1,128.031814,1,precursor,0.03,0,0,0
Serine,DeepCCS-30932474,14-20250130_AAs_HILIC_DanielExpt_test2-WASH2,128.031814,1,128.031814,1,precursor,#N/A,#N/A,#N/A,#N/A
Serine,DeepCCS-30932474,15-20250130_AAs_HILIC_DanielExpt_test2-WASH1,128.031814,1,128.031814,1,precursor,#N/A,#N/A,#N/A,#N/A
Serine,DeepCCS-30932474,16-20250130_AAs_HILIC_DanielExpt_test2-WASH2,128.031814,1,128.031814,1,precursor,#N/A,#N/A,#N/A,#N/A
Serine,DeepCCS-30932474,17-20250130_AAs_HILIC_DanielExpt_test2-MAT1,128.031814,1,128.031814,1,precursor,#N/A,#N/A,#N/A,#N/A
Serine,DeepCCS-30932474,18-20250130_AAs_HILIC_DanielExpt_test2-MAT1,128.031814,1,128.031814,1,precursor,#N/A,#N/A,#N/A,#N/A
Serine,DeepCCS-30932474,19-20250130_AAs_HILIC_DanielExpt_test2-A10,128.031814,1,128.031814,1,precursor,#N/A,#N/A,#N/A,#N/A
Serine,DeepCCS-30932474,20-20250130_AAs_HILIC_DanielExpt_test2-A11,128.031814,1,128.031814,1,precursor,#N/A,#N/A,#N/A,#N/A
Serine,DeepCCS-30932474,21-20250130_AAs_HILIC_DanielExpt_test2-A12,128.031814,1,128.031814,1,precursor,#N/A,#N/A,#N/A,#N/A
Serine,DeepCCS-30932474,22-20250130_AAs_HILIC_DanielExpt_test2-B1,128.031814,1,128.031814,1,precursor,#N/A,#N/A,#N/A,#N/A
Serine,DeepCCS-30932474,23-20250130_AAs_HILIC_DanielExpt_test2-B2,128.031814,1,128.031814,1,precursor,#N/A,#N/A,#N/A,#N/A
Serine,DeepCCS-30932474,24-20250130_AAs_HILIC_DanielExpt_test2-B3,128.031814,1,128.031814,1,precursor,#N/A,#N/A,#N/A,#N/A
Serine,DeepCCS-30932474,25-20250130_AAs_HILIC_DanielExpt_test2-WASH1,128.031814,1,128.031814,1,precursor,0.04,0,0,0
Serine,DeepCCS-30932474,26-20250130_AAs_HILIC_DanielExpt_test2-WASH2,128.031814,1,128.031814,1,precursor,#N/A,#N/A,#N/A,#N/A
Serine,DeepCCS-30932474,27-20250130_AAs_HILIC_DanielExpt_test2-WASH1,128.031814,1,128.031814,1,precursor,#N/A,#N/A,#N/A,#N/A
Serine,DeepCCS-30932474,28-20250130_AAs_HILIC_DanielExpt_test2-WASH2,128.031814,1,128.031814,1,precursor,#N/A,#N/A,#N/A,#N/A
Serine,DeepCCS-30932474,29-20250130_AAs_HILIC_DanielExpt_test2-MAT1,128.031814,1,128.031814,1,precursor,0,0,0,0
Serine,DeepCCS-30932474,30-20250130_AAs_HILIC_DanielExpt_test2-MAT1,128.031814,1,128.031814,1,precursor,#N/A,#N/A,#N/A,#N/A
Serine,DeepCCS-30932474,31-20250130_AAs_HILIC_DanielExpt_test2-B4,128.031814,1,128.031814,1,precursor,0.13,0,0,0
Serine,DeepCCS-30932474,32-20250130_AAs_HILIC_DanielExpt_test2-B6,128.031814,1,128.031814,1,precursor,#N/A,#N/A,#N/A,#N/A
Serine,DeepCCS-30932474,33-20250130_AAs_HILIC_DanielExpt_test2-B7,128.031814,1,128.031814,1,precursor,#N/A,#N/A,#N/A,#N/A
Serine,DeepCCS-30932474,34-20250130_AAs_HILIC_DanielExpt_test2-B8,128.031814,1,128.031814,1,precursor,#N/A,#N/A,#N/A,#N/A
Serine,DeepCCS-30932474,35-20250130_AAs_HILIC_DanielExpt_test2-B9,128.031814,1,128.031814,1,precursor,#N/A,#N/A,#N/A,#N/A
Serine,DeepCCS-30932474,36-20250130_AAs_HILIC_DanielExpt_test2-B11,128.031814,1,128.031814,1,precursor,#N/A,#N/A,#N/A,#N/A
Serine,DeepCCS-30932474,37-20250130_AAs_HILIC_DanielExpt_test2-WASH1,128.031814,1,128.031814,1,precursor,#N/A,#N/A,#N/A,#N/A
Serine,DeepCCS-30932474,38-20250130_AAs_HILIC_DanielExpt_test2-WASH2,128.031814,1,128.031814,1,precursor,#N/A,#N/A,#N/A,#N/A
Serine,DeepCCS-30932474,39-20250130_AAs_HILIC_DanielExpt_test2-WASH1,128.031814,1,128.031814,1,precursor,#N/A,#N/A,#N/A,#N/A
Serine,DeepCCS-30932474,40-20250130_AAs_HILIC_DanielExpt_test2-WASH2,128.031814,1,128.031814,1,precursor,#N/A,#N/A,#N/A,#N/A
Serine,DeepCCS-30932474,41-20250130_AAs_HILIC_DanielExpt_test2-MAT1,128.031814,1,128.031814,1,precursor,#N/A,#N/A,#N/A,#N/A
Serine,DeepCCS-30932474,42-20250130_AAs_HILIC_DanielExpt_test2-MAT1,128.031814,1,128.031814,1,precursor,#N/A,#N/A,#N/A,#N/A
Serine,DeepCCS-30932474,43-20250130_AAs_HILIC_DanielExpt_test2-B12,128.031814,1,128.031814,1,precursor,#N/A,#N/A,#N/A,#N/A
Serine,DeepCCS-30932474,44-20250130_AAs_HILIC_DanielExpt_test2-C1,128.031814,1,128.031814,1,precursor,#N/A,#N/A,#N/A,#N/A
Serine,DeepCCS-30932474,45-20250130_AAs_HILIC_DanielExpt_test2-C3,128.031814,1,128.031814,1,precursor,#N/A,#N/A,#N/A,#N/A
Serine,DeepCCS-30932474,46-20250130_AAs_HILIC_DanielExpt_test2-C4,128.031814,1,128.031814,1,precursor,#N/A,#N/A,#N/A,#N/A
Serine,DeepCCS-30932474,47-20250130_AAs_HILIC_DanielExpt_test2-C5,128.031814,1,128.031814,1,precursor,#N/A,#N/A,#N/A,#N/A
Serine,DeepCCS-30932474,48-20250130_AAs_HILIC_DanielExpt_test2-C6,128.031814,1,128.031814,1,precursor,#N/A,#N/A,#N/A,#N/A
Serine,DeepCCS-30932474,49-20250130_AAs_HILIC_DanielExpt_test2-WASH1,128.031814,1,128.031814,1,precursor,#N/A,#N/A,#N/A,#N/A
Serine,DeepCCS-30932474,50-20250130_AAs_HILIC_DanielExpt_test2-WASH2,128.031814,1,128.031814,1,precursor,#N/A,#N/A,#N/A,#N/A
Serine,DeepCCS-30932474,51-20250130_AAs_HILIC_DanielExpt_test2-WASH1,128.031814,1,128.031814,1,precursor,#N/A,#N/A,#N/A,#N/A
Proline,DeepCCS-30932474,01-20250130_AAs_HILIC_DanielExpt_test2-WASH1,116.070605,1,116.070605,1,precursor,#N/A,#N/A,#N/A,#N/A
Proline,DeepCCS-30932474,02-20250130_AAs_HILIC_DanielExpt_test2-WASH2,116.070605,1,116.070605,1,precursor,#N/A,#N/A,#N/A,#N/A
Proline,DeepCCS-30932474,03-20250130_AAs_HILIC_DanielExpt_test2-WASH1,116.070605,1,116.070605,1,precursor,#N/A,#N/A,#N/A,#N/A
Proline,DeepCCS-30932474,04-20250130_AAs_HILIC_DanielExpt_test2-WASH2,116.070605,1,116.070605,1,precursor,#N/A,#N/A,#N/A,#N/A
Proline,DeepCCS-30932474,05-20250130_AAs_HILIC_DanielExpt_test2-MAT1,116.070605,1,116.070605,1,precursor,#N/A,#N/A,#N/A,#N/A
Proline,DeepCCS-30932474,06-20250130_AAs_HILIC_DanielExpt_test2-MAT1,116.070605,1,116.070605,1,precursor,#N/A,#N/A,#N/A,#N/A
Proline,DeepCCS-30932474,07-20250130_AAs_HILIC_DanielExpt_test2-A1,116.070605,1,116.070605,1,precursor,0.08,0,0,0
Proline,DeepCCS-30932474,08-20250130_AAs_HILIC_DanielExpt_test2-A2,116.070605,1,116.070605,1,precursor,0.13,71,0,1
Proline,DeepCCS-30932474,09-20250130_AAs_HILIC_DanielExpt_test2-A3,116.070605,1,116.070605,1,precursor,0.09,0,0,0
Proline,DeepCCS-30932474,10-20250130_AAs_HILIC_DanielExpt_test2-A4,116.070605,1,116.070605,1,precursor,#N/A,#N/A,#N/A,#N/A
Proline,DeepCCS-30932474,11-20250130_AAs_HILIC_DanielExpt_test2-A5,116.070605,1,116.070605,1,precursor,0.08,0,0,0
Proline,DeepCCS-30932474,12-20250130_AAs_HILIC_DanielExpt_test2-A8,116.070605,1,116.070605,1,precursor,0.13,782,0,1
Proline,DeepCCS-30932474,13-20250130_AAs_HILIC_DanielExpt_test2-WASH1,116.070605,1,116.070605,1,precursor,0.14,518,0,1
Proline,DeepCCS-30932474,14-20250130_AAs_HILIC_DanielExpt_test2-WASH2,116.070605,1,116.070605,1,precursor,#N/A,#N/A,#N/A,#N/A
Proline,DeepCCS-30932474,15-20250130_AAs_HILIC_DanielExpt_test2-WASH1,116.070605,1,116.070605,1,precursor,#N/A,#N/A,#N/A,#N/A
Proline,DeepCCS-30932474,16-20250130_AAs_HILIC_DanielExpt_test2-WASH2,116.070605,1,116.070605,1,precursor,#N/A,#N/A,#N/A,#N/A
Proline,DeepCCS-30932474,17-20250130_AAs_HILIC_DanielExpt_test2-MAT1,116.070605,1,116.070605,1,precursor,#N/A,#N/A,#N/A,#N/A
Proline,DeepCCS-30932474,18-20250130_AAs_HILIC_DanielExpt_test2-MAT1,116.070605,1,116.070605,1,precursor,#N/A,#N/A,#N/A,#N/A
Proline,DeepCCS-30932474,19-20250130_AAs_HILIC_DanielExpt_test2-A10,116.070605,1,116.070605,1,precursor,0.08,0,0,0
Proline,DeepCCS-30932474,20-20250130_AAs_HILIC_DanielExpt_test2-A11,116.070605,1,116.070605,1,precursor,0.12,339,0,1
Proline,DeepCCS-30932474,21-20250130_AAs_HILIC_DanielExpt_test2-A12,116.070605,1,116.070605,1,precursor,0.13,209,0,1
Proline,DeepCCS-30932474,22-20250130_AAs_HILIC_DanielExpt_test2-B1,116.070605,1,116.070605,1,precursor,0.09,0,0,0
Proline,DeepCCS-30932474,23-20250130_AAs_HILIC_DanielExpt_test2-B2,116.070605,1,116.070605,1,precursor,0.08,0,0,0
Proline,DeepCCS-30932474,24-20250130_AAs_HILIC_DanielExpt_test2-B3,116.070605,1,116.070605,1,precursor,0.11,67,0,1
Proline,DeepCCS-30932474,25-20250130_AAs_HILIC_DanielExpt_test2-WASH1,116.070605,1,116.070605,1,precursor,0.07,0,0,0
Proline,DeepCCS-30932474,26-20250130_AAs_HILIC_DanielExpt_test2-WASH2,116.070605,1,116.070605,1,precursor,#N/A,#N/A,#N/A,#N/A
Proline,DeepCCS-30932474,27-20250130_AAs_HILIC_DanielExpt_test2-WASH1,116.070605,1,116.070605,1,precursor,#N/A,#N/A,#N/A,#N/A
Proline,DeepCCS-30932474,28-20250130_AAs_HILIC_DanielExpt_test2-WASH2,116.070605,1,116.070605,1,precursor,#N/A,#N/A,#N/A,#N/A
Proline,DeepCCS-30932474,29-20250130_AAs_HILIC_DanielExpt_test2-MAT1,116.070605,1,116.070605,1,precursor,#N/A,#N/A,#N/A,#N/A
Proline,DeepCCS-30932474,30-20250130_AAs_HILIC_DanielExpt_test2-MAT1,116.070605,1,116.070605,1,precursor,#N/A,#N/A,#N/A,#N/A
Proline,DeepCCS-30932474,31-20250130_AAs_HILIC_DanielExpt_test2-B4,116.070605,1,116.070605,1,precursor,0.13,241,0,1
Proline,DeepCCS-30932474,32-20250130_AAs_HILIC_DanielExpt_test2-B6,116.070605,1,116.070605,1,precursor,0.13,195,0,1
Proline,DeepCCS-30932474,33-20250130_AAs_HILIC_DanielExpt_test2-B7,116.070605,1,116.070605,1,precursor,0.12,804,0,1
Proline,DeepCCS-30932474,34-20250130_AAs_HILIC_DanielExpt_test2-B8,116.070605,1,116.070605,1,precursor,0.11,136,0,1
Proline,DeepCCS-30932474,35-20250130_AAs_HILIC_DanielExpt_test2-B9,116.070605,1,116.070605,1,precursor,0.12,652,0,1
Proline,DeepCCS-30932474,36-20250130_AAs_HILIC_DanielExpt_test2-B11,116.070605,1,116.070605,1,precursor,0.08,0,0,0
Proline,DeepCCS-30932474,37-20250130_AAs_HILIC_DanielExpt_test2-WASH1,116.070605,1,116.070605,1,precursor,#N/A,#N/A,#N/A,#N/A
Proline,DeepCCS-30932474,38-20250130_AAs_HILIC_DanielExpt_test2-WASH2,116.070605,1,116.070605,1,precursor,#N/A,#N/A,#N/A,#N/A
Proline,DeepCCS-30932474,39-20250130_AAs_HILIC_DanielExpt_test2-WASH1,116.070605,1,116.070605,1,precursor,#N/A,#N/A,#N/A,#N/A
Proline,DeepCCS-30932474,40-20250130_AAs_HILIC_DanielExpt_test2-WASH2,116.070605,1,116.070605,1,precursor,#N/A,#N/A,#N/A,#N/A
Proline,DeepCCS-30932474,41-20250130_AAs_HILIC_DanielExpt_test2-MAT1,116.070605,1,116.070605,1,precursor,#N/A,#N/A,#N/A,#N/A
Proline,DeepCCS-30932474,42-20250130_AAs_HILIC_DanielExpt_test2-MAT1,116.070605,1,116.070605,1,precursor,#N/A,#N/A,#N/A,#N/A
Proline,DeepCCS-30932474,43-20250130_AAs_HILIC_DanielExpt_test2-B12,116.070605,1,116.070605,1,precursor,0.12,824,0,1
Proline,DeepCCS-30932474,44-20250130_AAs_HILIC_DanielExpt_test2-C1,116.070605,1,116.070605,1,precursor,0.14,718,0,1
Proline,DeepCCS-30932474,45-20250130_AAs_HILIC_DanielExpt_test2-C3,116.070605,1,116.070605,1,precursor,0.14,103,0,1
Proline,DeepCCS-30932474,46-20250130_AAs_HILIC_DanielExpt_test2-C4,116.070605,1,116.070605,1,precursor,0.13,79,0,1
Proline,DeepCCS-30932474,47-20250130_AAs_HILIC_DanielExpt_test2-C5,116.070605,1,116.070605,1,precursor,0.13,296,0,1
Proline,DeepCCS-30932474,48-20250130_AAs_HILIC_DanielExpt_test2-C6,116.070605,1,116.070605,1,precursor,0.08,0,0,0
Proline,DeepCCS-30932474,49-20250130_AAs_HILIC_DanielExpt_test2-WASH1,116.070605,1,116.070605,1,precursor,0.08,0,0,0
Proline,DeepCCS-30932474,50-20250130_AAs_HILIC_DanielExpt_test2-WASH2,116.070605,1,116.070605,1,precursor,0.08,0,0,0
Proline,DeepCCS-30932474,51-20250130_AAs_HILIC_DanielExpt_test2-WASH1,116.070605,1,116.070605,1,precursor,#N/A,#N/A,#N/A,#N/A
Proline,DeepCCS-30932474,01-20250130_AAs_HILIC_DanielExpt_test2-WASH1,138.052549,1,138.052549,1,precursor,#N/A,#N/A,#N/A,#N/A
Proline,DeepCCS-30932474,02-20250130_AAs_HILIC_DanielExpt_test2-WASH2,138.052549,1,138.052549,1,precursor,#N/A,#N/A,#N/A,#N/A
Proline,DeepCCS-30932474,03-20250130_AAs_HILIC_DanielExpt_test2-WASH1,138.052549,1,138.052549,1,precursor,#N/A,#N/A,#N/A,#N/A
Proline,DeepCCS-30932474,04-20250130_AAs_HILIC_DanielExpt_test2-WASH2,138.052549,1,138.052549,1,precursor,#N/A,#N/A,#N/A,#N/A
Proline,DeepCCS-30932474,05-20250130_AAs_HILIC_DanielExpt_test2-MAT1,138.052549,1,138.052549,1,precursor,#N/A,#N/A,#N/A,#N/A
Proline,DeepCCS-30932474,06-20250130_AAs_HILIC_DanielExpt_test2-MAT1,138.052549,1,138.052549,1,precursor,#N/A,#N/A,#N/A,#N/A
Proline,DeepCCS-30932474,07-20250130_AAs_HILIC_DanielExpt_test2-A1,138.052549,1,138.052549,1,precursor,0.13,262,0,1
Proline,DeepCCS-30932474,08-20250130_AAs_HILIC_DanielExpt_test2-A2,138.052549,1,138.052549,1,precursor,0.09,0,0,0
Proline,DeepCCS-30932474,09-20250130_AAs_HILIC_DanielExpt_test2-A3,138.052549,1,138.052549,1,precursor,0.12,1592,0,1
Proline,DeepCCS-30932474,10-20250130_AAs_HILIC_DanielExpt_test2-A4,138.052549,1,138.052549,1,precursor,#N/A,#N/A,#N/A,#N/A
Proline,DeepCCS-30932474,11-20250130_AAs_HILIC_DanielExpt_test2-A5,138.052549,1,138.052549,1,precursor,0.12,159,0,1
Proline,DeepCCS-30932474,12-20250130_AAs_HILIC_DanielExpt_test2-A8,138.052549,1,138.052549,1,precursor,0.08,0,0,0
Proline,DeepCCS-30932474,13-20250130_AAs_HILIC_DanielExpt_test2-WASH1,138.052549,1,138.052549,1,precursor,0.08,0,0,0
Proline,DeepCCS-30932474,14-20250130_AAs_HILIC_DanielExpt_test2-WASH2,138.052549,1,138.052549,1,precursor,#N/A,#N/A,#N/A,#N/A
Proline,DeepCCS-30932474,15-20250130_AAs_HILIC_DanielExpt_test2-WASH1,138.052549,1,138.052549,1,precursor,#N/A,#N/A,#N/A,#N/A
Proline,DeepCCS-30932474,16-20250130_AAs_HILIC_DanielExpt_test2-WASH2,138.052549,1,138.052549,1,precursor,#N/A,#N/A,#N/A,#N/A
Proline,DeepCCS-30932474,17-20250130_AAs_HILIC_DanielExpt_test2-MAT1,138.052549,1,138.052549,1,precursor,#N/A,#N/A,#N/A,#N/A
Proline,DeepCCS-30932474,18-20250130_AAs_HILIC_DanielExpt_test2-MAT1,138.052549,1,138.052549,1,precursor,#N/A,#N/A,#N/A,#N/A
Proline,DeepCCS-30932474,19-20250130_AAs_HILIC_DanielExpt_test2-A10,138.052549,1,138.052549,1,precursor,0.12,380,0,1
Proline,DeepCCS-30932474,20-20250130_AAs_HILIC_DanielExpt_test2-A11,138.052549,1,138.052549,1,precursor,0.08,0,0,0
Proline,DeepCCS-30932474,21-20250130_AAs_HILIC_DanielExpt_test2-A12,138.052549,1,138.052549,1,precursor,0.11,91,0,1
Proline,DeepCCS-30932474,22-20250130_AAs_HILIC_DanielExpt_test2-B1,138.052549,1,138.052549,1,precursor,0.12,333,0,1
Proline,DeepCCS-30932474,23-20250130_AAs_HILIC_DanielExpt_test2-B2,138.052549,1,138.052549,1,precursor,0.08,0,0,0
