	mu	AUC	FinalOD	Summary
E1	0.09549823169690555	4875.690320491164	0.09491770352718254	Growth with high aminoadipate supplementation and formic acid treatment.
E2	0.0	345.9385291560565	0.0	Media control
E3	0.11952553998192587	14403.305297243282	0.5153672062846226	Growth with high aminoadipate supplementation without formic acid treatment.
E4	0.14659781177517842	2692.9603395379436	0.08784113602369806	Growth with formic acid treatment without aminoadipate supplementation.
E6	0.23297930798096728	60236.61280228513	2.1391501438817047	Baseline growth without any supplementation or treatment.
E7	0.06966989630406278	9663.993661442344	0.2633294071152953	Growth with low aminoadipate supplementation and formic acid treatment.
E8	0.13532788540066287	15148.124150774525	0.6128024305053441	Growth with formic acid treatment without aminoadipate supplementation.
E9	0.1647130607904328	4824.464457717496	0.09923882123887152	Growth with high aminoadipate supplementation and formic acid treatment.
E10	0.23413769403209464	54391.81174670676	2.049156587725906	Growth with proline supplementation without formic acid treatment.
E11	0.1647134014329228	43894.72094075224	1.798539105649116	Growth with low aminoadipate supplementation without formic acid treatment.
E12	0.0	340.99796849230574	0.0	Media control
F1	0.07718994421244386	7416.186884640217	0.2081533402228508	Growth with low aminoadipate supplementation and formic acid treatment.
F2	0.1070943082990507	15462.158488828692	0.521746107499304	Growth with high aminoadipate supplementation without formic acid treatment.
F3	0.49960865002951016	808.9783563255776	0.021101243250735147	Growth with proline supplementation and formic acid treatment.
F4	0.0	719.9999999999997	0.0	Media control
F5	0.13909311843793862	36267.073250695685	1.4944858124168126	Growth with low aminoadipate supplementation without formic acid treatment.
F6	0.1484191811844523	5181.62845292418	0.17924668547671846	Growth with formic acid treatment without aminoadipate supplementation.
F7	0.23509159118726775	56537.373229924524	2.1297331139847024	Baseline growth without any supplementation or treatment.
F8	0.08830399882240084	3844.510770098065	0.11493370851730485	Growth with low aminoadipate supplementation and formic acid treatment.
F9	0.0	331.06336310573244	0.0	Media control
F10	0.2538108613976806	2528.3300985103865	0.05713751563534848	Growth with high aminoadipate supplementation and formic acid treatment.
G1	0.0	1362.6834973405748	0.0	Media control
G2	0.2318516436163279	63036.6459569046	2.2205340454372653	Baseline growth without any supplementation or treatment.
G3	0.07652010212444502	3608.7305321334384	0.10349944140195017	Growth with low aminoadipate supplementation and formic acid treatment.
G4	0.15170367194173312	10016.558731015508	0.4406431052369475	Growth with proline supplementation and formic acid treatment.
G6	0.13933383152682474	42666.11378084824	1.7482675791828362	Growth with low aminoadipate supplementation without formic acid treatment.
G7	0.09464376117624684	3966.1232722186774	0.08268461252695081	Growth with high aminoadipate supplementation and formic acid treatment.
G8	0.14421425446536643	3623.8800672695256	0.15195368022506014	Growth with proline supplementation and formic acid treatment.
G9	0.1607815571379972	11749.431071764637	0.5248840207556038	Growth with proline supplementation and formic acid treatment.
G10	0.0	687.0479999999993	0.0	Media control
G11	0.22998718225633832	48746.41113181844	2.0009830650021496	Growth with proline supplementation without formic acid treatment.
G12	0.11218368546136563	4944.165276477307	0.09855818108936445	Growth with formic acid treatment without aminoadipate supplementation.
H1	0.23490990442100612	53294.702269203226	2.0866417585588155	Baseline growth without any supplementation or treatment.
H2	0.1549675990750352	45712.643619461895	1.775970544791992	Growth with low aminoadipate supplementation without formic acid treatment.
H3	0.12194230817614726	3379.6603905069414	0.06546469328825881	Growth with high aminoadipate supplementation and formic acid treatment.
H4	0.14245136859715804	37172.22805823522	1.5508678981977209	Growth with low aminoadipate supplementation without formic acid treatment.
H5	0.0969586420879551	6000.430570757413	0.19439228507651551	Growth with low aminoadipate supplementation and formic acid treatment.
H6	0.0	756.0893329120242	0.0	Media control
H7	0.1578566047991859	13845.016345624334	0.6382497722897755	Growth with proline supplementation and formic acid treatment.
H8	0.2404271132348111	51427.09805035566	2.0218067128986634	Growth with proline supplementation without formic acid treatment.
H9	0.15117955525641738	11714.138007911692	0.4982031434118672	Growth with formic acid treatment without aminoadipate supplementation.
H10	0.14944629553304764	36069.6381782287	1.5447897382740863	Growth with low aminoadipate supplementation without formic acid treatment.
H11	0.0	449.62754892895634	0.0	Media control
H12	0.12522246248649407	13601.080874196527	0.48727448388731454	Growth with high aminoadipate supplementation without formic acid treatment.
