2'-Deoxyguanosine-5'-Diphosphate [[M+H]],2'-Deoxyguanosine-5'-Monophosphate [[M+H]],2'-Deoxyuridine [[M+Na]],Acetyl coenzyme A (Acetyl-CoA) [[M+H]],Ademetionine [[M+H]],Adenine [[M+H]],Adenosine 5'-diphosphate (ADP) [[M+H]],Adenosine phosphate [[M+H]],Adenosine-3'-5'-Diphosphate [[M+H]],Aminoadipate [[M+Na]],Cytidine [[M+H]],D-(+)-Melibiose [[M+Na]],D-(+)-Turanose [[M+Na]],Glucosamine [[M+H]],Glutamic Acid [[M-H2O+H]],Glutathione [[M+H]],Histidine [[M+H]],Imidazoleacetic acid [[M+H]],Isomaltose [[M+Na]],L-Arginine [[M+H]],L-Citrulline [[M+H]],L-Valine [[M+H]],Maltose [[M+Na]],N-(5-Amino-5-Carboxypentyl)Glutamic Acid [[M+H]],Nicotinamide [[M+H]],O-acetyl-L-serine [[M+H]],Palatinose [[M+Na]],Pidolic Acid [[M+H]],Spermine [[M+H]],Sucrose [[M+Na]],Thymine [[M+H]],Trehalose [[M+Na]],gamma-Glutamylcysteine [[M+H]],Experimental group,Well,Unnamed: 0,Summary_x,Treatment,Supplement,mu,AUC,MaxOD,Summary_y
929.5981949458484,983.8640794223828,158.078880866426,349.97563176895306,265.23276314276603,5481.640794223827,929.5981949458484,17970.658844765345,929.5981949458484,338.17870036101084,567.0391696750903,2178.5,2208.385559566787,6871.319314079423,16713.1059566787,31456.910830324912,392.4445848375452,59.77111913357401,2208.385559566787,7026.252346570397,347.6162454873646,2322.4225631768954,2168.275992779784,84.93790613718411,689.7272563176896,594.5653429602888,2178.5,14947.49855595668,23662.28501805054,2131.312274368231,59.77111913357401,2178.5,224.14169675090253,Baseline growth with no supplementation or treatment.,H1,7,Baseline growth with no supplementation or treatment.,None,None,0.2795775478561936,5423.932000000001,0.4161133333333333,Baseline growth with no supplementation or treatment.
35.69928400954654,192.37947494033412,215.6242531335197,464.090692124105,370.2147971360382,1979.3269689737472,35.69928400954654,4972.116945107398,35.69928400954654,17.84964200477327,24.460620525059667,2826.1933174224346,2833.4653937947496,2596.131264916468,6071.522673031026,8872.594272076372,277.0,81.47721043447572,2826.1933174224346,1310.9570405727925,340.4653937947494,1566.801909307876,2819.582338902148,280.3054892601432,175.85202863961814,275.67780429594274,2833.4653937947496,8207.529832935561,89061.78042959428,2766.694510739857,89.57656296932653,2833.4653937947496,296.08928955409647,Growth with high glutamate supplementation and spermine treatment.,A9,64,Growth with high glutamate supplementation and spermine treatment.,Yes,PosHigh,0.2193006789388859,5801.5160000000005,0.33422,Growth with high glutamate supplementation and spermine treatment.
708.6684673410975,668.4312078976285,478.7412705212745,1515.8771618906908,265.11209929956675,7760.864061229099,708.6684673410975,16233.68126403958,708.6684673410975,33.66791096290267,252.91991650180535,2124.363064903151,2655.6591232689566,3081.8456059457,1134.854950017841,23827.848107574308,267.7009505830797,47.62777648410621,2612.1371895852044,687.3180847792569,37.77375376325665,2506.206445336072,2006.9359608130271,173.2665661749381,1010.03732888708,404.8361001149028,2168.706167146974,1359.0339669171683,77961.74309312143,2168.706167146974,47.62777648410621,2168.706167146974,424.5441455566019,"Growth with alanine supplementation, no spermine treatment.",B11,81,"Growth with alanine supplementation, no spermine treatment.",None,NegHigh,0.2569150358687006,6856.212,0.3968266666666666,"Growth with alanine supplementation, no spermine treatment."
754.8778307568301,759.7744360902255,650.9273182957393,141.1779448621554,321.5344115912103,8064.38596491228,760.4151340941994,22566.91729323308,765.3073913645071,137.94486215538848,1050.751879699248,2161.8546365914785,2161.8546365914785,5542.581453634085,2078.872180451128,32844.887218045114,803.9598997493733,23.709273182957396,2161.8546365914785,882.6315789473683,70.0501253132832,3198.59649122807,2138.145363408521,24.786967418546364,1540.0250626566417,495.7393483709273,2161.8546365914785,2689.924812030075,85163.70927318295,2150.0,48.49624060150376,2161.8546365914785,639.0726817042606,"Growth with alanine supplementation, no spermine treatment.",D10,75,"Growth with alanine supplementation, no spermine treatment.",None,NegHigh,0.2490095579655095,7481.288,0.5048400000000001,"Growth with alanine supplementation, no spermine treatment."
185.4583623651522,727.637871106733,500.9665393271025,237.2035350744416,128.21812706726573,3644.600261887028,185.4583623651522,14761.111878618964,185.4583623651522,86.54723577040436,193.2430343656648,2537.345150284712,2557.0357912271847,1768.9522316458838,4148.772254390812,27138.28243755156,204.06396221815612,39.83920376732899,2537.345150284712,1561.5136189263433,87.46307953517055,949.7299840625324,2483.310368163507,68.68828235746378,282.0798795479846,338.93187690727706,2566.194228874847,3980.2570016738346,57177.5,2566.194228874847,39.83920376732899,2566.194228874847,756.9448715792508,"Growth with spermine treatment, no supplementation.",D2,11,"Growth with spermine treatment, no supplementation.",Yes,None,0.2439705153472524,5690.984000000001,0.3399066666666666,"Growth with spermine treatment, no supplementation."
737.4903496235692,2530.018861050042,1241.7102319129674,1574.7517179558497,175.4292601378144,9375.871629709283,740.1335434058956,40182.89435922328,742.9948812563672,831.9184445597917,2169.5665531106265,2127.079779171,2154.490601067533,8970.191465640588,2129.820861360653,42736.21241888538,342.6352737066687,83.25984304093389,2127.079779171,2631.438902067216,163.09439028437433,3538.7371068424745,2068.1465120934527,39.74569174997357,2668.4435116275363,176.79980123264107,2154.490601067533,2249.057936610573,75042.60710613975,2154.490601067533,96.15226603362358,2154.490601067533,1392.4697523439015,"Growth with alanine supplementation, no spermine treatment.",E4,28,"Growth with alanine supplementation, no spermine treatment.",None,NegHigh,0.244164197190439,7272.624,0.4837066666666667,"Growth with alanine supplementation, no spermine treatment."
1086.3595141700407,1046.1886639676115,427.9068825910932,674.1716599190285,97.80728744939272,10498.564372469637,1086.3595141700407,35743.32388663968,1070.6404858299595,677.6647773279353,532.7004048582996,744.0340080971661,761.4995951417005,4787.317408906883,3575.2056680161945,68245.03481781378,454.1052631578948,20.958704453441296,744.0340080971661,2965.656680161944,767.6647107369911,4071.228340080972,744.0340080971661,1220.8445344129557,831.3619433198381,646.2267206477734,761.4995951417005,3337.6736842105265,242273.89068825915,761.4995951417005,40.17085020242915,761.4995951417005,574.6178137651823,Growth with alanine supplementation and spermine treatment.,A11,80,Growth with alanine supplementation and spermine treatment.,Yes,NegHigh,0.2669413405359975,8575.812,0.55186,Growth with alanine supplementation and spermine treatment.
743.4251745004476,1083.9640892914913,1017.0092203170494,129.74625865730255,241.03752830799093,4562.093335490133,745.0998076527419,24898.75380135878,763.1523425183801,114.17567130378518,520.8384018117114,2178.5,2178.5,2552.037690067939,10329.37431252022,49462.73325784536,553.9634422516984,60.61177612423164,2178.5,4635.391297314784,293.8966353930767,1122.0226463927531,2151.718052410223,444.0164995147201,695.6258492397282,418.0157303256336,2178.5,8699.199450016175,121634.443707538,2098.1541572306696,60.61177612423164,2178.5,2120.7073762536397,"Growth with spermine treatment, no supplementation.",G3,22,"Growth with spermine treatment, no supplementation.",Yes,None,0.2691082341247887,8748.588,0.6394799999999999,"Growth with spermine treatment, no supplementation."
80.17613038906414,1043.4350683491064,721.5851735015773,28.634332281808625,927.7523659305996,7183.781282860147,80.17613038906414,23371.3420084122,80.17613038906414,25.19821240799159,132.863301787592,2178.5,2178.5,3083.3449001051526,1123.6111987381703,32507.98475289169,841.8493690851735,61.85015772870663,2178.5,1445.4610935856992,139.73554153522608,1900.17429022082,2178.5,374.5370662460568,926.606992639327,259.9997371188223,2178.5,1046.8711882229234,157114.29048370136,2178.5,79.0307570977918,2178.5,554.360672975815,Growth with alanine supplementation and spermine treatment.,E5,36,Growth with alanine supplementation and spermine treatment.,Yes,NegHigh,0.4374492206155312,3513.1159999999995,0.3066066666666667,Growth with alanine supplementation and spermine treatment.
702.1336558044806,526.8775458248472,175.25610997963338,864.0791751527495,927.3044806517312,4850.601069246435,702.1336558044806,15101.97428716904,616.724032586558,468.08910386965374,1089.25,2178.5,2178.5,5933.195773930754,10058.36965376782,23865.88900203666,154.1810081466395,75.99221605935762,2178.5,2781.9134419551933,978.3284114052952,2987.118380855397,2178.5,2471.33299389002,1532.9363543788186,4273.808808553971,2178.5,12726.033859470468,2920.5654276985742,2128.585285132383,85.8973158011702,2178.5,351.62143584521385,"Growth with high glutamate supplementation, no spermine treatment.",B1,1,"Growth with high glutamate supplementation, no spermine treatment.",None,PosHigh,0.2814313540472992,10223.44,0.7861333333333334,"Growth with high glutamate supplementation, no spermine treatment."
74.47863247863248,418.9423076923077,41.11841168091168,57.410612535612536,356.10096153846155,1720.766737891738,74.47863247863248,8642.624643874644,74.47863247863248,109.8015178653102,115.59704415954415,2178.5,2178.5,1536.897613960114,7638.714743589744,10095.733796296296,305.6727207977208,220.3326210826211,2178.5,1045.8041310541312,175.33511396011397,860.3833689458689,2170.741809116809,224.2117165242165,329.72311253561253,2736.3139245014245,2178.5,9990.2224002849,81350.83796296296,2146.6914173789173,245.934650997151,2178.5,153.17872389348378,Growth with high glutamate supplementation and spermine treatment.,G11,86,Growth with high glutamate supplementation and spermine treatment.,Yes,PosHigh,0.2478547253663277,4250.196,0.2764933333333333,Growth with high glutamate supplementation and spermine treatment.
239.54251234229287,803.944048272079,601.5907844212836,1641.795940756994,333.5172367252121,5757.770707624794,239.54251234229287,12287.765222161272,239.54251234229287,102.81733406472848,646.4366428963248,2134.006582556226,3437.8178826110807,3988.0,2185.41524958859,18906.357652221614,38.283049917718046,241.730115194734,3437.8178826110807,1315.8431157432804,155.68365166934606,2172.289632473944,2083.691716950082,42.65825562260011,399.2375205704882,674.8754799780581,2134.006582556226,2517.9308831596272,71223.97366977509,2134.006582556226,241.730115194734,2134.006582556226,646.4366428963248,"Growth with alanine supplementation, no spermine treatment.",B3,17,"Growth with alanine supplementation, no spermine treatment.",None,NegHigh,0.264696624381381,5477.24,0.3902666666666666,"Growth with alanine supplementation, no spermine treatment."
377.8857142857143,548.8571428571429,462.8857142857144,22.342857142857145,246.7428571428572,4114.971428571429,377.8857142857143,11874.74285714286,377.8857142857143,286.5714285714286,963.657142857143,2228.942857142857,2258.571428571429,3149.371428571429,7140.000000000001,21130.51428571429,442.9714285714286,73.82857142857144,2228.942857142857,3093.028571428572,291.42857142857144,1145.314285714286,2112.3714285714286,14.085714285714287,450.2571428571429,83.54285714285714,2273.1428571428573,6473.114285714287,41147.28571428572,2263.914285714286,102.0,2278.0000000000005,804.8285714285715,Baseline growth with no supplementation or treatment.,F7,53,Baseline growth with no supplementation or treatment.,None,None,0.2377307237167549,10241.752,0.6695333333333333,Baseline growth with no supplementation or treatment.
773.7903987408185,383.46629066107033,891.5162644281218,6.857817418677859,612.6316894018888,2609.3995278069256,773.7903987408185,10691.908840503673,773.7903987408185,672.0661070304302,1172.686778593914,2178.5,2178.5,4117.547875131165,9357.49186778594,17720.60020986359,351.4631427072403,73.15005246589718,2178.5,2329.9434679958026,613.2031741867786,853.7982686253936,2171.0706977964323,921.8049580272824,1084.6781217208816,669.2086831059811,2178.5,9075.749868835255,27180.959338929697,2011.626442812172,73.15005246589718,2126.4948845750264,1054.389428121721,"Growth with low glutamate supplementation, no spermine treatment.",G6,46,"Growth with low glutamate supplementation, no spermine treatment.",None,PosLow,0.3573180162449521,6999.848000000001,0.3466866666666666,"Growth with low glutamate supplementation, no spermine treatment."
208.8147465437788,739.886866359447,400.5629032258065,815.1806451612903,25.097926267281107,5041.671428571429,208.8147465437788,21803.07050691244,208.8147465437788,78.30552995391704,843.2903225806451,2178.5,2178.5,5772.523041474655,1511.8990783410138,26239.37995391705,413.6138248847926,57.22327188940092,2178.5,2725.634792626728,540.1073732718894,2380.2873271889403,2178.5,118.46221198156682,1485.7972350230414,147.5758064516129,2178.5,1260.9198156682028,20756.988940092167,2178.5,57.22327188940092,2178.5,742.8986175115207,"Growth with alanine supplementation, no spermine treatment.",F6,45,"Growth with alanine supplementation, no spermine treatment.",None,NegHigh,0.3125687047836346,4498.8240000000005,0.38084,"Growth with alanine supplementation, no spermine treatment."
1085.4411018484957,1377.1467923160565,2074.703878216745,283.25045306270385,210.3240304458137,8003.939108372599,1085.4411018484957,35025.820949619425,1060.0753896339254,676.4189923885466,362.5183037332367,346.6647335991301,405.851395433128,3923.23015585357,14083.25480246466,78195.09242479158,1027.311344690105,77.70974916169443,405.851395433128,4776.152229068503,581.2975715839071,2846.244291409931,153.25117796303007,1178.4487133019209,2916.0,327.6404494382022,153.25117796303007,12700.823486770569,84802.86045668721,153.25117796303007,92.48827392084344,153.25117796303007,3020.6335628851034,"Growth with spermine treatment, no supplementation.",F8,61,"Growth with spermine treatment, no supplementation.",Yes,None,0.284293475552346,7330.732,0.5688333333333332,"Growth with spermine treatment, no supplementation."
2495.776901669759,3455.691094619666,610.3033395176252,687.0964749536178,224.31679035250465,11284.549165120594,2495.776901669759,41355.12430426716,2495.776901669759,660.8251391465677,549.6771799628942,1917.8075139146567,2178.5,5773.631261595548,1196.3562152133582,58401.17949907236,274.8385899814471,81.30726557865889,2158.291280148423,2235.084415584416,693.1590909090909,482.9884044526902,1834.951762523191,1543.9461966604824,650.7207792207793,612.3242115027829,1938.0162337662337,1867.2857142857144,266975.3770871985,1938.0162337662337,90.40126684844842,1938.0162337662337,115.18970315398887,Growth with alanine supplementation and spermine treatment.,D1,3,Growth with alanine supplementation and spermine treatment.,Yes,NegHigh,0.2473096376566033,4737.752,0.2861933333333333,Growth with alanine supplementation and spermine treatment.
32.44318808604523,765.7987155469968,207.87672366243797,456.0233272105883,209.442563827978,5815.741864313293,32.44318808604523,16306.907611693328,32.44318808604523,54.07198014340872,294.3918918918919,2178.5,2178.5,1619.7562051847767,10014.130722559294,28381.781577495865,64.88637617209046,27.63678985107557,2178.5,2513.746276889134,534.711803640375,3142.182846111418,2140.0488141202427,462.6158301158301,3167.4164368450083,1353.0011031439603,2178.5,11929.480419194706,114653.0250965251,2178.5,27.63678985107557,2178.5,157.40954219525648,Growth with low glutamate supplementation and spermine treatment.,C11,82,Growth with low glutamate supplementation and spermine treatment.,Yes,PosLow,0.218896113829297,4782.871999999999,0.2256066666666666,Growth with low glutamate supplementation and spermine treatment.
285.9187878057993,806.1401927993124,313.75672252117124,310.46948453802,335.79508750417403,4198.308529262031,285.9187878057993,16346.087290682462,285.9187878057993,131.0702759515429,328.2556468520942,2210.2160250058846,2228.774648149466,1688.8347060658978,5431.87701133695,32978.093369170725,111.93169583472468,89.8933308517219,2210.2160250058846,1590.242020615622,122.37092135298916,1318.8221571407455,2164.3994241201685,303.3174970029068,749.3044094220947,153.1086409345457,2228.774648149466,5049.1054090005855,91668.5791468001,2108.143597716188,89.8933308517219,2170.7789508257747,418.72893467705296,"Growth with spermine treatment, no supplementation.",F1,5,"Growth with spermine treatment, no supplementation.",Yes,None,0.2345739132349851,8561.955999999998,0.5572333333333334,"Growth with spermine treatment, no supplementation."
445.00034192083865,481.2292484059453,405.16589172782375,844.2018775303161,128.51008338113314,3168.3204067635747,445.00034192083865,7269.022482313669,445.00034192083865,96.38256253584986,149.11629634977825,2434.1723772351866,2434.1723772351866,2257.8127947227804,3907.2533862050905,9263.663031814447,19.82336392581309,20.506928199116988,2434.1723772351866,1664.4790054949956,291.88194470076513,1274.163805438469,2399.9941635699915,454.5702417470933,440.2153920077114,961.7749325385868,2434.1723772351866,7746.833909353095,80254.54707151765,2434.1723772351866,20.506928199116988,2434.1723772351866,729.1113103782537,Growth with high glutamate supplementation and spermine treatment.,C2,10,Growth with high glutamate supplementation and spermine treatment.,Yes,PosHigh,0.3095153086076666,4763.124000000002,0.2721,Growth with high glutamate supplementation and spermine treatment.
1078.5,610.9508310249308,1147.213296398892,1910.5283933518008,389.873268698061,3942.051939058172,1078.5,23952.55886426593,1078.5,245.5403688886063,561.6565096952909,2124.1371191135736,2124.1371191135736,3011.434903047092,2597.6613573407203,40016.53254847645,277.6524189376388,82.14977348498789,2124.1371191135736,2551.354570637119,355.516620498615,3810.6004155124656,2124.1371191135736,64.2319944598338,1568.4556786703602,1692.4383656509697,2124.1371191135736,3906.2015235457066,247705.4584487535,2124.1371191135736,91.49429190193482,2124.1371191135736,1144.2257617728533,Growth with alanine supplementation and spermine treatment.,B6,41,Growth with alanine supplementation and spermine treatment.,Yes,NegHigh,0.2637683018313102,8584.716,0.5905133333333333,Growth with alanine supplementation and spermine treatment.
758.1893322788987,1167.8477565448527,391.8821353347503,76.03683222913065,599.5211771912225,5422.985867828895,771.20099603653,15333.119668358922,782.6563891425416,875.3984018174273,1701.0804133311922,1453.4732929953052,1453.4732929953052,4258.062604831316,12274.09941791005,32858.634665991114,1480.7685661031985,211.5383665861712,1453.4732929953052,7576.387949805172,221.2866784104187,1665.986490763901,1442.7501499886328,239.80847087648897,1647.4646982978309,318.7697966528939,1453.4732929953052,11373.35540534958,73191.3000076328,1357.9398371176794,143.30018381643853,1413.5052145158902,473.7679546584295,Baseline growth with no supplementation or treatment.,D5,35,Baseline growth with no supplementation or treatment.,None,None,0.267476033269367,10273.152,0.7462799999999999,Baseline growth with no supplementation or treatment.
408.4408891926072,1026.01474226734,312.9976573537849,358.4658859280235,40.7037312253801,5800.983488086068,408.4408891926072,26477.075373640357,408.4408891926072,1396.5590541121794,2880.139878430344,2154.490601067533,2154.490601067533,8230.575169159618,13666.62865315607,35836.126401600166,786.0030857314779,16.842923265674525,2154.490601067533,2557.3171825049158,697.5777385866866,2760.835838631816,2154.490601067533,1445.6842469703968,2299.0590257645727,3288.580767622951,2154.490601067533,15522.15736625788,98434.25429541834,2154.490601067533,16.842923265674525,2154.490601067533,663.8918920553375,"Growth with low glutamate supplementation, no spermine treatment.",H10,79,"Growth with low glutamate supplementation, no spermine treatment.",None,PosLow,0.2535235968041523,12886.596,0.8788466666666667,"Growth with low glutamate supplementation, no spermine treatment."
2418.4932778620187,2199.986833630325,864.432811082458,206.30184892049488,211.0452485750021,3613.350468026551,2418.4932778620187,34868.29907390931,2320.43184923121,592.6321121601069,1478.3826251188275,349.6103107707105,349.6103107707105,4143.095359651682,11513.69078336956,34188.26438405652,530.8107767189447,85.73452490781504,349.6103107707105,7449.470920660048,2496.302889710378,314.43610267487685,349.6103107707105,3274.399008193972,2036.906414276914,1409.1000940209735,349.6103107707105,13881.021576728546,54953.83778172416,349.6103107707105,94.44678871491904,349.6103107707105,1580.7075941248893,"Growth with high glutamate supplementation, no spermine treatment.",D9,67,"Growth with high glutamate supplementation, no spermine treatment.",None,PosHigh,0.3383208612921609,8597.372,0.7030066666666667,"Growth with high glutamate supplementation, no spermine treatment."
490.1499729290742,862.7579859231186,677.0416892257715,17.631293990254466,86.39334055224688,2501.292907417433,490.1499729290742,19633.033567948023,490.1499729290742,187.4794260963725,249.18895506226315,2189.219003789929,2189.219003789929,2309.6995127233354,6219.1451001624255,30241.195452084463,458.4136437466161,14.692744991878724,2189.219003789929,1556.2555495397944,76.40227395776935,91.09501894964808,2171.0,445.4840281537629,743.4528965890634,52.8938819707634,2189.219003789929,5713.714672441798,85415.39144558745,2161.0089334055224,14.692744991878724,2189.219003789929,929.7569030860856,"Growth with spermine treatment, no supplementation.",H5,39,"Growth with spermine treatment, no supplementation.",Yes,None,0.2515302448756801,7634.727999999999,0.5102133333333333,"Growth with spermine treatment, no supplementation."
