	plateID	well	CONCuM	Summary
26	plate_1	C03	L-tyrosine: 0 mM & SDS: 0 mM	Control with no supplementation or treatment to establish baseline growth.
27	plate_1	C04	L-tyrosine: 0 mM & SDS: 0.01%	Low SDS treatment to determine baseline resistance.
28	plate_1	C05	L-tyrosine: 1.0 mM & SDS: 0.01%	High tyrosine and low SDS to test the effect of tyrosine on SDS resistance.
29	plate_1	C06	L-tyrosine: 0.1 mM & SDS: 0.01%	Low tyrosine and low SDS to test the effect of tyrosine on SDS resistance.
30	plate_1	C07	L-tyrosine: 0.1 mM & SDS: 0.05%	Low tyrosine and high SDS to test the effect of tyrosine on SDS resistance.
31	plate_1	C08	Media control	
32	plate_1	C09	L-tyrosine: 0.1 mM & SDS: 0 mM	Low tyrosine supplementation to assess its independent effect on growth.
33	plate_1	C10	L-tyrosine: 0 mM & SDS: 0.05%	High SDS treatment to determine baseline resistance.
34	plate_1	C11	L-tyrosine: 0 mM & SDS: 0.01%	Low SDS treatment to determine baseline resistance.
35	plate_1	C12	L-tyrosine: 1.0 mM & SDS: 0 mM	High tyrosine supplementation to assess its independent effect on growth.
36	plate_1	D01	L-tyrosine: 0.1 mM & SDS: 0.01%	Low tyrosine and low SDS to test the effect of tyrosine on SDS resistance.
37	plate_1	D02	L-tyrosine: 1.0 mM & SDS: 0.05%	High tyrosine and high SDS to test the effect of tyrosine on SDS resistance.
38	plate_1	D03	L-tyrosine: 0.1 mM & SDS: 0.05%	Low tyrosine and high SDS to test the effect of tyrosine on SDS resistance.
39	plate_1	D04	L-tyrosine: 0 mM & SDS: 0.05%	High SDS treatment to determine baseline resistance.
40	plate_1	D05	L-tyrosine: 0 mM & SDS: 0.01%	Low SDS treatment to determine baseline resistance.
41	plate_1	D06	Media control	
42	plate_1	D07	Media control	
43	plate_1	D08	L-tyrosine: 1.0 mM & SDS: 0 mM	High tyrosine supplementation to assess its independent effect on growth.
44	plate_1	D09	L-tyrosine: 1.0 mM & SDS: 0.01%	High tyrosine and low SDS to test the effect of tyrosine on SDS resistance.
45	plate_1	D10	L-tyrosine: 0 mM & SDS: 0 mM	Control with no supplementation or treatment to establish baseline growth.
46	plate_1	D11	L-tyrosine: 0.1 mM & SDS: 0 mM	Low tyrosine supplementation to assess its independent effect on growth.
47	plate_1	D12	L-tyrosine: 0.1 mM & SDS: 0 mM	Low tyrosine supplementation to assess its independent effect on growth.
48	plate_1	E01	L-tyrosine: 0 mM & SDS: 0.01%	Low SDS treatment to determine baseline resistance.
49	plate_1	E02	L-tyrosine: 0.1 mM & SDS: 0.05%	Low tyrosine and high SDS to test the effect of tyrosine on SDS resistance.
50	plate_1	E03	L-tyrosine: 1.0 mM & SDS: 0 mM	High tyrosine supplementation to assess its independent effect on growth.
51	plate_1	E04	L-tyrosine: 0.1 mM & SDS: 0 mM	Low tyrosine supplementation to assess its independent effect on growth.
52	plate_1	E05	Media control	
53	plate_1	E06	L-tyrosine: 0 mM & SDS: 0.05%	High SDS treatment to determine baseline resistance.
54	plate_1	E07	L-tyrosine: 0 mM & SDS: 0 mM	Control with no supplementation or treatment to establish baseline growth.
55	plate_1	E08	L-tyrosine: 0 mM & SDS: 0 mM	Control with no supplementation or treatment to establish baseline growth.
56	plate_1	E09	L-tyrosine: 0.1 mM & SDS: 0.01%	Low tyrosine and low SDS to test the effect of tyrosine on SDS resistance.
57	plate_1	E10	Media control	
58	plate_1	E11	L-tyrosine: 1.0 mM & SDS: 0.05%	High tyrosine and high SDS to test the effect of tyrosine on SDS resistance.
59	plate_1	E12	L-tyrosine: 1.0 mM & SDS: 0.01%	High tyrosine and low SDS to test the effect of tyrosine on SDS resistance.
60	plate_1	F01	L-tyrosine: 0.1 mM & SDS: 0 mM	Low tyrosine supplementation to assess its independent effect on growth.
61	plate_1	F02	L-tyrosine: 0 mM & SDS: 0.05%	High SDS treatment to determine baseline resistance.
62	plate_1	F03	Media control	
63	plate_1	F04	L-tyrosine: 1.0 mM & SDS: 0.05%	High tyrosine and high SDS to test the effect of tyrosine on SDS resistance.
64	plate_1	F05	L-tyrosine: 0.1 mM & SDS: 0.01%	Low tyrosine and low SDS to test the effect of tyrosine on SDS resistance.
65	plate_1	F06	L-tyrosine: 0.1 mM & SDS: 0.05%	Low tyrosine and high SDS to test the effect of tyrosine on SDS resistance.
66	plate_1	F07	Media control	
67	plate_1	F08	L-tyrosine: 1.0 mM & SDS: 0.01%	High tyrosine and low SDS to test the effect of tyrosine on SDS resistance.
68	plate_1	F09	L-tyrosine: 1.0 mM & SDS: 0 mM	High tyrosine supplementation to assess its independent effect on growth.
69	plate_1	F10	L-tyrosine: 0.1 mM & SDS: 0.05%	Low tyrosine and high SDS to test the effect of tyrosine on SDS resistance.
70	plate_1	F11	L-tyrosine: 0 mM & SDS: 0 mM	Control with no supplementation or treatment to establish baseline growth.
71	plate_1	F12	L-tyrosine: 0 mM & SDS: 0.01%	Low SDS treatment to determine baseline resistance.
72	plate_1	G01	Media control	
73	plate_1	G02	L-tyrosine: 0 mM & SDS: 0 mM	Control with no supplementation or treatment to establish baseline growth.
74	plate_1	G03	L-tyrosine: 1.0 mM & SDS: 0.05%	High tyrosine and high SDS to test the effect of tyrosine on SDS resistance.
75	plate_1	G04	L-tyrosine: 1.0 mM & SDS: 0 mM	High tyrosine supplementation to assess its independent effect on growth.
76	plate_1	G05	L-tyrosine: 0 mM & SDS: 0.05%	High SDS treatment to determine baseline resistance.
77	plate_1	G06	L-tyrosine: 0 mM & SDS: 0.01%	Low SDS treatment to determine baseline resistance.
78	plate_1	G07	L-tyrosine: 1.0 mM & SDS: 0.01%	High tyrosine and low SDS to test the effect of tyrosine on SDS resistance.
79	plate_1	G08	L-tyrosine: 0.1 mM & SDS: 0 mM	Low tyrosine supplementation to assess its independent effect on growth.
80	plate_1	G09	L-tyrosine: 0 mM & SDS: 0.05%	High SDS treatment to determine baseline resistance.
81	plate_1	G10	L-tyrosine: 0.1 mM & SDS: 0.01%	Low tyrosine and low SDS to test the effect of tyrosine on SDS resistance.
82	plate_1	G11	L-tyrosine: 0.1 mM & SDS: 0.05%	Low tyrosine and high SDS to test the effect of tyrosine on SDS resistance.
83	plate_1	G12	Media control	
84	plate_1	H01	L-tyrosine: 1.0 mM & SDS: 0.01%	High tyrosine and low SDS to test the effect of tyrosine on SDS resistance.
85	plate_1	H02	L-tyrosine: 0 mM & SDS: 0.01%	Low SDS treatment to determine baseline resistance.
86	plate_1	H03	L-tyrosine: 0.1 mM & SDS: 0.01%	Low tyrosine and low SDS to test the effect of tyrosine on SDS resistance.
87	plate_1	H04	Media control	
88	plate_1	H05	L-tyrosine: 1.0 mM & SDS: 0 mM	High tyrosine supplementation to assess its independent effect on growth.
89	plate_1	H06	L-tyrosine: 0 mM & SDS: 0 mM	Control with no supplementation or treatment to establish baseline growth.
90	plate_1	H07	L-tyrosine: 0.1 mM & SDS: 0 mM	Low tyrosine supplementation to assess its independent effect on growth.
91	plate_1	H08	L-tyrosine: 0 mM & SDS: 0.05%	High SDS treatment to determine baseline resistance.
92	plate_1	H09	L-tyrosine: 1.0 mM & SDS: 0.05%	High tyrosine and high SDS to test the effect of tyrosine on SDS resistance.
93	plate_1	H10	L-tyrosine: 1.0 mM & SDS: 0 mM	High tyrosine supplementation to assess its independent effect on growth.
94	plate_1	H11	Media control	
95	plate_1	H12	L-tyrosine: 0.1 mM & SDS: 0.05%	Low tyrosine and high SDS to test the effect of tyrosine on SDS resistance.
