	plateID	well	CONCuM	Summary
61	plate_1	F02	Glutamate: 10 mM & Formic Acid: 0 mM	High glutamate supplementation without formic acid treatment.
62	plate_1	F03	Arginine: 10 mM & Formic Acid: 10 mM	Negative control with arginine supplementation and formic acid treatment.
63	plate_1	F04	Media control	
64	plate_1	F05	Glutamate: 1 mM & Formic Acid: 0 mM	Low glutamate supplementation without formic acid treatment.
65	plate_1	F06	None: 0 mM & Formic Acid: 10 mM	Formic acid treatment without glutamate supplementation.
66	plate_1	F07	None: 0 mM & Formic Acid: 0 mM	Baseline condition with no supplementation or treatment.
67	plate_1	F08	Glutamate: 1 mM & Formic Acid: 10 mM	Low glutamate supplementation with formic acid treatment.
68	plate_1	F09	Media control	
69	plate_1	F10	Glutamate: 10 mM & Formic Acid: 10 mM	High glutamate supplementation with formic acid treatment.
70	plate_1	F11	None: 0 mM & Formic Acid: 0 mM	Baseline condition with no supplementation or treatment.
71	plate_1	F12	Arginine: 10 mM & Formic Acid: 0 mM	Negative control with arginine supplementation without formic acid treatment.
72	plate_1	G01	Media control	
73	plate_1	G02	None: 0 mM & Formic Acid: 0 mM	Baseline condition with no supplementation or treatment.
74	plate_1	G03	Glutamate: 1 mM & Formic Acid: 10 mM	Low glutamate supplementation with formic acid treatment.
75	plate_1	G04	Arginine: 10 mM & Formic Acid: 10 mM	Negative control with arginine supplementation and formic acid treatment.
76	plate_1	G05	Glutamate: 10 mM & Formic Acid: 0 mM	High glutamate supplementation without formic acid treatment.
77	plate_1	G06	Glutamate: 1 mM & Formic Acid: 0 mM	Low glutamate supplementation without formic acid treatment.
78	plate_1	G07	Glutamate: 10 mM & Formic Acid: 10 mM	High glutamate supplementation with formic acid treatment.
79	plate_1	G08	Arginine: 10 mM & Formic Acid: 10 mM	Negative control with arginine supplementation and formic acid treatment.
80	plate_1	G09	Arginine: 10 mM & Formic Acid: 10 mM	Negative control with arginine supplementation and formic acid treatment.
81	plate_1	G10	Media control	
82	plate_1	G11	Arginine: 10 mM & Formic Acid: 0 mM	Negative control with arginine supplementation without formic acid treatment.
83	plate_1	G12	None: 0 mM & Formic Acid: 10 mM	Formic acid treatment without glutamate supplementation.
84	plate_1	H01	None: 0 mM & Formic Acid: 0 mM	Baseline condition with no supplementation or treatment.
85	plate_1	H02	Glutamate: 1 mM & Formic Acid: 0 mM	Low glutamate supplementation without formic acid treatment.
86	plate_1	H03	Glutamate: 10 mM & Formic Acid: 10 mM	High glutamate supplementation with formic acid treatment.
87	plate_1	H04	Glutamate: 1 mM & Formic Acid: 0 mM	Low glutamate supplementation without formic acid treatment.
88	plate_1	H05	Glutamate: 1 mM & Formic Acid: 10 mM	Low glutamate supplementation with formic acid treatment.
89	plate_1	H06	Media control	
90	plate_1	H07	Arginine: 10 mM & Formic Acid: 10 mM	Negative control with arginine supplementation and formic acid treatment.
91	plate_1	H08	Arginine: 10 mM & Formic Acid: 0 mM	Negative control with arginine supplementation without formic acid treatment.
92	plate_1	H09	None: 0 mM & Formic Acid: 10 mM	Formic acid treatment without glutamate supplementation.
93	plate_1	H10	Glutamate: 1 mM & Formic Acid: 0 mM	Low glutamate supplementation without formic acid treatment.
94	plate_1	H11	Media control	
95	plate_1	H12	Glutamate: 10 mM & Formic Acid: 0 mM	High glutamate supplementation without formic acid treatment.
