	mu	AUC	FinalOD	Summary
C1	0.30617978642417293	58230.086735274825	2.1526140995849397	Growth with physiological lysine supplementation without hyperosmotic stress.
C3	0.24349380745893973	48155.169006785945	2.005759008180095	Baseline growth without any supplementation or hyperosmotic stress.
C4	0.0	425.84527489740526	0.0	Media control
C5	0.2552762326860772	53398.65213298933	2.105244277929869	Growth with valine supplementation without hyperosmotic stress.
C6	0.2279603622162732	7680.823627320624	0.4940006280998799	Growth under hyperosmotic stress without any supplementation.
C7	0.23871504701878773	21907.317044242824	1.391247271775652	Growth with supraphysiological lysine supplementation without hyperosmotic stress.
C8	0.0	719.9999999999994	0.0	Media control
C10	0.24965740190120278	32438.01492149379	1.7541207283460785	Growth with supraphysiological lysine supplementation without hyperosmotic stress.
C11	0.28115790490174764	9875.603381045572	0.5722624310590045	Growth with physiological lysine supplementation under hyperosmotic stress.
C12	0.341807638260438	10110.682537471923	0.5909052024434329	Growth with valine supplementation under hyperosmotic stress.
D3	0.0	591.2999767090903	0.0	Media control
D5	0.23799220133443783	43771.042265541204	2.032514871345343	Baseline growth without any supplementation or hyperosmotic stress.
D7	0.2506432566891554	47927.770624349214	2.040285557912853	Growth with physiological lysine supplementation without hyperosmotic stress.
D10	0.24373184121383415	49786.2326777317	2.1707190241876413	Growth with valine supplementation without hyperosmotic stress.
D11	0.0	719.3811635749903	0.0	Media control
E1	0.24016793344001036	9169.040785120947	0.6065927716574057	Growth with physiological lysine supplementation under hyperosmotic stress.
E2	0.0	848.1966974544304	0.0	Media control
E3	0.25981602033190077	19076.40677405557	1.3301642366621824	Growth with supraphysiological lysine supplementation without hyperosmotic stress.
E6	0.2400253841816983	44459.52422311751	1.9299141990152833	Baseline growth without any supplementation or hyperosmotic stress.
E7	0.20045588597486272	7924.672034267675	0.46126851211614234	Growth under hyperosmotic stress without any supplementation.
E8	0.24570424077113903	63759.87306443977	2.343609356536829	Growth with valine supplementation without hyperosmotic stress.
E9	0.25921034451162195	9905.780038536099	0.6944973878604809	Growth with physiological lysine supplementation under hyperosmotic stress.
E10	0.23672204186985987	8399.225653250383	0.5575737154287426	Growth with supraphysiological lysine supplementation under hyperosmotic stress.
E11	0.22157586684209649	57784.76035902411	2.231466428051789	Growth with physiological lysine supplementation without hyperosmotic stress.
E12	0.0	708.5759999999997	0.0	Media control
F1	0.2620886360770643	6840.373333086934	0.4736942027714643	Growth under hyperosmotic stress without any supplementation.
F3	0.21417765990944435	11700.730925965438	0.7074120955098179	Growth with valine supplementation under hyperosmotic stress.
F4	0.0	719.9999999999997	0.0	Media control
F6	0.24798953031076285	60893.86561429412	2.424182760258036	Growth with valine supplementation without hyperosmotic stress.
F7	0.22815485131988544	54856.44063586183	2.159763841093605	Baseline growth without any supplementation or hyperosmotic stress.
F8	0.21298889589965425	7978.631328402503	0.48340376116132633	Growth under hyperosmotic stress without any supplementation.
F9	0.0	1374.9861106410967	0.0	Media control
F10	0.22098987824076932	8377.554966257156	0.5194014246743701	Growth with physiological lysine supplementation under hyperosmotic stress.
F11	0.19158806782613008	46741.71531790694	2.0225778366292793	Baseline growth without any supplementation or hyperosmotic stress.
F12	0.2071482697686251	8419.561964467259	0.5120004347848554	Growth with supraphysiological lysine supplementation under hyperosmotic stress.
G1	0.0	744.8128690534113	0.0	Media control
G3	0.23734518822230272	6436.469141128986	0.42231860628550866	Growth under hyperosmotic stress without any supplementation.
G4	0.2500151387528121	11206.724416054349	0.7822881184196098	Growth with valine supplementation under hyperosmotic stress.
G5	0.24433446867986916	26089.763264393347	1.5447769731804928	Growth with supraphysiological lysine supplementation without hyperosmotic stress.
G6	0.25995175876123117	55493.529870274695	2.229870964672381	Growth with physiological lysine supplementation without hyperosmotic stress.
G7	0.21344892499799412	8426.324759026285	0.5132833840627072	Growth with physiological lysine supplementation under hyperosmotic stress.
G8	0.22634805069748348	7805.571520123503	0.49812482531896923	Growth with valine supplementation under hyperosmotic stress.
G9	0.3896291434343143	8636.121274717945	0.6293700000000001	Growth with valine supplementation under hyperosmotic stress.
G11	0.45863907986647995	8773.591907134149	0.6239130337681595	Growth with supraphysiological lysine supplementation under hyperosmotic stress.
G12	0.2434218065816197	53726.68744484123	2.2014345269961826	Growth with valine supplementation without hyperosmotic stress.
H1	0.23857197602886357	47966.15984003254	2.0142014710307774	Baseline growth without any supplementation or hyperosmotic stress.
H2	0.23722076334107947	63368.18910880836	2.2753384721031917	Growth with physiological lysine supplementation without hyperosmotic stress.
H3	0.24203163887600765	7546.488663425202	0.4952230553317866	Growth with physiological lysine supplementation under hyperosmotic stress.
H4	0.2534888202993889	49245.61325162225	2.071751789258485	Growth with physiological lysine supplementation without hyperosmotic stress.
H5	0.23733990206362304	6449.026708341463	0.42022801582156105	Growth under hyperosmotic stress without any supplementation.
H6	0.0	708.8279999999993	0.0	Media control
H7	0.24931511252423433	7747.147067430727	0.534008264936314	Growth with valine supplementation under hyperosmotic stress.
H8	0.2971079339611209	8038.553267816973	0.6358229868997575	Growth with supraphysiological lysine supplementation under hyperosmotic stress.
H9	0.24893153559533043	44910.537311455046	2.024730392855042	Growth with valine supplementation without hyperosmotic stress.
H10	0.24968013874335176	48846.292261609095	2.0260326067099133	Growth with physiological lysine supplementation without hyperosmotic stress.
H11	0.0	599.7900000000006	0.0	Media control
H12	0.20835505082183525	22837.643215350166	1.286165577196084	Growth with supraphysiological lysine supplementation without hyperosmotic stress.
